result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size      144, 1680957 req, miss ratio 0.3590, byte miss ratio 0.3590
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size      433, 1680957 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size     1443, 1680957 req, miss ratio 0.3318, byte miss ratio 0.3318
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size     4330, 1680957 req, miss ratio 0.3312, byte miss ratio 0.3312
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size    14433, 1680957 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size    28867, 1680957 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size    57735, 1680957 req, miss ratio 0.1379, byte miss ratio 0.1379
result/tencentBlock.ns7471.oracleGeneral.zst S3FIFO-1 cache size   115470, 1680957 req, miss ratio 0.0945, byte miss ratio 0.0945
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size      144, 1680957 req, miss ratio 0.3737, byte miss ratio 0.3737
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size      433, 1680957 req, miss ratio 0.3436, byte miss ratio 0.3436
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size     1443, 1680957 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size     4330, 1680957 req, miss ratio 0.3312, byte miss ratio 0.3312
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size    14433, 1680957 req, miss ratio 0.2847, byte miss ratio 0.2847
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size    28867, 1680957 req, miss ratio 0.2454, byte miss ratio 0.2454
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size    57735, 1680957 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns7471.oracleGeneral.zst Clock cache size   115470, 1680957 req, miss ratio 0.0941, byte miss ratio 0.0941
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size      144, 1680957 req, miss ratio 0.3579, byte miss ratio 0.3579
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size      433, 1680957 req, miss ratio 0.3397, byte miss ratio 0.3397
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size     1443, 1680957 req, miss ratio 0.3321, byte miss ratio 0.3321
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size     4330, 1680957 req, miss ratio 0.3313, byte miss ratio 0.3313
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size    14433, 1680957 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size    28867, 1680957 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size    57735, 1680957 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns7471.oracleGeneral.zst ARC cache size   115470, 1680957 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size      144, 1680957 req, miss ratio 0.3684, byte miss ratio 0.3684
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size      433, 1680957 req, miss ratio 0.3431, byte miss ratio 0.3431
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size     1443, 1680957 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size     4330, 1680957 req, miss ratio 0.3312, byte miss ratio 0.3312
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size    14433, 1680957 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size    28867, 1680957 req, miss ratio 0.2275, byte miss ratio 0.2275
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size    57735, 1680957 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns7471.oracleGeneral.zst LRU cache size   115470, 1680957 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size      144, 1680957 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size      433, 1680957 req, miss ratio 0.3397, byte miss ratio 0.3397
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size     1443, 1680957 req, miss ratio 0.3321, byte miss ratio 0.3321
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size     4330, 1680957 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size    14433, 1680957 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size    28867, 1680957 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size    57735, 1680957 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns7471.oracleGeneral.zst Cacheus cache size   115470, 1680957 req, miss ratio 0.0900, byte miss ratio 0.0900
result/tencentBlock.ns7471.oracleGeneral.zst clock2 cache size      144, 1680957 req, miss ratio 0.3775, byte miss ratio 0.3775
result/tencentBlock.ns7471.oracleGeneral.zst clock2 cache size      433, 1680957 req, miss ratio 0.3454, byte miss ratio 0.3454
result/tencentBlock.ns7471.oracleGeneral.zst clock2 cache size     1443, 1680957 req, miss ratio 0.3340, byte miss ratio 0.3340
result/tencentBlock.ns7471.oracleGeneral.zst clock2 cache size     4330, 1680957 req, miss ratio 0.3312, byte miss ratio 0.3312
