result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size      245, 2578491 req, miss ratio 0.5055, byte miss ratio 0.5055
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size      737, 2578491 req, miss ratio 0.4128, byte miss ratio 0.4128
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size     2458, 2578491 req, miss ratio 0.2729, byte miss ratio 0.2729
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size     7375, 2578491 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size    24583, 2578491 req, miss ratio 0.1694, byte miss ratio 0.1694
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size    49167, 2578491 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size    98334, 2578491 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns5252.oracleGeneral.zst LeCaR cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size      245, 2578491 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size      737, 2578491 req, miss ratio 0.3902, byte miss ratio 0.3902
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size     2458, 2578491 req, miss ratio 0.2582, byte miss ratio 0.2582
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size     7375, 2578491 req, miss ratio 0.2295, byte miss ratio 0.2295
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size    24583, 2578491 req, miss ratio 0.1713, byte miss ratio 0.1713
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size    49167, 2578491 req, miss ratio 0.1333, byte miss ratio 0.1333
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size    98334, 2578491 req, miss ratio 0.1014, byte miss ratio 0.1014
result/tencentBlock.ns5252.oracleGeneral.zst ARC cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size      245, 2578491 req, miss ratio 0.5300, byte miss ratio 0.5300
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size      737, 2578491 req, miss ratio 0.4139, byte miss ratio 0.4139
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size     2458, 2578491 req, miss ratio 0.2965, byte miss ratio 0.2965
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size     7375, 2578491 req, miss ratio 0.2414, byte miss ratio 0.2414
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size    24583, 2578491 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size    49167, 2578491 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size    98334, 2578491 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns5252.oracleGeneral.zst LRU cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size      245, 2578491 req, miss ratio 0.4903, byte miss ratio 0.4903
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size      737, 2578491 req, miss ratio 0.4122, byte miss ratio 0.4122
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size     2458, 2578491 req, miss ratio 0.2764, byte miss ratio 0.2764
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size     7375, 2578491 req, miss ratio 0.2356, byte miss ratio 0.2356
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size    24583, 2578491 req, miss ratio 0.1755, byte miss ratio 0.1755
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size    49167, 2578491 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size    98334, 2578491 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns5252.oracleGeneral.zst LHD cache size   196668, 2578491 req, miss ratio 0.0961, byte miss ratio 0.0961
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size      245, 2578491 req, miss ratio 0.4948, byte miss ratio 0.4948
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size      737, 2578491 req, miss ratio 0.4032, byte miss ratio 0.4032
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size     2458, 2578491 req, miss ratio 0.2743, byte miss ratio 0.2743
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size     7375, 2578491 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size    24583, 2578491 req, miss ratio 0.1793, byte miss ratio 0.1793
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size    49167, 2578491 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size    98334, 2578491 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns5252.oracleGeneral.zst LIRS cache size   196668, 2578491 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size      245, 2578491 req, miss ratio 0.5089, byte miss ratio 0.5089
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size      737, 2578491 req, miss ratio 0.4127, byte miss ratio 0.4127
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size     2458, 2578491 req, miss ratio 0.2760, byte miss ratio 0.2760
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size     7375, 2578491 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size    24583, 2578491 req, miss ratio 0.1771, byte miss ratio 0.1771
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size    49167, 2578491 req, miss ratio 0.1386, byte miss ratio 0.1386
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size    98334, 2578491 req, miss ratio 0.1021, byte miss ratio 0.1021
result/tencentBlock.ns5252.oracleGeneral.zst clock2 cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size      245, 2578491 req, miss ratio 0.4880, byte miss ratio 0.4880
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size      737, 2578491 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size     2458, 2578491 req, miss ratio 0.2573, byte miss ratio 0.2573
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size     7375, 2578491 req, miss ratio 0.2263, byte miss ratio 0.2263
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size    24583, 2578491 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size    49167, 2578491 req, miss ratio 0.1333, byte miss ratio 0.1333
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size    98334, 2578491 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-1 cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size      245, 2578491 req, miss ratio 0.5135, byte miss ratio 0.5135
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size      737, 2578491 req, miss ratio 0.4127, byte miss ratio 0.4127
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size     2458, 2578491 req, miss ratio 0.2891, byte miss ratio 0.2891
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size     7375, 2578491 req, miss ratio 0.2399, byte miss ratio 0.2399
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size    24583, 2578491 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size    49167, 2578491 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size    98334, 2578491 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns5252.oracleGeneral.zst Clock cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size      245, 2578491 req, miss ratio 0.6155, byte miss ratio 0.6155
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size      737, 2578491 req, miss ratio 0.4595, byte miss ratio 0.4595
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size     2458, 2578491 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size     7375, 2578491 req, miss ratio 0.2689, byte miss ratio 0.2689
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size    24583, 2578491 req, miss ratio 0.1840, byte miss ratio 0.1840
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size    49167, 2578491 req, miss ratio 0.1423, byte miss ratio 0.1423
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size    98334, 2578491 req, miss ratio 0.1128, byte miss ratio 0.1128
result/tencentBlock.ns5252.oracleGeneral.zst FIFO cache size   196668, 2578491 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size      245, 2578491 req, miss ratio 0.4800, byte miss ratio 0.4800
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size      737, 2578491 req, miss ratio 0.3953, byte miss ratio 0.3953
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size     2458, 2578491 req, miss ratio 0.2686, byte miss ratio 0.2686
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size     7375, 2578491 req, miss ratio 0.2283, byte miss ratio 0.2283
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size    24583, 2578491 req, miss ratio 0.1709, byte miss ratio 0.1709
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size    49167, 2578491 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size    98334, 2578491 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns5252.oracleGeneral.zst Cacheus cache size   196668, 2578491 req, miss ratio 0.0955, byte miss ratio 0.0955
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size      245, 2578491 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size      737, 2578491 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size     2458, 2578491 req, miss ratio 0.2572, byte miss ratio 0.2572
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size     7375, 2578491 req, miss ratio 0.2264, byte miss ratio 0.2264
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size    24583, 2578491 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size    49167, 2578491 req, miss ratio 0.1325, byte miss ratio 0.1325
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size    98334, 2578491 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d-1 cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size      245, 2578491 req, miss ratio 0.4973, byte miss ratio 0.4973
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size      737, 2578491 req, miss ratio 0.3842, byte miss ratio 0.3842
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size     2458, 2578491 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size     7375, 2578491 req, miss ratio 0.2379, byte miss ratio 0.2379
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size    24583, 2578491 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size    49167, 2578491 req, miss ratio 0.1410, byte miss ratio 0.1410
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size    98334, 2578491 req, miss ratio 0.1075, byte miss ratio 0.1075
result/tencentBlock.ns5252.oracleGeneral.zst LRB cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size      245, 2578491 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size      737, 2578491 req, miss ratio 0.3813, byte miss ratio 0.3813
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size     2458, 2578491 req, miss ratio 0.2596, byte miss ratio 0.2596
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size     7375, 2578491 req, miss ratio 0.2384, byte miss ratio 0.2384
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size    24583, 2578491 req, miss ratio 0.1756, byte miss ratio 0.1756
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size    49167, 2578491 req, miss ratio 0.1318, byte miss ratio 0.1318
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size    98334, 2578491 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns5252.oracleGeneral.zst TwoQ cache size   196668, 2578491 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      245, 2578491 req, miss ratio 0.5566, byte miss ratio 0.5566
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      737, 2578491 req, miss ratio 0.4251, byte miss ratio 0.4251
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2458, 2578491 req, miss ratio 0.3005, byte miss ratio 0.3005
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     7375, 2578491 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    24583, 2578491 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    49167, 2578491 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    98334, 2578491 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns5252.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   196668, 2578491 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size      245, 2578491 req, miss ratio 0.5403, byte miss ratio 0.5403
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size      737, 2578491 req, miss ratio 0.4341, byte miss ratio 0.4341
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size     2458, 2578491 req, miss ratio 0.3174, byte miss ratio 0.3174
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size     7375, 2578491 req, miss ratio 0.2733, byte miss ratio 0.2733
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size    24583, 2578491 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size    49167, 2578491 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size    98334, 2578491 req, miss ratio 0.1591, byte miss ratio 0.1591
result/tencentBlock.ns5252.oracleGeneral.zst B-LRU cache size   196668, 2578491 req, miss ratio 0.1577, byte miss ratio 0.1577
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size      245, 2578491 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size      737, 2578491 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2458, 2578491 req, miss ratio 0.2599, byte miss ratio 0.2599
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size     7375, 2578491 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size    24583, 2578491 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size    49167, 2578491 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size    98334, 2578491 req, miss ratio 0.1003, byte miss ratio 0.1003
result/tencentBlock.ns5252.oracleGeneral.zst S4LRU(25:25:25:25) cache size   196668, 2578491 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size      245, 2578491 req, miss ratio 0.5029, byte miss ratio 0.5029
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size      737, 2578491 req, miss ratio 0.3858, byte miss ratio 0.3858
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size     2458, 2578491 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size     7375, 2578491 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size    24583, 2578491 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size    49167, 2578491 req, miss ratio 0.1324, byte miss ratio 0.1324
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size    98334, 2578491 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO-d cache size   196668, 2578491 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size      245, 2578491 req, miss ratio 0.4896, byte miss ratio 0.4896
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size      737, 2578491 req, miss ratio 0.3766, byte miss ratio 0.3766
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size     2458, 2578491 req, miss ratio 0.2580, byte miss ratio 0.2580
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size     7375, 2578491 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size    24583, 2578491 req, miss ratio 0.1779, byte miss ratio 0.1779
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size    49167, 2578491 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size    98334, 2578491 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns5252.oracleGeneral.zst S3FIFO cache size   196668, 2578491 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      245, 2578491 req, miss ratio 0.5409, byte miss ratio 0.5409
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      737, 2578491 req, miss ratio 0.5886, byte miss ratio 0.5886
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     2458, 2578491 req, miss ratio 0.3500, byte miss ratio 0.3500
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     7375, 2578491 req, miss ratio 0.2616, byte miss ratio 0.2616
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    24583, 2578491 req, miss ratio 0.2032, byte miss ratio 0.2032
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    49167, 2578491 req, miss ratio 0.1535, byte miss ratio 0.1535
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    98334, 2578491 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   196668, 2578491 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      245, 2578491 req, miss ratio 0.5468, byte miss ratio 0.5468
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      737, 2578491 req, miss ratio 0.4014, byte miss ratio 0.4014
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     2458, 2578491 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     7375, 2578491 req, miss ratio 0.2449, byte miss ratio 0.2449
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    24583, 2578491 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    49167, 2578491 req, miss ratio 0.1439, byte miss ratio 0.1439
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    98334, 2578491 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns5252.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   196668, 2578491 req, miss ratio 0.1012, byte miss ratio 0.1012
