result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size      416, 2751470 req, miss ratio 0.7138, byte miss ratio 0.7138
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size     1249, 2751470 req, miss ratio 0.6755, byte miss ratio 0.6755
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size     4166, 2751470 req, miss ratio 0.6236, byte miss ratio 0.6236
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size    12499, 2751470 req, miss ratio 0.5846, byte miss ratio 0.5846
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size    41663, 2751470 req, miss ratio 0.5289, byte miss ratio 0.5289
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size    83327, 2751470 req, miss ratio 0.4742, byte miss ratio 0.4742
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size   166654, 2751470 req, miss ratio 0.3102, byte miss ratio 0.3102
result/tencentBlock.ns14392.oracleGeneral.zst LHD cache size   333308, 2751470 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size      416, 2751470 req, miss ratio 0.7237, byte miss ratio 0.7237
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size     1249, 2751470 req, miss ratio 0.6829, byte miss ratio 0.6829
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size     4166, 2751470 req, miss ratio 0.6287, byte miss ratio 0.6287
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size    12499, 2751470 req, miss ratio 0.5899, byte miss ratio 0.5899
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size    41663, 2751470 req, miss ratio 0.5463, byte miss ratio 0.5463
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size    83327, 2751470 req, miss ratio 0.5212, byte miss ratio 0.5212
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size   166654, 2751470 req, miss ratio 0.3933, byte miss ratio 0.3933
result/tencentBlock.ns14392.oracleGeneral.zst Clock cache size   333308, 2751470 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size      416, 2751470 req, miss ratio 0.6974, byte miss ratio 0.6974
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size     1249, 2751470 req, miss ratio 0.6402, byte miss ratio 0.6402
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size     4166, 2751470 req, miss ratio 0.6098, byte miss ratio 0.6098
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size    12499, 2751470 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size    41663, 2751470 req, miss ratio 0.5093, byte miss ratio 0.5093
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size    83327, 2751470 req, miss ratio 0.4694, byte miss ratio 0.4694
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size   166654, 2751470 req, miss ratio 0.2928, byte miss ratio 0.2928
result/tencentBlock.ns14392.oracleGeneral.zst ARC cache size   333308, 2751470 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size      416, 2751470 req, miss ratio 0.7065, byte miss ratio 0.7065
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size     1249, 2751470 req, miss ratio 0.6483, byte miss ratio 0.6483
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size     4166, 2751470 req, miss ratio 0.6093, byte miss ratio 0.6093
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size    12499, 2751470 req, miss ratio 0.5616, byte miss ratio 0.5616
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size    41663, 2751470 req, miss ratio 0.4958, byte miss ratio 0.4958
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size    83327, 2751470 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size   166654, 2751470 req, miss ratio 0.2494, byte miss ratio 0.2494
result/tencentBlock.ns14392.oracleGeneral.zst LIRS cache size   333308, 2751470 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size      416, 2751470 req, miss ratio 0.7615, byte miss ratio 0.7615
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size     1249, 2751470 req, miss ratio 0.7068, byte miss ratio 0.7068
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size     4166, 2751470 req, miss ratio 0.6552, byte miss ratio 0.6552
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size    12499, 2751470 req, miss ratio 0.6144, byte miss ratio 0.6144
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size    41663, 2751470 req, miss ratio 0.5583, byte miss ratio 0.5583
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size    83327, 2751470 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size   166654, 2751470 req, miss ratio 0.3909, byte miss ratio 0.3909
result/tencentBlock.ns14392.oracleGeneral.zst FIFO cache size   333308, 2751470 req, miss ratio 0.2036, byte miss ratio 0.2036
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size      416, 2751470 req, miss ratio 0.6996, byte miss ratio 0.6996
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size     1249, 2751470 req, miss ratio 0.6528, byte miss ratio 0.6528
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size     4166, 2751470 req, miss ratio 0.6076, byte miss ratio 0.6076
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size    12499, 2751470 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size    41663, 2751470 req, miss ratio 0.5223, byte miss ratio 0.5223
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size    83327, 2751470 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size   166654, 2751470 req, miss ratio 0.3033, byte miss ratio 0.3033
result/tencentBlock.ns14392.oracleGeneral.zst Cacheus cache size   333308, 2751470 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size      416, 2751470 req, miss ratio 0.7267, byte miss ratio 0.7267
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size     1249, 2751470 req, miss ratio 0.6861, byte miss ratio 0.6861
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size     4166, 2751470 req, miss ratio 0.6336, byte miss ratio 0.6336
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size    12499, 2751470 req, miss ratio 0.5917, byte miss ratio 0.5917
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size    41663, 2751470 req, miss ratio 0.5481, byte miss ratio 0.5481
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size    83327, 2751470 req, miss ratio 0.5248, byte miss ratio 0.5248
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size   166654, 2751470 req, miss ratio 0.4103, byte miss ratio 0.4103
result/tencentBlock.ns14392.oracleGeneral.zst LRU cache size   333308, 2751470 req, miss ratio 0.1522, byte miss ratio 0.1522
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size      416, 2751470 req, miss ratio 0.7226, byte miss ratio 0.7226
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size     1249, 2751470 req, miss ratio 0.6827, byte miss ratio 0.6827
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size     4166, 2751470 req, miss ratio 0.6233, byte miss ratio 0.6233
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size    12499, 2751470 req, miss ratio 0.5881, byte miss ratio 0.5881
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size    41663, 2751470 req, miss ratio 0.5428, byte miss ratio 0.5428
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size    83327, 2751470 req, miss ratio 0.5185, byte miss ratio 0.5185
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size   166654, 2751470 req, miss ratio 0.3992, byte miss ratio 0.3992
result/tencentBlock.ns14392.oracleGeneral.zst clock2 cache size   333308, 2751470 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size      416, 2751470 req, miss ratio 0.7216, byte miss ratio 0.7216
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size     1249, 2751470 req, miss ratio 0.6825, byte miss ratio 0.6825
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size     4166, 2751470 req, miss ratio 0.6206, byte miss ratio 0.6206
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size    12499, 2751470 req, miss ratio 0.5868, byte miss ratio 0.5868
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size    41663, 2751470 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size    83327, 2751470 req, miss ratio 0.5171, byte miss ratio 0.5171
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size   166654, 2751470 req, miss ratio 0.3667, byte miss ratio 0.3667
result/tencentBlock.ns14392.oracleGeneral.zst LeCaR cache size   333308, 2751470 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size      416, 2751470 req, miss ratio 0.7008, byte miss ratio 0.7008
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size     1249, 2751470 req, miss ratio 0.6356, byte miss ratio 0.6356
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size     4166, 2751470 req, miss ratio 0.6084, byte miss ratio 0.6084
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size    12499, 2751470 req, miss ratio 0.5587, byte miss ratio 0.5587
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size    41663, 2751470 req, miss ratio 0.5069, byte miss ratio 0.5069
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size    83327, 2751470 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size   166654, 2751470 req, miss ratio 0.2946, byte miss ratio 0.2946
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-1 cache size   333308, 2751470 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size      416, 2751470 req, miss ratio 0.6980, byte miss ratio 0.6980
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size     1249, 2751470 req, miss ratio 0.6355, byte miss ratio 0.6355
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size     4166, 2751470 req, miss ratio 0.6084, byte miss ratio 0.6084
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size    12499, 2751470 req, miss ratio 0.5591, byte miss ratio 0.5591
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size    41663, 2751470 req, miss ratio 0.5067, byte miss ratio 0.5067
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size    83327, 2751470 req, miss ratio 0.4459, byte miss ratio 0.4459
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size   166654, 2751470 req, miss ratio 0.2991, byte miss ratio 0.2991
result/tencentBlock.ns14392.oracleGeneral.zst S3FIFO-d-1 cache size   333308, 2751470 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size      416, 2751470 req, miss ratio 0.7303, byte miss ratio 0.7303
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size     1249, 2751470 req, miss ratio 0.6528, byte miss ratio 0.6528
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size     4166, 2751470 req, miss ratio 0.6043, byte miss ratio 0.6043
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size    12499, 2751470 req, miss ratio 0.5753, byte miss ratio 0.5753
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size    41663, 2751470 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size    83327, 2751470 req, miss ratio 0.4229, byte miss ratio 0.4229
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size   166654, 2751470 req, miss ratio 0.2521, byte miss ratio 0.2521
result/tencentBlock.ns14392.oracleGeneral.zst LRB cache size   333308, 2751470 req, miss ratio 0.1522, byte miss ratio 0.1522
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      416, 2751470 req, miss ratio 0.7284, byte miss ratio 0.7284
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1249, 2751470 req, miss ratio 0.6845, byte miss ratio 0.6845
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     4166, 2751470 req, miss ratio 0.6330, byte miss ratio 0.6330
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    12499, 2751470 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    41663, 2751470 req, miss ratio 0.5479, byte miss ratio 0.5479
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    83327, 2751470 req, miss ratio 0.4795, byte miss ratio 0.4795
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   166654, 2751470 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns14392.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   333308, 2751470 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size      416, 2751470 req, miss ratio 0.7311, byte miss ratio 0.7311
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size     1249, 2751470 req, miss ratio 0.6924, byte miss ratio 0.6924
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size     4166, 2751470 req, miss ratio 0.6398, byte miss ratio 0.6398
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size    12499, 2751470 req, miss ratio 0.6014, byte miss ratio 0.6014
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size    41663, 2751470 req, miss ratio 0.5627, byte miss ratio 0.5627
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size    83327, 2751470 req, miss ratio 0.5411, byte miss ratio 0.5411
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size   166654, 2751470 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns14392.oracleGeneral.zst B-LRU cache size   333308, 2751470 req, miss ratio 0.2444, byte miss ratio 0.2444
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size      416, 2751470 req, miss ratio 0.7121, byte miss ratio 0.7121
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1249, 2751470 req, miss ratio 0.6542, byte miss ratio 0.6542
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size     4166, 2751470 req, miss ratio 0.6215, byte miss ratio 0.6215
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size    12499, 2751470 req, miss ratio 0.5797, byte miss ratio 0.5797
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size    41663, 2751470 req, miss ratio 0.5364, byte miss ratio 0.5364
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size    83327, 2751470 req, miss ratio 0.4463, byte miss ratio 0.4463
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size   166654, 2751470 req, miss ratio 0.3217, byte miss ratio 0.3217
result/tencentBlock.ns14392.oracleGeneral.zst S4LRU(25:25:25:25) cache size   333308, 2751470 req, miss ratio 0.1517, byte miss ratio 0.1517
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size      416, 2751470 req, miss ratio 0.7006, byte miss ratio 0.7006
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size     1249, 2751470 req, miss ratio 0.6393, byte miss ratio 0.6393
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size     4166, 2751470 req, miss ratio 0.6090, byte miss ratio 0.6090
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size    12499, 2751470 req, miss ratio 0.5638, byte miss ratio 0.5638
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size    41663, 2751470 req, miss ratio 0.5256, byte miss ratio 0.5256
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size    83327, 2751470 req, miss ratio 0.4781, byte miss ratio 0.4781
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size   166654, 2751470 req, miss ratio 0.3127, byte miss ratio 0.3127
result/tencentBlock.ns14392.oracleGeneral.zst TwoQ cache size   333308, 2751470 req, miss ratio 0.2036, byte miss ratio 0.2036
