result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size      290, 1371192 req, miss ratio 0.6714, byte miss ratio 0.6714
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size      871, 1371192 req, miss ratio 0.5681, byte miss ratio 0.5681
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size     2906, 1371192 req, miss ratio 0.5591, byte miss ratio 0.5591
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size     8718, 1371192 req, miss ratio 0.5513, byte miss ratio 0.5513
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size    29061, 1371192 req, miss ratio 0.4720, byte miss ratio 0.4720
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size    58123, 1371192 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size   116246, 1371192 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns11663.oracleGeneral.zst LIRS cache size   232492, 1371192 req, miss ratio 0.2191, byte miss ratio 0.2191
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size      290, 1371192 req, miss ratio 0.5642, byte miss ratio 0.5642
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size      871, 1371192 req, miss ratio 0.5596, byte miss ratio 0.5596
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size     2906, 1371192 req, miss ratio 0.5562, byte miss ratio 0.5562
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size     8718, 1371192 req, miss ratio 0.5553, byte miss ratio 0.5553
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size    29061, 1371192 req, miss ratio 0.4920, byte miss ratio 0.4920
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size    58123, 1371192 req, miss ratio 0.4223, byte miss ratio 0.4223
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size   116246, 1371192 req, miss ratio 0.2737, byte miss ratio 0.2737
result/tencentBlock.ns11663.oracleGeneral.zst Cacheus cache size   232492, 1371192 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size      290, 1371192 req, miss ratio 0.5713, byte miss ratio 0.5713
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size      871, 1371192 req, miss ratio 0.5612, byte miss ratio 0.5612
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size     2906, 1371192 req, miss ratio 0.5572, byte miss ratio 0.5572
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size     8718, 1371192 req, miss ratio 0.5510, byte miss ratio 0.5510
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size    29061, 1371192 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size    58123, 1371192 req, miss ratio 0.4118, byte miss ratio 0.4118
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size   116246, 1371192 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns11663.oracleGeneral.zst LHD cache size   232492, 1371192 req, miss ratio 0.2172, byte miss ratio 0.2172
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size      290, 1371192 req, miss ratio 0.5646, byte miss ratio 0.5646
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size      871, 1371192 req, miss ratio 0.5601, byte miss ratio 0.5601
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size     2906, 1371192 req, miss ratio 0.5563, byte miss ratio 0.5563
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size     8718, 1371192 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size    29061, 1371192 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size    58123, 1371192 req, miss ratio 0.4273, byte miss ratio 0.4273
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size   116246, 1371192 req, miss ratio 0.2579, byte miss ratio 0.2579
result/tencentBlock.ns11663.oracleGeneral.zst ARC cache size   232492, 1371192 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size      290, 1371192 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size      871, 1371192 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size     2906, 1371192 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size     8718, 1371192 req, miss ratio 0.5557, byte miss ratio 0.5557
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size    29061, 1371192 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size    58123, 1371192 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size   116246, 1371192 req, miss ratio 0.3132, byte miss ratio 0.3132
result/tencentBlock.ns11663.oracleGeneral.zst Clock cache size   232492, 1371192 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns11663.oracleGeneral.zst FIFO cache size      290, 1371192 req, miss ratio 0.6076, byte miss ratio 0.6076
result/tencentBlock.ns11663.oracleGeneral.zst FIFO cache size      871, 1371192 req, miss ratio 0.5774, byte miss ratio 0.5774
result/tencentBlock.ns11663.oracleGeneral.zst FIFO cache size     2906, 1371192 req, miss ratio 0.5639, byte miss ratio 0.5639
result/tencentBlock.ns11663.oracleGeneral.zst FIFO cache size     8718, 1371192 req, miss ratio 0.5586, byte miss ratio 0.5586
