result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size      133, 1122715 req, miss ratio 0.5349, byte miss ratio 0.5349
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size      399, 1122715 req, miss ratio 0.5208, byte miss ratio 0.5208
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size     1330, 1122715 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size     3992, 1122715 req, miss ratio 0.5133, byte miss ratio 0.5133
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size    13309, 1122715 req, miss ratio 0.5004, byte miss ratio 0.5004
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size    26618, 1122715 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size    53237, 1122715 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns12069.oracleGeneral.zst Cacheus cache size   106475, 1122715 req, miss ratio 0.1404, byte miss ratio 0.1404
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size      133, 1122715 req, miss ratio 0.5507, byte miss ratio 0.5507
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size      399, 1122715 req, miss ratio 0.5261, byte miss ratio 0.5261
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size     1330, 1122715 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size     3992, 1122715 req, miss ratio 0.5140, byte miss ratio 0.5140
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size    13309, 1122715 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size    26618, 1122715 req, miss ratio 0.4650, byte miss ratio 0.4650
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size    53237, 1122715 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns12069.oracleGeneral.zst Clock cache size   106475, 1122715 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size      133, 1122715 req, miss ratio 0.5655, byte miss ratio 0.5655
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size      399, 1122715 req, miss ratio 0.5262, byte miss ratio 0.5262
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size     1330, 1122715 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size     3992, 1122715 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size    13309, 1122715 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size    26618, 1122715 req, miss ratio 0.4604, byte miss ratio 0.4604
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size    53237, 1122715 req, miss ratio 0.3436, byte miss ratio 0.3436
result/tencentBlock.ns12069.oracleGeneral.zst LHD cache size   106475, 1122715 req, miss ratio 0.1405, byte miss ratio 0.1405
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size      133, 1122715 req, miss ratio 0.5502, byte miss ratio 0.5502
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size      399, 1122715 req, miss ratio 0.5251, byte miss ratio 0.5251
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size     1330, 1122715 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size     3992, 1122715 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size    13309, 1122715 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size    26618, 1122715 req, miss ratio 0.4405, byte miss ratio 0.4405
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size    53237, 1122715 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns12069.oracleGeneral.zst LeCaR cache size   106475, 1122715 req, miss ratio 0.1336, byte miss ratio 0.1336
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size      133, 1122715 req, miss ratio 0.6197, byte miss ratio 0.6197
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size      399, 1122715 req, miss ratio 0.5579, byte miss ratio 0.5579
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size     1330, 1122715 req, miss ratio 0.5309, byte miss ratio 0.5309
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size     3992, 1122715 req, miss ratio 0.5198, byte miss ratio 0.5198
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size    13309, 1122715 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size    26618, 1122715 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size    53237, 1122715 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns12069.oracleGeneral.zst FIFO cache size   106475, 1122715 req, miss ratio 0.1729, byte miss ratio 0.1729
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size      133, 1122715 req, miss ratio 0.5359, byte miss ratio 0.5359
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size      399, 1122715 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size     1330, 1122715 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size     3992, 1122715 req, miss ratio 0.5132, byte miss ratio 0.5132
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size    13309, 1122715 req, miss ratio 0.4975, byte miss ratio 0.4975
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size    26618, 1122715 req, miss ratio 0.4266, byte miss ratio 0.4266
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size    53237, 1122715 req, miss ratio 0.3159, byte miss ratio 0.3159
result/tencentBlock.ns12069.oracleGeneral.zst S3FIFO-1 cache size   106475, 1122715 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size      133, 1122715 req, miss ratio 0.5355, byte miss ratio 0.5355
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size      399, 1122715 req, miss ratio 0.5217, byte miss ratio 0.5217
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size     1330, 1122715 req, miss ratio 0.5152, byte miss ratio 0.5152
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size     3992, 1122715 req, miss ratio 0.5135, byte miss ratio 0.5135
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size    13309, 1122715 req, miss ratio 0.5116, byte miss ratio 0.5116
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size    26618, 1122715 req, miss ratio 0.4385, byte miss ratio 0.4385
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size    53237, 1122715 req, miss ratio 0.3479, byte miss ratio 0.3479
result/tencentBlock.ns12069.oracleGeneral.zst ARC cache size   106475, 1122715 req, miss ratio 0.1338, byte miss ratio 0.1338
result/tencentBlock.ns12069.oracleGeneral.zst clock2 cache size      133, 1122715 req, miss ratio 0.5523, byte miss ratio 0.5523
result/tencentBlock.ns12069.oracleGeneral.zst clock2 cache size      399, 1122715 req, miss ratio 0.5248, byte miss ratio 0.5248
result/tencentBlock.ns12069.oracleGeneral.zst clock2 cache size     1330, 1122715 req, miss ratio 0.5169, byte miss ratio 0.5169
result/tencentBlock.ns12069.oracleGeneral.zst clock2 cache size     3992, 1122715 req, miss ratio 0.5138, byte miss ratio 0.5138
