result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size      215, 3123268 req, miss ratio 0.3528, byte miss ratio 0.3528
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size      646, 3123268 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size     2153, 3123268 req, miss ratio 0.3106, byte miss ratio 0.3106
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size     6460, 3123268 req, miss ratio 0.3071, byte miss ratio 0.3071
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size    21533, 3123268 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size    43067, 3123268 req, miss ratio 0.2509, byte miss ratio 0.2509
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size    86134, 3123268 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns8530.oracleGeneral.zst ARC cache size   172268, 3123268 req, miss ratio 0.0735, byte miss ratio 0.0735
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size      215, 3123268 req, miss ratio 0.3668, byte miss ratio 0.3668
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size      646, 3123268 req, miss ratio 0.3292, byte miss ratio 0.3292
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size     2153, 3123268 req, miss ratio 0.3121, byte miss ratio 0.3121
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size     6460, 3123268 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size    21533, 3123268 req, miss ratio 0.3033, byte miss ratio 0.3033
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size    43067, 3123268 req, miss ratio 0.2703, byte miss ratio 0.2703
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size    86134, 3123268 req, miss ratio 0.2032, byte miss ratio 0.2032
result/tencentBlock.ns8530.oracleGeneral.zst clock2 cache size   172268, 3123268 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size      215, 3123268 req, miss ratio 0.3633, byte miss ratio 0.3633
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size      646, 3123268 req, miss ratio 0.3208, byte miss ratio 0.3208
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size     2153, 3123268 req, miss ratio 0.3120, byte miss ratio 0.3120
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size     6460, 3123268 req, miss ratio 0.3083, byte miss ratio 0.3083
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size    21533, 3123268 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size    43067, 3123268 req, miss ratio 0.2640, byte miss ratio 0.2640
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size    86134, 3123268 req, miss ratio 0.1696, byte miss ratio 0.1696
result/tencentBlock.ns8530.oracleGeneral.zst LeCaR cache size   172268, 3123268 req, miss ratio 0.0734, byte miss ratio 0.0734
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size      215, 3123268 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size      646, 3123268 req, miss ratio 0.3616, byte miss ratio 0.3616
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size     2153, 3123268 req, miss ratio 0.3268, byte miss ratio 0.3268
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size     6460, 3123268 req, miss ratio 0.3147, byte miss ratio 0.3147
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size    21533, 3123268 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size    43067, 3123268 req, miss ratio 0.2706, byte miss ratio 0.2706
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size    86134, 3123268 req, miss ratio 0.1785, byte miss ratio 0.1785
result/tencentBlock.ns8530.oracleGeneral.zst FIFO cache size   172268, 3123268 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size      215, 3123268 req, miss ratio 0.3601, byte miss ratio 0.3601
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size      646, 3123268 req, miss ratio 0.3204, byte miss ratio 0.3204
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size     2153, 3123268 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size     6460, 3123268 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size    21533, 3123268 req, miss ratio 0.2778, byte miss ratio 0.2778
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size    43067, 3123268 req, miss ratio 0.2345, byte miss ratio 0.2345
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size    86134, 3123268 req, miss ratio 0.1473, byte miss ratio 0.1473
result/tencentBlock.ns8530.oracleGeneral.zst LHD cache size   172268, 3123268 req, miss ratio 0.0787, byte miss ratio 0.0787
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size      215, 3123268 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size      646, 3123268 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size     2153, 3123268 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size     6460, 3123268 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size    21533, 3123268 req, miss ratio 0.2799, byte miss ratio 0.2799
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size    43067, 3123268 req, miss ratio 0.2344, byte miss ratio 0.2344
result/tencentBlock.ns8530.oracleGeneral.zst LIRS cache size    86134, 3123268 req, miss ratio 0.1607, byte miss ratio 0.1607
