result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size      368, 1679018 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size     1105, 1679018 req, miss ratio 0.5261, byte miss ratio 0.5261
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size     3686, 1679018 req, miss ratio 0.5236, byte miss ratio 0.5236
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size    11059, 1679018 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size    36865, 1679018 req, miss ratio 0.4459, byte miss ratio 0.4459
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size    73731, 1679018 req, miss ratio 0.3288, byte miss ratio 0.3288
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size   147462, 1679018 req, miss ratio 0.2409, byte miss ratio 0.2409
result/tencentBlock.ns8680.oracleGeneral.zst Cacheus cache size   294924, 1679018 req, miss ratio 0.2216, byte miss ratio 0.2216
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size      368, 1679018 req, miss ratio 0.5292, byte miss ratio 0.5292
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size     1105, 1679018 req, miss ratio 0.5257, byte miss ratio 0.5257
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size     3686, 1679018 req, miss ratio 0.5233, byte miss ratio 0.5233
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size    11059, 1679018 req, miss ratio 0.5039, byte miss ratio 0.5039
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size    36865, 1679018 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size    73731, 1679018 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size   147462, 1679018 req, miss ratio 0.2443, byte miss ratio 0.2443
result/tencentBlock.ns8680.oracleGeneral.zst S3FIFO-1 cache size   294924, 1679018 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size      368, 1679018 req, miss ratio 0.5892, byte miss ratio 0.5892
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size     1105, 1679018 req, miss ratio 0.5332, byte miss ratio 0.5332
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size     3686, 1679018 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size    11059, 1679018 req, miss ratio 0.5045, byte miss ratio 0.5045
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size    36865, 1679018 req, miss ratio 0.4101, byte miss ratio 0.4101
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size    73731, 1679018 req, miss ratio 0.3137, byte miss ratio 0.3137
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size   147462, 1679018 req, miss ratio 0.2395, byte miss ratio 0.2395
result/tencentBlock.ns8680.oracleGeneral.zst LIRS cache size   294924, 1679018 req, miss ratio 0.2232, byte miss ratio 0.2232
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size      368, 1679018 req, miss ratio 0.5322, byte miss ratio 0.5322
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size     1105, 1679018 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size     3686, 1679018 req, miss ratio 0.5248, byte miss ratio 0.5248
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size    11059, 1679018 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size    36865, 1679018 req, miss ratio 0.4469, byte miss ratio 0.4469
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size    73731, 1679018 req, miss ratio 0.3333, byte miss ratio 0.3333
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size   147462, 1679018 req, miss ratio 0.2356, byte miss ratio 0.2356
result/tencentBlock.ns8680.oracleGeneral.zst LeCaR cache size   294924, 1679018 req, miss ratio 0.2198, byte miss ratio 0.2198
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size      368, 1679018 req, miss ratio 0.5341, byte miss ratio 0.5341
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size     1105, 1679018 req, miss ratio 0.5282, byte miss ratio 0.5282
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size     3686, 1679018 req, miss ratio 0.5251, byte miss ratio 0.5251
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size    11059, 1679018 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size    36865, 1679018 req, miss ratio 0.4488, byte miss ratio 0.4488
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size    73731, 1679018 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size   147462, 1679018 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns8680.oracleGeneral.zst LRU cache size   294924, 1679018 req, miss ratio 0.2198, byte miss ratio 0.2198
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size      368, 1679018 req, miss ratio 0.5286, byte miss ratio 0.5286
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size     1105, 1679018 req, miss ratio 0.5261, byte miss ratio 0.5261
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size     3686, 1679018 req, miss ratio 0.5239, byte miss ratio 0.5239
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size    11059, 1679018 req, miss ratio 0.5183, byte miss ratio 0.5183
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size    36865, 1679018 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size    73731, 1679018 req, miss ratio 0.3291, byte miss ratio 0.3291
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size   147462, 1679018 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns8680.oracleGeneral.zst ARC cache size   294924, 1679018 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size      368, 1679018 req, miss ratio 0.5335, byte miss ratio 0.5335
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size     1105, 1679018 req, miss ratio 0.5279, byte miss ratio 0.5279
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size     3686, 1679018 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size    11059, 1679018 req, miss ratio 0.5227, byte miss ratio 0.5227
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size    36865, 1679018 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size    73731, 1679018 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size   147462, 1679018 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns8680.oracleGeneral.zst Clock cache size   294924, 1679018 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns8680.oracleGeneral.zst clock2 cache size      368, 1679018 req, miss ratio 0.5328, byte miss ratio 0.5328
result/tencentBlock.ns8680.oracleGeneral.zst clock2 cache size     1105, 1679018 req, miss ratio 0.5274, byte miss ratio 0.5274
result/tencentBlock.ns8680.oracleGeneral.zst clock2 cache size     3686, 1679018 req, miss ratio 0.5249, byte miss ratio 0.5249
result/tencentBlock.ns8680.oracleGeneral.zst clock2 cache size    11059, 1679018 req, miss ratio 0.5225, byte miss ratio 0.5225
result/tencentBlock.ns8680.oracleGeneral.zst clock2 cache size    36865, 1679018 req, miss ratio 0.4645, byte miss ratio 0.4645
