result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size      600, 4178434 req, miss ratio 0.8024, byte miss ratio 0.8024
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size     1802, 4178434 req, miss ratio 0.7792, byte miss ratio 0.7792
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size     6008, 4178434 req, miss ratio 0.7620, byte miss ratio 0.7620
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size    18024, 4178434 req, miss ratio 0.7426, byte miss ratio 0.7426
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size    60081, 4178434 req, miss ratio 0.6814, byte miss ratio 0.6814
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size   120162, 4178434 req, miss ratio 0.5885, byte miss ratio 0.5885
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size   240325, 4178434 req, miss ratio 0.3850, byte miss ratio 0.3850
result/tencentBlock.ns15783.oracleGeneral.zst LHD cache size   480650, 4178434 req, miss ratio 0.1533, byte miss ratio 0.1533
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size      600, 4178434 req, miss ratio 0.8320, byte miss ratio 0.8320
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size     1802, 4178434 req, miss ratio 0.7960, byte miss ratio 0.7960
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size     6008, 4178434 req, miss ratio 0.7675, byte miss ratio 0.7675
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size    18024, 4178434 req, miss ratio 0.7418, byte miss ratio 0.7418
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size    60081, 4178434 req, miss ratio 0.7035, byte miss ratio 0.7035
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size   120162, 4178434 req, miss ratio 0.6469, byte miss ratio 0.6469
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size   240325, 4178434 req, miss ratio 0.5929, byte miss ratio 0.5929
result/tencentBlock.ns15783.oracleGeneral.zst FIFO cache size   480650, 4178434 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size      600, 4178434 req, miss ratio 0.8012, byte miss ratio 0.8012
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size     1802, 4178434 req, miss ratio 0.7801, byte miss ratio 0.7801
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size     6008, 4178434 req, miss ratio 0.7610, byte miss ratio 0.7610
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size    18024, 4178434 req, miss ratio 0.7410, byte miss ratio 0.7410
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size    60081, 4178434 req, miss ratio 0.6986, byte miss ratio 0.6986
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size   120162, 4178434 req, miss ratio 0.6442, byte miss ratio 0.6442
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size   240325, 4178434 req, miss ratio 0.5242, byte miss ratio 0.5242
result/tencentBlock.ns15783.oracleGeneral.zst Clock cache size   480650, 4178434 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size      600, 4178434 req, miss ratio 0.7968, byte miss ratio 0.7968
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size     1802, 4178434 req, miss ratio 0.7846, byte miss ratio 0.7846
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size     6008, 4178434 req, miss ratio 0.7719, byte miss ratio 0.7719
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size    18024, 4178434 req, miss ratio 0.7414, byte miss ratio 0.7414
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size    60081, 4178434 req, miss ratio 0.6449, byte miss ratio 0.6449
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size   120162, 4178434 req, miss ratio 0.5475, byte miss ratio 0.5475
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size   240325, 4178434 req, miss ratio 0.4107, byte miss ratio 0.4107
result/tencentBlock.ns15783.oracleGeneral.zst S3FIFO-1 cache size   480650, 4178434 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns15783.oracleGeneral.zst Cacheus cache size      600, 4178434 req, miss ratio 0.7924, byte miss ratio 0.7924
result/tencentBlock.ns15783.oracleGeneral.zst Cacheus cache size     1802, 4178434 req, miss ratio 0.7780, byte miss ratio 0.7780
