result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size      146, 5736772 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size      438, 5736772 req, miss ratio 0.1853, byte miss ratio 0.1853
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size     1461, 5736772 req, miss ratio 0.1677, byte miss ratio 0.1677
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size     4383, 5736772 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size    14612, 5736772 req, miss ratio 0.1151, byte miss ratio 0.1151
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size    29224, 5736772 req, miss ratio 0.0870, byte miss ratio 0.0870
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size    58449, 5736772 req, miss ratio 0.0474, byte miss ratio 0.0474
result/tencentBlock.ns17972.oracleGeneral.zst S3FIFO-1 cache size   116899, 5736772 req, miss ratio 0.0258, byte miss ratio 0.0258
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size      146, 5736772 req, miss ratio 0.3196, byte miss ratio 0.3196
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size      438, 5736772 req, miss ratio 0.2074, byte miss ratio 0.2074
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size     1461, 5736772 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size     4383, 5736772 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size    14612, 5736772 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size    29224, 5736772 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size    58449, 5736772 req, miss ratio 0.0643, byte miss ratio 0.0643
result/tencentBlock.ns17972.oracleGeneral.zst clock2 cache size   116899, 5736772 req, miss ratio 0.0258, byte miss ratio 0.0258
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size      146, 5736772 req, miss ratio 0.2660, byte miss ratio 0.2660
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size      438, 5736772 req, miss ratio 0.1964, byte miss ratio 0.1964
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size     1461, 5736772 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size     4383, 5736772 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size    14612, 5736772 req, miss ratio 0.1204, byte miss ratio 0.1204
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size    29224, 5736772 req, miss ratio 0.0864, byte miss ratio 0.0864
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size    58449, 5736772 req, miss ratio 0.0467, byte miss ratio 0.0467
result/tencentBlock.ns17972.oracleGeneral.zst LHD cache size   116899, 5736772 req, miss ratio 0.0268, byte miss ratio 0.0268
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size      146, 5736772 req, miss ratio 0.2363, byte miss ratio 0.2363
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size      438, 5736772 req, miss ratio 0.1847, byte miss ratio 0.1847
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size     1461, 5736772 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size     4383, 5736772 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size    14612, 5736772 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size    29224, 5736772 req, miss ratio 0.0945, byte miss ratio 0.0945
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size    58449, 5736772 req, miss ratio 0.0468, byte miss ratio 0.0468
result/tencentBlock.ns17972.oracleGeneral.zst ARC cache size   116899, 5736772 req, miss ratio 0.0258, byte miss ratio 0.0258
