result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size      163, 7840373 req, miss ratio 0.8016, byte miss ratio 0.8016
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size      489, 7840373 req, miss ratio 0.7794, byte miss ratio 0.7794
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size     1630, 7840373 req, miss ratio 0.7499, byte miss ratio 0.7499
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size     4890, 7840373 req, miss ratio 0.7386, byte miss ratio 0.7386
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size    16301, 7840373 req, miss ratio 0.5143, byte miss ratio 0.5143
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size    32602, 7840373 req, miss ratio 0.0707, byte miss ratio 0.0707
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size    65204, 7840373 req, miss ratio 0.0279, byte miss ratio 0.0279
result/tencentBlock.ns9466.oracleGeneral.zst ARC cache size   130408, 7840373 req, miss ratio 0.0209, byte miss ratio 0.0209
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size      163, 7840373 req, miss ratio 0.8131, byte miss ratio 0.8131
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size      489, 7840373 req, miss ratio 0.7927, byte miss ratio 0.7927
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size     1630, 7840373 req, miss ratio 0.7801, byte miss ratio 0.7801
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size     4890, 7840373 req, miss ratio 0.7736, byte miss ratio 0.7736
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size    16301, 7840373 req, miss ratio 0.4251, byte miss ratio 0.4251
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size    32602, 7840373 req, miss ratio 0.0733, byte miss ratio 0.0733
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size    65204, 7840373 req, miss ratio 0.0288, byte miss ratio 0.0288
result/tencentBlock.ns9466.oracleGeneral.zst clock2 cache size   130408, 7840373 req, miss ratio 0.0209, byte miss ratio 0.0209
result/tencentBlock.ns9466.oracleGeneral.zst Cacheus cache size      163, 7840373 req, miss ratio 0.8066, byte miss ratio 0.8066
result/tencentBlock.ns9466.oracleGeneral.zst Cacheus cache size      489, 7840373 req, miss ratio 0.7833, byte miss ratio 0.7833
result/tencentBlock.ns9466.oracleGeneral.zst Cacheus cache size     1630, 7840373 req, miss ratio 0.7623, byte miss ratio 0.7623
