result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size      197, 1302595 req, miss ratio 0.4824, byte miss ratio 0.4824
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size      593, 1302595 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size     1978, 1302595 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size     5935, 1302595 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size    19784, 1302595 req, miss ratio 0.4732, byte miss ratio 0.4732
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size    39568, 1302595 req, miss ratio 0.3964, byte miss ratio 0.3964
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size    79136, 1302595 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns6306.oracleGeneral.zst clock2 cache size   158273, 1302595 req, miss ratio 0.1538, byte miss ratio 0.1538
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size      197, 1302595 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size      593, 1302595 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size     1978, 1302595 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size     5935, 1302595 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size    19784, 1302595 req, miss ratio 0.4275, byte miss ratio 0.4275
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size    39568, 1302595 req, miss ratio 0.3854, byte miss ratio 0.3854
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size    79136, 1302595 req, miss ratio 0.2279, byte miss ratio 0.2279
result/tencentBlock.ns6306.oracleGeneral.zst Cacheus cache size   158273, 1302595 req, miss ratio 0.1529, byte miss ratio 0.1529
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size      197, 1302595 req, miss ratio 0.5750, byte miss ratio 0.5750
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size      593, 1302595 req, miss ratio 0.5113, byte miss ratio 0.5113
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size     1978, 1302595 req, miss ratio 0.4856, byte miss ratio 0.4856
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size     5935, 1302595 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size    19784, 1302595 req, miss ratio 0.4337, byte miss ratio 0.4337
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size    39568, 1302595 req, miss ratio 0.3976, byte miss ratio 0.3976
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size    79136, 1302595 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns6306.oracleGeneral.zst FIFO cache size   158273, 1302595 req, miss ratio 0.1756, byte miss ratio 0.1756
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size      197, 1302595 req, miss ratio 0.4794, byte miss ratio 0.4794
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size      593, 1302595 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size     1978, 1302595 req, miss ratio 0.4745, byte miss ratio 0.4745
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size     5935, 1302595 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size    19784, 1302595 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size    39568, 1302595 req, miss ratio 0.3541, byte miss ratio 0.3541
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size    79136, 1302595 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns6306.oracleGeneral.zst ARC cache size   158273, 1302595 req, miss ratio 0.1538, byte miss ratio 0.1538
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size      197, 1302595 req, miss ratio 0.4857, byte miss ratio 0.4857
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size      593, 1302595 req, miss ratio 0.4790, byte miss ratio 0.4790
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size     1978, 1302595 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size     5935, 1302595 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size    19784, 1302595 req, miss ratio 0.4706, byte miss ratio 0.4706
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size    39568, 1302595 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size    79136, 1302595 req, miss ratio 0.2359, byte miss ratio 0.2359
result/tencentBlock.ns6306.oracleGeneral.zst Clock cache size   158273, 1302595 req, miss ratio 0.1557, byte miss ratio 0.1557
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size      197, 1302595 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size      593, 1302595 req, miss ratio 0.4791, byte miss ratio 0.4791
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size     1978, 1302595 req, miss ratio 0.4754, byte miss ratio 0.4754
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size     5935, 1302595 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size    19784, 1302595 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size    39568, 1302595 req, miss ratio 0.3728, byte miss ratio 0.3728
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size    79136, 1302595 req, miss ratio 0.2154, byte miss ratio 0.2154
result/tencentBlock.ns6306.oracleGeneral.zst LeCaR cache size   158273, 1302595 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size      197, 1302595 req, miss ratio 0.4858, byte miss ratio 0.4858
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size      593, 1302595 req, miss ratio 0.4760, byte miss ratio 0.4760
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size     1978, 1302595 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size     5935, 1302595 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size    19784, 1302595 req, miss ratio 0.4142, byte miss ratio 0.4142
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size    39568, 1302595 req, miss ratio 0.3680, byte miss ratio 0.3680
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size    79136, 1302595 req, miss ratio 0.2239, byte miss ratio 0.2239
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-1 cache size   158273, 1302595 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size      197, 1302595 req, miss ratio 0.5394, byte miss ratio 0.5394
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size      593, 1302595 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size     1978, 1302595 req, miss ratio 0.4818, byte miss ratio 0.4818
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size     5935, 1302595 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size    19784, 1302595 req, miss ratio 0.4118, byte miss ratio 0.4118
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size    39568, 1302595 req, miss ratio 0.3320, byte miss ratio 0.3320
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size    79136, 1302595 req, miss ratio 0.2166, byte miss ratio 0.2166
result/tencentBlock.ns6306.oracleGeneral.zst LIRS cache size   158273, 1302595 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size      197, 1302595 req, miss ratio 0.4900, byte miss ratio 0.4900
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size      593, 1302595 req, miss ratio 0.4792, byte miss ratio 0.4792
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size     1978, 1302595 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size     5935, 1302595 req, miss ratio 0.4741, byte miss ratio 0.4741
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size    19784, 1302595 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size    39568, 1302595 req, miss ratio 0.3729, byte miss ratio 0.3729
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size    79136, 1302595 req, miss ratio 0.2333, byte miss ratio 0.2333
result/tencentBlock.ns6306.oracleGeneral.zst LRU cache size   158273, 1302595 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size      197, 1302595 req, miss ratio 0.4874, byte miss ratio 0.4874
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size      593, 1302595 req, miss ratio 0.4785, byte miss ratio 0.4785
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size     1978, 1302595 req, miss ratio 0.4748, byte miss ratio 0.4748
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size     5935, 1302595 req, miss ratio 0.4740, byte miss ratio 0.4740
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size    19784, 1302595 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size    39568, 1302595 req, miss ratio 0.3719, byte miss ratio 0.3719
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size    79136, 1302595 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns6306.oracleGeneral.zst LHD cache size   158273, 1302595 req, miss ratio 0.1535, byte miss ratio 0.1535
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size      197, 1302595 req, miss ratio 0.4803, byte miss ratio 0.4803
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size      593, 1302595 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size     1978, 1302595 req, miss ratio 0.4744, byte miss ratio 0.4744
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size     5935, 1302595 req, miss ratio 0.4739, byte miss ratio 0.4739
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size    19784, 1302595 req, miss ratio 0.4141, byte miss ratio 0.4141
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size    39568, 1302595 req, miss ratio 0.3614, byte miss ratio 0.3614
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size    79136, 1302595 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns6306.oracleGeneral.zst S3FIFO-d-1 cache size   158273, 1302595 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size      197, 1302595 req, miss ratio 0.5424, byte miss ratio 0.5424
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size      593, 1302595 req, miss ratio 0.4997, byte miss ratio 0.4997
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size     1978, 1302595 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size     5935, 1302595 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size    19784, 1302595 req, miss ratio 0.3929, byte miss ratio 0.3929
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size    39568, 1302595 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size    79136, 1302595 req, miss ratio 0.2109, byte miss ratio 0.2109
result/tencentBlock.ns6306.oracleGeneral.zst LRB cache size   158273, 1302595 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns6306.oracleGeneral.zst S4LRU(25:25:25:25) cache size      197, 1302595 req, miss ratio 0.4910, byte miss ratio 0.4910
