result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size      271, 1566897 req, miss ratio 0.4361, byte miss ratio 0.4361
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size      814, 1566897 req, miss ratio 0.4054, byte miss ratio 0.4054
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size     2713, 1566897 req, miss ratio 0.3592, byte miss ratio 0.3592
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size     8141, 1566897 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size    27137, 1566897 req, miss ratio 0.2968, byte miss ratio 0.2968
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size    54275, 1566897 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size   108550, 1566897 req, miss ratio 0.1826, byte miss ratio 0.1826
result/tencentBlock.ns12123.oracleGeneral.zst Cacheus cache size   217100, 1566897 req, miss ratio 0.1741, byte miss ratio 0.1741
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size      271, 1566897 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size      814, 1566897 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size     2713, 1566897 req, miss ratio 0.3927, byte miss ratio 0.3927
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size     8141, 1566897 req, miss ratio 0.3365, byte miss ratio 0.3365
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size    27137, 1566897 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size    54275, 1566897 req, miss ratio 0.2755, byte miss ratio 0.2755
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size   108550, 1566897 req, miss ratio 0.1832, byte miss ratio 0.1832
result/tencentBlock.ns12123.oracleGeneral.zst Clock cache size   217100, 1566897 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size      271, 1566897 req, miss ratio 0.4506, byte miss ratio 0.4506
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size      814, 1566897 req, miss ratio 0.4235, byte miss ratio 0.4235
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size     2713, 1566897 req, miss ratio 0.3970, byte miss ratio 0.3970
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size     8141, 1566897 req, miss ratio 0.3390, byte miss ratio 0.3390
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size    27137, 1566897 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size    54275, 1566897 req, miss ratio 0.2630, byte miss ratio 0.2630
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size   108550, 1566897 req, miss ratio 0.1872, byte miss ratio 0.1872
result/tencentBlock.ns12123.oracleGeneral.zst LRU cache size   217100, 1566897 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size      271, 1566897 req, miss ratio 0.4347, byte miss ratio 0.4347
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size      814, 1566897 req, miss ratio 0.4015, byte miss ratio 0.4015
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size     2713, 1566897 req, miss ratio 0.3512, byte miss ratio 0.3512
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size     8141, 1566897 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size    27137, 1566897 req, miss ratio 0.2881, byte miss ratio 0.2881
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size    54275, 1566897 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size   108550, 1566897 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-1 cache size   217100, 1566897 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size      271, 1566897 req, miss ratio 0.4465, byte miss ratio 0.4465
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size      814, 1566897 req, miss ratio 0.4085, byte miss ratio 0.4085
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size     2713, 1566897 req, miss ratio 0.3554, byte miss ratio 0.3554
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size     8141, 1566897 req, miss ratio 0.3222, byte miss ratio 0.3222
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size    27137, 1566897 req, miss ratio 0.2797, byte miss ratio 0.2797
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size    54275, 1566897 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size   108550, 1566897 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns12123.oracleGeneral.zst LIRS cache size   217100, 1566897 req, miss ratio 0.1732, byte miss ratio 0.1732
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size      271, 1566897 req, miss ratio 0.4463, byte miss ratio 0.4463
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size      814, 1566897 req, miss ratio 0.4187, byte miss ratio 0.4187
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size     2713, 1566897 req, miss ratio 0.3830, byte miss ratio 0.3830
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size     8141, 1566897 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size    27137, 1566897 req, miss ratio 0.3023, byte miss ratio 0.3023
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size    54275, 1566897 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size   108550, 1566897 req, miss ratio 0.1845, byte miss ratio 0.1845
result/tencentBlock.ns12123.oracleGeneral.zst LHD cache size   217100, 1566897 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size      271, 1566897 req, miss ratio 0.4448, byte miss ratio 0.4448
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size      814, 1566897 req, miss ratio 0.4215, byte miss ratio 0.4215
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size     2713, 1566897 req, miss ratio 0.3917, byte miss ratio 0.3917
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size     8141, 1566897 req, miss ratio 0.3365, byte miss ratio 0.3365
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size    27137, 1566897 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size    54275, 1566897 req, miss ratio 0.2789, byte miss ratio 0.2789
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size   108550, 1566897 req, miss ratio 0.1831, byte miss ratio 0.1831
result/tencentBlock.ns12123.oracleGeneral.zst clock2 cache size   217100, 1566897 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size      271, 1566897 req, miss ratio 0.4299, byte miss ratio 0.4299
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size      814, 1566897 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size     2713, 1566897 req, miss ratio 0.3570, byte miss ratio 0.3570
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size     8141, 1566897 req, miss ratio 0.3233, byte miss ratio 0.3233
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size    27137, 1566897 req, miss ratio 0.2902, byte miss ratio 0.2902
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size    54275, 1566897 req, miss ratio 0.2498, byte miss ratio 0.2498
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size   108550, 1566897 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns12123.oracleGeneral.zst ARC cache size   217100, 1566897 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size      271, 1566897 req, miss ratio 0.4440, byte miss ratio 0.4440
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size      814, 1566897 req, miss ratio 0.4191, byte miss ratio 0.4191
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size     2713, 1566897 req, miss ratio 0.3871, byte miss ratio 0.3871
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size     8141, 1566897 req, miss ratio 0.3333, byte miss ratio 0.3333
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size    27137, 1566897 req, miss ratio 0.3054, byte miss ratio 0.3054
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size    54275, 1566897 req, miss ratio 0.2580, byte miss ratio 0.2580
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size   108550, 1566897 req, miss ratio 0.1834, byte miss ratio 0.1834
result/tencentBlock.ns12123.oracleGeneral.zst LeCaR cache size   217100, 1566897 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size      271, 1566897 req, miss ratio 0.4948, byte miss ratio 0.4948
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size      814, 1566897 req, miss ratio 0.4441, byte miss ratio 0.4441
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size     2713, 1566897 req, miss ratio 0.4116, byte miss ratio 0.4116
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size     8141, 1566897 req, miss ratio 0.3582, byte miss ratio 0.3582
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size    27137, 1566897 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size    54275, 1566897 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size   108550, 1566897 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns12123.oracleGeneral.zst FIFO cache size   217100, 1566897 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size      271, 1566897 req, miss ratio 0.4308, byte miss ratio 0.4308
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size      814, 1566897 req, miss ratio 0.4010, byte miss ratio 0.4010
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size     2713, 1566897 req, miss ratio 0.3515, byte miss ratio 0.3515
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size     8141, 1566897 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size    27137, 1566897 req, miss ratio 0.2883, byte miss ratio 0.2883
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size    54275, 1566897 req, miss ratio 0.2549, byte miss ratio 0.2549
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size   108550, 1566897 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d-1 cache size   217100, 1566897 req, miss ratio 0.1740, byte miss ratio 0.1740
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size      271, 1566897 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size      814, 1566897 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size     2713, 1566897 req, miss ratio 0.3535, byte miss ratio 0.3535
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size     8141, 1566897 req, miss ratio 0.3215, byte miss ratio 0.3215
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size    27137, 1566897 req, miss ratio 0.2841, byte miss ratio 0.2841
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size    54275, 1566897 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size   108550, 1566897 req, miss ratio 0.1858, byte miss ratio 0.1858
result/tencentBlock.ns12123.oracleGeneral.zst LRB cache size   217100, 1566897 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size      271, 1566897 req, miss ratio 0.4374, byte miss ratio 0.4374
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size      814, 1566897 req, miss ratio 0.4023, byte miss ratio 0.4023
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size     2713, 1566897 req, miss ratio 0.3617, byte miss ratio 0.3617
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size     8141, 1566897 req, miss ratio 0.3214, byte miss ratio 0.3214
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size    27137, 1566897 req, miss ratio 0.3003, byte miss ratio 0.3003
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size    54275, 1566897 req, miss ratio 0.2422, byte miss ratio 0.2422
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size   108550, 1566897 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns12123.oracleGeneral.zst TwoQ cache size   217100, 1566897 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      271, 1566897 req, miss ratio 0.4577, byte miss ratio 0.4577
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      814, 1566897 req, miss ratio 0.4256, byte miss ratio 0.4256
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2713, 1566897 req, miss ratio 0.3912, byte miss ratio 0.3912
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     8141, 1566897 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    27137, 1566897 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    54275, 1566897 req, miss ratio 0.2720, byte miss ratio 0.2720
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   108550, 1566897 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns12123.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   217100, 1566897 req, miss ratio 0.1734, byte miss ratio 0.1734
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size      271, 1566897 req, miss ratio 0.4349, byte miss ratio 0.4349
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size      814, 1566897 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2713, 1566897 req, miss ratio 0.3799, byte miss ratio 0.3799
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size     8141, 1566897 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size    27137, 1566897 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size    54275, 1566897 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size   108550, 1566897 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns12123.oracleGeneral.zst S4LRU(25:25:25:25) cache size   217100, 1566897 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size      271, 1566897 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size      814, 1566897 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size     2713, 1566897 req, miss ratio 0.3959, byte miss ratio 0.3959
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size     8141, 1566897 req, miss ratio 0.3468, byte miss ratio 0.3468
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size    27137, 1566897 req, miss ratio 0.3193, byte miss ratio 0.3193
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size    54275, 1566897 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size   108550, 1566897 req, miss ratio 0.2399, byte miss ratio 0.2399
result/tencentBlock.ns12123.oracleGeneral.zst B-LRU cache size   217100, 1566897 req, miss ratio 0.2399, byte miss ratio 0.2399
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d cache size      271, 1566897 req, miss ratio 0.4333, byte miss ratio 0.4333
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d cache size      814, 1566897 req, miss ratio 0.4000, byte miss ratio 0.4000
result/tencentBlock.ns12123.oracleGeneral.zst S3FIFO-d cache size     2713, 1566897 req, miss ratio 0.3537, byte miss ratio 0.3537
