result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size      170, 1085435 req, miss ratio 0.4847, byte miss ratio 0.4847
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size      512, 1085435 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size     1709, 1085435 req, miss ratio 0.4782, byte miss ratio 0.4782
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size     5127, 1085435 req, miss ratio 0.4775, byte miss ratio 0.4775
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size    17091, 1085435 req, miss ratio 0.4481, byte miss ratio 0.4481
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size    34183, 1085435 req, miss ratio 0.3885, byte miss ratio 0.3885
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size    68366, 1085435 req, miss ratio 0.2485, byte miss ratio 0.2485
result/tencentBlock.ns22948.oracleGeneral.zst ARC cache size   136733, 1085435 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size      170, 1085435 req, miss ratio 0.4920, byte miss ratio 0.4920
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size      512, 1085435 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size     1709, 1085435 req, miss ratio 0.4788, byte miss ratio 0.4788
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size     5127, 1085435 req, miss ratio 0.4777, byte miss ratio 0.4777
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size    17091, 1085435 req, miss ratio 0.4587, byte miss ratio 0.4587
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size    34183, 1085435 req, miss ratio 0.4062, byte miss ratio 0.4062
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size    68366, 1085435 req, miss ratio 0.2534, byte miss ratio 0.2534
result/tencentBlock.ns22948.oracleGeneral.zst LHD cache size   136733, 1085435 req, miss ratio 0.1599, byte miss ratio 0.1599
result/tencentBlock.ns22948.oracleGeneral.zst S3FIFO-1 cache size      170, 1085435 req, miss ratio 0.4863, byte miss ratio 0.4863
