result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size      347, 4368921 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size     1043, 4368921 req, miss ratio 0.4190, byte miss ratio 0.4190
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size     3478, 4368921 req, miss ratio 0.4042, byte miss ratio 0.4042
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size    10434, 4368921 req, miss ratio 0.3770, byte miss ratio 0.3770
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size    34781, 4368921 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size    69563, 4368921 req, miss ratio 0.2578, byte miss ratio 0.2578
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size   139126, 4368921 req, miss ratio 0.2038, byte miss ratio 0.2038
result/tencentBlock.ns12323.oracleGeneral.zst S3FIFO-1 cache size   278252, 4368921 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size      347, 4368921 req, miss ratio 0.4502, byte miss ratio 0.4502
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size     1043, 4368921 req, miss ratio 0.4223, byte miss ratio 0.4223
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size     3478, 4368921 req, miss ratio 0.4058, byte miss ratio 0.4058
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size    10434, 4368921 req, miss ratio 0.3853, byte miss ratio 0.3853
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size    34781, 4368921 req, miss ratio 0.3214, byte miss ratio 0.3214
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size    69563, 4368921 req, miss ratio 0.2617, byte miss ratio 0.2617
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size   139126, 4368921 req, miss ratio 0.2158, byte miss ratio 0.2158
result/tencentBlock.ns12323.oracleGeneral.zst ARC cache size   278252, 4368921 req, miss ratio 0.1025, byte miss ratio 0.1025
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size      347, 4368921 req, miss ratio 0.5065, byte miss ratio 0.5065
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size     1043, 4368921 req, miss ratio 0.4358, byte miss ratio 0.4358
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size     3478, 4368921 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size    10434, 4368921 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size    34781, 4368921 req, miss ratio 0.3524, byte miss ratio 0.3524
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size    69563, 4368921 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size   139126, 4368921 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns12323.oracleGeneral.zst clock2 cache size   278252, 4368921 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size      347, 4368921 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size     1043, 4368921 req, miss ratio 0.4254, byte miss ratio 0.4254
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size     3478, 4368921 req, miss ratio 0.4066, byte miss ratio 0.4066
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size    10434, 4368921 req, miss ratio 0.3829, byte miss ratio 0.3829
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size    34781, 4368921 req, miss ratio 0.3390, byte miss ratio 0.3390
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size    69563, 4368921 req, miss ratio 0.2871, byte miss ratio 0.2871
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size   139126, 4368921 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns12323.oracleGeneral.zst Cacheus cache size   278252, 4368921 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size      347, 4368921 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size     1043, 4368921 req, miss ratio 0.4342, byte miss ratio 0.4342
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size     3478, 4368921 req, miss ratio 0.4117, byte miss ratio 0.4117
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size    10434, 4368921 req, miss ratio 0.3795, byte miss ratio 0.3795
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size    34781, 4368921 req, miss ratio 0.3189, byte miss ratio 0.3189
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size    69563, 4368921 req, miss ratio 0.2565, byte miss ratio 0.2565
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size   139126, 4368921 req, miss ratio 0.1912, byte miss ratio 0.1912
result/tencentBlock.ns12323.oracleGeneral.zst LIRS cache size   278252, 4368921 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns12323.oracleGeneral.zst LRU cache size      347, 4368921 req, miss ratio 0.5259, byte miss ratio 0.5259
