result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size      237, 9618131 req, miss ratio 0.7617, byte miss ratio 0.7617
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size      713, 9618131 req, miss ratio 0.7332, byte miss ratio 0.7332
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size     2378, 9618131 req, miss ratio 0.6918, byte miss ratio 0.6918
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size     7136, 9618131 req, miss ratio 0.5846, byte miss ratio 0.5846
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size    23789, 9618131 req, miss ratio 0.2128, byte miss ratio 0.2128
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size    47579, 9618131 req, miss ratio 0.0665, byte miss ratio 0.0665
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size    95159, 9618131 req, miss ratio 0.0398, byte miss ratio 0.0398
result/tencentBlock.ns11439.oracleGeneral.zst LHD cache size   190318, 9618131 req, miss ratio 0.0258, byte miss ratio 0.0258
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size      237, 9618131 req, miss ratio 0.7565, byte miss ratio 0.7565
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size      713, 9618131 req, miss ratio 0.7297, byte miss ratio 0.7297
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size     2378, 9618131 req, miss ratio 0.7128, byte miss ratio 0.7128
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size     7136, 9618131 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size    23789, 9618131 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size    47579, 9618131 req, miss ratio 0.0644, byte miss ratio 0.0644
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size    95159, 9618131 req, miss ratio 0.0391, byte miss ratio 0.0391
result/tencentBlock.ns11439.oracleGeneral.zst LeCaR cache size   190318, 9618131 req, miss ratio 0.0252, byte miss ratio 0.0252
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size      237, 9618131 req, miss ratio 0.7633, byte miss ratio 0.7633
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size      713, 9618131 req, miss ratio 0.7316, byte miss ratio 0.7316
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size     2378, 9618131 req, miss ratio 0.7209, byte miss ratio 0.7209
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size     7136, 9618131 req, miss ratio 0.5832, byte miss ratio 0.5832
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size    23789, 9618131 req, miss ratio 0.3263, byte miss ratio 0.3263
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size    47579, 9618131 req, miss ratio 0.0695, byte miss ratio 0.0695
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size    95159, 9618131 req, miss ratio 0.0413, byte miss ratio 0.0413
result/tencentBlock.ns11439.oracleGeneral.zst Clock cache size   190318, 9618131 req, miss ratio 0.0252, byte miss ratio 0.0252
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size      237, 9618131 req, miss ratio 0.7467, byte miss ratio 0.7467
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size      713, 9618131 req, miss ratio 0.7187, byte miss ratio 0.7187
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size     2378, 9618131 req, miss ratio 0.6993, byte miss ratio 0.6993
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size     7136, 9618131 req, miss ratio 0.4598, byte miss ratio 0.4598
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size    23789, 9618131 req, miss ratio 0.2520, byte miss ratio 0.2520
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size    47579, 9618131 req, miss ratio 0.0643, byte miss ratio 0.0643
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size    95159, 9618131 req, miss ratio 0.0396, byte miss ratio 0.0396
result/tencentBlock.ns11439.oracleGeneral.zst ARC cache size   190318, 9618131 req, miss ratio 0.0252, byte miss ratio 0.0252
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size      237, 9618131 req, miss ratio 0.7818, byte miss ratio 0.7818
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size      713, 9618131 req, miss ratio 0.7411, byte miss ratio 0.7411
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size     2378, 9618131 req, miss ratio 0.7246, byte miss ratio 0.7246
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size     7136, 9618131 req, miss ratio 0.5852, byte miss ratio 0.5852
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size    23789, 9618131 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size    47579, 9618131 req, miss ratio 0.1398, byte miss ratio 0.1398
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size    95159, 9618131 req, miss ratio 0.0596, byte miss ratio 0.0596
result/tencentBlock.ns11439.oracleGeneral.zst FIFO cache size   190318, 9618131 req, miss ratio 0.0312, byte miss ratio 0.0312
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size      237, 9618131 req, miss ratio 0.7440, byte miss ratio 0.7440
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size      713, 9618131 req, miss ratio 0.7188, byte miss ratio 0.7188
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size     2378, 9618131 req, miss ratio 0.6967, byte miss ratio 0.6967
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size     7136, 9618131 req, miss ratio 0.4677, byte miss ratio 0.4677
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size    23789, 9618131 req, miss ratio 0.1989, byte miss ratio 0.1989
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size    47579, 9618131 req, miss ratio 0.0620, byte miss ratio 0.0620
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size    95159, 9618131 req, miss ratio 0.0388, byte miss ratio 0.0388
result/tencentBlock.ns11439.oracleGeneral.zst S3FIFO-1 cache size   190318, 9618131 req, miss ratio 0.0252, byte miss ratio 0.0252
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size      237, 9618131 req, miss ratio 0.7464, byte miss ratio 0.7464
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size      713, 9618131 req, miss ratio 0.7235, byte miss ratio 0.7235
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size     2378, 9618131 req, miss ratio 0.7012, byte miss ratio 0.7012
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size     7136, 9618131 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size    23789, 9618131 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size    47579, 9618131 req, miss ratio 0.0632, byte miss ratio 0.0632
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size    95159, 9618131 req, miss ratio 0.0382, byte miss ratio 0.0382
result/tencentBlock.ns11439.oracleGeneral.zst LIRS cache size   190318, 9618131 req, miss ratio 0.0258, byte miss ratio 0.0258
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size      237, 9618131 req, miss ratio 0.7658, byte miss ratio 0.7658
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size      713, 9618131 req, miss ratio 0.7327, byte miss ratio 0.7327
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size     2378, 9618131 req, miss ratio 0.7217, byte miss ratio 0.7217
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size     7136, 9618131 req, miss ratio 0.5833, byte miss ratio 0.5833
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size    23789, 9618131 req, miss ratio 0.3409, byte miss ratio 0.3409
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size    47579, 9618131 req, miss ratio 0.0748, byte miss ratio 0.0748
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size    95159, 9618131 req, miss ratio 0.0405, byte miss ratio 0.0405
result/tencentBlock.ns11439.oracleGeneral.zst LRU cache size   190318, 9618131 req, miss ratio 0.0253, byte miss ratio 0.0253
result/tencentBlock.ns11439.oracleGeneral.zst Cacheus cache size      237, 9618131 req, miss ratio 0.7537, byte miss ratio 0.7537
result/tencentBlock.ns11439.oracleGeneral.zst Cacheus cache size      713, 9618131 req, miss ratio 0.7200, byte miss ratio 0.7200
