result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size      369, 4233881 req, miss ratio 0.5467, byte miss ratio 0.5467
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size     1109, 4233881 req, miss ratio 0.4465, byte miss ratio 0.4465
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size     3699, 4233881 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size    11099, 4233881 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size    36997, 4233881 req, miss ratio 0.1988, byte miss ratio 0.1988
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size    73994, 4233881 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size   147988, 4233881 req, miss ratio 0.1020, byte miss ratio 0.1020
result/tencentBlock.ns6334.oracleGeneral.zst clock2 cache size   295976, 4233881 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size      369, 4233881 req, miss ratio 0.5553, byte miss ratio 0.5553
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size     1109, 4233881 req, miss ratio 0.4543, byte miss ratio 0.4543
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size     3699, 4233881 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size    11099, 4233881 req, miss ratio 0.2863, byte miss ratio 0.2863
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size    36997, 4233881 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size    73994, 4233881 req, miss ratio 0.1556, byte miss ratio 0.1556
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size   147988, 4233881 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns6334.oracleGeneral.zst LRU cache size   295976, 4233881 req, miss ratio 0.0875, byte miss ratio 0.0875
result/tencentBlock.ns6334.oracleGeneral.zst LIRS cache size      369, 4233881 req, miss ratio 0.5531, byte miss ratio 0.5531
result/tencentBlock.ns6334.oracleGeneral.zst LIRS cache size     1109, 4233881 req, miss ratio 0.4106, byte miss ratio 0.4106
result/tencentBlock.ns6334.oracleGeneral.zst LIRS cache size     3699, 4233881 req, miss ratio 0.3234, byte miss ratio 0.3234
result/tencentBlock.ns6334.oracleGeneral.zst LIRS cache size    11099, 4233881 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns6334.oracleGeneral.zst LIRS cache size    36997, 4233881 req, miss ratio 0.2016, byte miss ratio 0.2016
