result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size      399, 7040856 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size     1198, 7040856 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size     3994, 7040856 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size    11984, 7040856 req, miss ratio 0.2573, byte miss ratio 0.2573
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size    39947, 7040856 req, miss ratio 0.2132, byte miss ratio 0.2132
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size    79894, 7040856 req, miss ratio 0.1506, byte miss ratio 0.1506
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size   159788, 7040856 req, miss ratio 0.0724, byte miss ratio 0.0724
result/tencentBlock.ns4350.oracleGeneral.zst S3FIFO-1 cache size   319576, 7040856 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size      399, 7040856 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size     1198, 7040856 req, miss ratio 0.2953, byte miss ratio 0.2953
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size     3994, 7040856 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size    11984, 7040856 req, miss ratio 0.2681, byte miss ratio 0.2681
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size    39947, 7040856 req, miss ratio 0.2285, byte miss ratio 0.2285
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size    79894, 7040856 req, miss ratio 0.1778, byte miss ratio 0.1778
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size   159788, 7040856 req, miss ratio 0.0792, byte miss ratio 0.0792
result/tencentBlock.ns4350.oracleGeneral.zst clock2 cache size   319576, 7040856 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size      399, 7040856 req, miss ratio 0.3355, byte miss ratio 0.3355
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size     1198, 7040856 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size     3994, 7040856 req, miss ratio 0.2846, byte miss ratio 0.2846
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size    11984, 7040856 req, miss ratio 0.2696, byte miss ratio 0.2696
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size    39947, 7040856 req, miss ratio 0.2316, byte miss ratio 0.2316
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size    79894, 7040856 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size   159788, 7040856 req, miss ratio 0.0871, byte miss ratio 0.0871
result/tencentBlock.ns4350.oracleGeneral.zst LRU cache size   319576, 7040856 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size      399, 7040856 req, miss ratio 0.3292, byte miss ratio 0.3292
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size     1198, 7040856 req, miss ratio 0.2945, byte miss ratio 0.2945
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size     3994, 7040856 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size    11984, 7040856 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size    39947, 7040856 req, miss ratio 0.2266, byte miss ratio 0.2266
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size    79894, 7040856 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size   159788, 7040856 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns4350.oracleGeneral.zst LeCaR cache size   319576, 7040856 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns4350.oracleGeneral.zst FIFO cache size      399, 7040856 req, miss ratio 0.3917, byte miss ratio 0.3917
