result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size      180, 1763626 req, miss ratio 0.4675, byte miss ratio 0.4675
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size      540, 1763626 req, miss ratio 0.4441, byte miss ratio 0.4441
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size     1803, 1763626 req, miss ratio 0.3960, byte miss ratio 0.3960
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size     5409, 1763626 req, miss ratio 0.3617, byte miss ratio 0.3617
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size    18031, 1763626 req, miss ratio 0.2849, byte miss ratio 0.2849
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size    36062, 1763626 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size    72125, 1763626 req, miss ratio 0.1314, byte miss ratio 0.1314
result/tencentBlock.ns14677.oracleGeneral.zst ARC cache size   144250, 1763626 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size      180, 1763626 req, miss ratio 0.4940, byte miss ratio 0.4940
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size      540, 1763626 req, miss ratio 0.4517, byte miss ratio 0.4517
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size     1803, 1763626 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size     5409, 1763626 req, miss ratio 0.3775, byte miss ratio 0.3775
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size    18031, 1763626 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size    36062, 1763626 req, miss ratio 0.2560, byte miss ratio 0.2560
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size    72125, 1763626 req, miss ratio 0.1311, byte miss ratio 0.1311
result/tencentBlock.ns14677.oracleGeneral.zst LeCaR cache size   144250, 1763626 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size      180, 1763626 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size      540, 1763626 req, miss ratio 0.4724, byte miss ratio 0.4724
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size     1803, 1763626 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size     5409, 1763626 req, miss ratio 0.3599, byte miss ratio 0.3599
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size    18031, 1763626 req, miss ratio 0.2827, byte miss ratio 0.2827
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size    36062, 1763626 req, miss ratio 0.2168, byte miss ratio 0.2168
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size    72125, 1763626 req, miss ratio 0.1274, byte miss ratio 0.1274
result/tencentBlock.ns14677.oracleGeneral.zst LIRS cache size   144250, 1763626 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size      180, 1763626 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size      540, 1763626 req, miss ratio 0.4525, byte miss ratio 0.4525
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size     1803, 1763626 req, miss ratio 0.4211, byte miss ratio 0.4211
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size     5409, 1763626 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size    18031, 1763626 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size    36062, 1763626 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size    72125, 1763626 req, miss ratio 0.1356, byte miss ratio 0.1356
result/tencentBlock.ns14677.oracleGeneral.zst LHD cache size   144250, 1763626 req, miss ratio 0.1045, byte miss ratio 0.1045
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size      180, 1763626 req, miss ratio 0.4977, byte miss ratio 0.4977
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size      540, 1763626 req, miss ratio 0.4501, byte miss ratio 0.4501
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size     1803, 1763626 req, miss ratio 0.4239, byte miss ratio 0.4239
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size     5409, 1763626 req, miss ratio 0.3769, byte miss ratio 0.3769
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size    18031, 1763626 req, miss ratio 0.3152, byte miss ratio 0.3152
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size    36062, 1763626 req, miss ratio 0.2579, byte miss ratio 0.2579
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size    72125, 1763626 req, miss ratio 0.1403, byte miss ratio 0.1403
result/tencentBlock.ns14677.oracleGeneral.zst clock2 cache size   144250, 1763626 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns14677.oracleGeneral.zst Cacheus cache size      180, 1763626 req, miss ratio 0.4783, byte miss ratio 0.4783
result/tencentBlock.ns14677.oracleGeneral.zst Cacheus cache size      540, 1763626 req, miss ratio 0.4450, byte miss ratio 0.4450
