result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size      157, 2133469 req, miss ratio 0.5955, byte miss ratio 0.5955
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size      473, 2133469 req, miss ratio 0.5010, byte miss ratio 0.5010
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size     1579, 2133469 req, miss ratio 0.4269, byte miss ratio 0.4269
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size     4739, 2133469 req, miss ratio 0.3426, byte miss ratio 0.3426
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size    15798, 2133469 req, miss ratio 0.3203, byte miss ratio 0.3203
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size    31596, 2133469 req, miss ratio 0.2714, byte miss ratio 0.2714
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size    63192, 2133469 req, miss ratio 0.1857, byte miss ratio 0.1857
result/tencentBlock.ns22495.oracleGeneral.zst Clock cache size   126385, 2133469 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size      157, 2133469 req, miss ratio 0.5862, byte miss ratio 0.5862
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size      473, 2133469 req, miss ratio 0.4999, byte miss ratio 0.4999
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size     1579, 2133469 req, miss ratio 0.4225, byte miss ratio 0.4225
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size     4739, 2133469 req, miss ratio 0.3345, byte miss ratio 0.3345
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size    15798, 2133469 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size    31596, 2133469 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size    63192, 2133469 req, miss ratio 0.2087, byte miss ratio 0.2087
result/tencentBlock.ns22495.oracleGeneral.zst clock2 cache size   126385, 2133469 req, miss ratio 0.0754, byte miss ratio 0.0754
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size      157, 2133469 req, miss ratio 0.5358, byte miss ratio 0.5358
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size      473, 2133469 req, miss ratio 0.4847, byte miss ratio 0.4847
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size     1579, 2133469 req, miss ratio 0.3410, byte miss ratio 0.3410
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size     4739, 2133469 req, miss ratio 0.3324, byte miss ratio 0.3324
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size    15798, 2133469 req, miss ratio 0.3135, byte miss ratio 0.3135
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size    31596, 2133469 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size    63192, 2133469 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns22495.oracleGeneral.zst S3FIFO-1 cache size   126385, 2133469 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size      157, 2133469 req, miss ratio 0.5505, byte miss ratio 0.5505
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size      473, 2133469 req, miss ratio 0.5024, byte miss ratio 0.5024
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size     1579, 2133469 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size     4739, 2133469 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size    15798, 2133469 req, miss ratio 0.3112, byte miss ratio 0.3112
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size    31596, 2133469 req, miss ratio 0.2656, byte miss ratio 0.2656
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size    63192, 2133469 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns22495.oracleGeneral.zst LHD cache size   126385, 2133469 req, miss ratio 0.0772, byte miss ratio 0.0772
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size      157, 2133469 req, miss ratio 0.5318, byte miss ratio 0.5318
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size      473, 2133469 req, miss ratio 0.4794, byte miss ratio 0.4794
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size     1579, 2133469 req, miss ratio 0.3445, byte miss ratio 0.3445
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size     4739, 2133469 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size    15798, 2133469 req, miss ratio 0.3126, byte miss ratio 0.3126
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size    31596, 2133469 req, miss ratio 0.2628, byte miss ratio 0.2628
result/tencentBlock.ns22495.oracleGeneral.zst ARC cache size    63192, 2133469 req, miss ratio 0.1818, byte miss ratio 0.1818
