result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size      228, 1221573 req, miss ratio 0.6549, byte miss ratio 0.6549
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size      684, 1221573 req, miss ratio 0.5931, byte miss ratio 0.5931
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size     2282, 1221573 req, miss ratio 0.5484, byte miss ratio 0.5484
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size     6848, 1221573 req, miss ratio 0.5402, byte miss ratio 0.5402
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size    22828, 1221573 req, miss ratio 0.4705, byte miss ratio 0.4705
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size    45656, 1221573 req, miss ratio 0.3817, byte miss ratio 0.3817
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size    91312, 1221573 req, miss ratio 0.2422, byte miss ratio 0.2422
result/tencentBlock.ns9748.oracleGeneral.zst LIRS cache size   182625, 1221573 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size      228, 1221573 req, miss ratio 0.5512, byte miss ratio 0.5512
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size      684, 1221573 req, miss ratio 0.5459, byte miss ratio 0.5459
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size     2282, 1221573 req, miss ratio 0.5452, byte miss ratio 0.5452
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size     6848, 1221573 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size    22828, 1221573 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size    45656, 1221573 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size    91312, 1221573 req, miss ratio 0.2411, byte miss ratio 0.2411
result/tencentBlock.ns9748.oracleGeneral.zst LRU cache size   182625, 1221573 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size      228, 1221573 req, miss ratio 0.5489, byte miss ratio 0.5489
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size      684, 1221573 req, miss ratio 0.5459, byte miss ratio 0.5459
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size     2282, 1221573 req, miss ratio 0.5452, byte miss ratio 0.5452
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size     6848, 1221573 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size    22828, 1221573 req, miss ratio 0.4759, byte miss ratio 0.4759
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size    45656, 1221573 req, miss ratio 0.4316, byte miss ratio 0.4316
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size    91312, 1221573 req, miss ratio 0.2315, byte miss ratio 0.2315
result/tencentBlock.ns9748.oracleGeneral.zst LeCaR cache size   182625, 1221573 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size      228, 1221573 req, miss ratio 0.5464, byte miss ratio 0.5464
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size      684, 1221573 req, miss ratio 0.5457, byte miss ratio 0.5457
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size     2282, 1221573 req, miss ratio 0.5446, byte miss ratio 0.5446
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size     6848, 1221573 req, miss ratio 0.5431, byte miss ratio 0.5431
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size    22828, 1221573 req, miss ratio 0.4936, byte miss ratio 0.4936
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size    45656, 1221573 req, miss ratio 0.4114, byte miss ratio 0.4114
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size    91312, 1221573 req, miss ratio 0.2467, byte miss ratio 0.2467
result/tencentBlock.ns9748.oracleGeneral.zst ARC cache size   182625, 1221573 req, miss ratio 0.1877, byte miss ratio 0.1877
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size      228, 1221573 req, miss ratio 0.5511, byte miss ratio 0.5511
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size      684, 1221573 req, miss ratio 0.5458, byte miss ratio 0.5458
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size     2282, 1221573 req, miss ratio 0.5452, byte miss ratio 0.5452
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size     6848, 1221573 req, miss ratio 0.5443, byte miss ratio 0.5443
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size    22828, 1221573 req, miss ratio 0.5074, byte miss ratio 0.5074
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size    45656, 1221573 req, miss ratio 0.4426, byte miss ratio 0.4426
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size    91312, 1221573 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns9748.oracleGeneral.zst Clock cache size   182625, 1221573 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns9748.oracleGeneral.zst Cacheus cache size      228, 1221573 req, miss ratio 0.5466, byte miss ratio 0.5466
result/tencentBlock.ns9748.oracleGeneral.zst Cacheus cache size      684, 1221573 req, miss ratio 0.5456, byte miss ratio 0.5456
result/tencentBlock.ns9748.oracleGeneral.zst Cacheus cache size     2282, 1221573 req, miss ratio 0.5445, byte miss ratio 0.5445
result/tencentBlock.ns9748.oracleGeneral.zst Cacheus cache size     6848, 1221573 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns9748.oracleGeneral.zst Cacheus cache size    22828, 1221573 req, miss ratio 0.4919, byte miss ratio 0.4919
result/tencentBlock.ns9748.oracleGeneral.zst Cacheus cache size    45656, 1221573 req, miss ratio 0.4658, byte miss ratio 0.4658
