result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size      105, 3646037 req, miss ratio 0.3728, byte miss ratio 0.3728
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size      317, 3646037 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size     1058, 3646037 req, miss ratio 0.2029, byte miss ratio 0.2029
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size     3174, 3646037 req, miss ratio 0.1866, byte miss ratio 0.1866
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size    10581, 3646037 req, miss ratio 0.1596, byte miss ratio 0.1596
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size    21163, 3646037 req, miss ratio 0.1473, byte miss ratio 0.1473
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size    42326, 3646037 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns11295.oracleGeneral.zst FIFO cache size    84653, 3646037 req, miss ratio 0.0411, byte miss ratio 0.0411
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size      105, 3646037 req, miss ratio 0.2957, byte miss ratio 0.2957
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size      317, 3646037 req, miss ratio 0.2144, byte miss ratio 0.2144
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size     1058, 3646037 req, miss ratio 0.1876, byte miss ratio 0.1876
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size     3174, 3646037 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size    10581, 3646037 req, miss ratio 0.1463, byte miss ratio 0.1463
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size    21163, 3646037 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size    42326, 3646037 req, miss ratio 0.1157, byte miss ratio 0.1157
result/tencentBlock.ns11295.oracleGeneral.zst clock2 cache size    84653, 3646037 req, miss ratio 0.0303, byte miss ratio 0.0303
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size      105, 3646037 req, miss ratio 0.2515, byte miss ratio 0.2515
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size      317, 3646037 req, miss ratio 0.2007, byte miss ratio 0.2007
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size     1058, 3646037 req, miss ratio 0.1814, byte miss ratio 0.1814
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size     3174, 3646037 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size    10581, 3646037 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size    21163, 3646037 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size    42326, 3646037 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns11295.oracleGeneral.zst LIRS cache size    84653, 3646037 req, miss ratio 0.0305, byte miss ratio 0.0305
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size      105, 3646037 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size      317, 3646037 req, miss ratio 0.2145, byte miss ratio 0.2145
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size     1058, 3646037 req, miss ratio 0.1880, byte miss ratio 0.1880
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size     3174, 3646037 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size    10581, 3646037 req, miss ratio 0.1479, byte miss ratio 0.1479
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size    21163, 3646037 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size    42326, 3646037 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns11295.oracleGeneral.zst Clock cache size    84653, 3646037 req, miss ratio 0.0302, byte miss ratio 0.0302
