result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size      900, 230819468 req, miss ratio 0.9735, byte miss ratio 0.9735
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size     2701, 230819468 req, miss ratio 0.8946, byte miss ratio 0.8946
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size     9005, 230819468 req, miss ratio 0.6897, byte miss ratio 0.6897
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size    27015, 230819468 req, miss ratio 0.5398, byte miss ratio 0.5398
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size    90050, 230819468 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size   180100, 230819468 req, miss ratio 0.0295, byte miss ratio 0.0295
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size   360201, 230819468 req, miss ratio 0.0078, byte miss ratio 0.0078
result/tencentBlock.ns6835.oracleGeneral.zst Clock cache size   720403, 230819468 req, miss ratio 0.0040, byte miss ratio 0.0040
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size      900, 230819468 req, miss ratio 0.9739, byte miss ratio 0.9739
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size     2701, 230819468 req, miss ratio 0.9009, byte miss ratio 0.9009
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size     9005, 230819468 req, miss ratio 0.7527, byte miss ratio 0.7527
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size    27015, 230819468 req, miss ratio 0.6142, byte miss ratio 0.6142
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size    90050, 230819468 req, miss ratio 0.2888, byte miss ratio 0.2888
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size   180100, 230819468 req, miss ratio 0.0601, byte miss ratio 0.0601
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size   360201, 230819468 req, miss ratio 0.0130, byte miss ratio 0.0130
result/tencentBlock.ns6835.oracleGeneral.zst FIFO cache size   720403, 230819468 req, miss ratio 0.0053, byte miss ratio 0.0053
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size      900, 230819468 req, miss ratio 0.9733, byte miss ratio 0.9733
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size     2701, 230819468 req, miss ratio 0.8923, byte miss ratio 0.8923
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size     9005, 230819468 req, miss ratio 0.6685, byte miss ratio 0.6685
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size    27015, 230819468 req, miss ratio 0.5314, byte miss ratio 0.5314
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size    90050, 230819468 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size   180100, 230819468 req, miss ratio 0.0289, byte miss ratio 0.0289
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size   360201, 230819468 req, miss ratio 0.0075, byte miss ratio 0.0075
result/tencentBlock.ns6835.oracleGeneral.zst clock2 cache size   720403, 230819468 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size      900, 230819468 req, miss ratio 0.8877, byte miss ratio 0.8877
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size     2701, 230819468 req, miss ratio 0.8263, byte miss ratio 0.8263
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size     9005, 230819468 req, miss ratio 0.6213, byte miss ratio 0.6213
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size    27015, 230819468 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size    90050, 230819468 req, miss ratio 0.2708, byte miss ratio 0.2708
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size   180100, 230819468 req, miss ratio 0.0308, byte miss ratio 0.0308
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size   360201, 230819468 req, miss ratio 0.0076, byte miss ratio 0.0076
result/tencentBlock.ns6835.oracleGeneral.zst Cacheus cache size   720403, 230819468 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size      900, 230819468 req, miss ratio 0.8890, byte miss ratio 0.8890
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size     2701, 230819468 req, miss ratio 0.7550, byte miss ratio 0.7550
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size     9005, 230819468 req, miss ratio 0.5951, byte miss ratio 0.5951
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size    27015, 230819468 req, miss ratio 0.4120, byte miss ratio 0.4120
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size    90050, 230819468 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size   180100, 230819468 req, miss ratio 0.0320, byte miss ratio 0.0320
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size   360201, 230819468 req, miss ratio 0.0077, byte miss ratio 0.0077
result/tencentBlock.ns6835.oracleGeneral.zst ARC cache size   720403, 230819468 req, miss ratio 0.0040, byte miss ratio 0.0040
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size      900, 230819468 req, miss ratio 0.9579, byte miss ratio 0.9579
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size     2701, 230819468 req, miss ratio 0.8891, byte miss ratio 0.8891
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size     9005, 230819468 req, miss ratio 0.6832, byte miss ratio 0.6832
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size    27015, 230819468 req, miss ratio 0.5476, byte miss ratio 0.5476
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size    90050, 230819468 req, miss ratio 0.2502, byte miss ratio 0.2502
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size   180100, 230819468 req, miss ratio 0.0279, byte miss ratio 0.0279
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size   360201, 230819468 req, miss ratio 0.0072, byte miss ratio 0.0072
result/tencentBlock.ns6835.oracleGeneral.zst LeCaR cache size   720403, 230819468 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size      900, 230819468 req, miss ratio 0.9742, byte miss ratio 0.9742
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size     2701, 230819468 req, miss ratio 0.8982, byte miss ratio 0.8982
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size     9005, 230819468 req, miss ratio 0.7090, byte miss ratio 0.7090
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size    27015, 230819468 req, miss ratio 0.5543, byte miss ratio 0.5543
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size    90050, 230819468 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size   180100, 230819468 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size   360201, 230819468 req, miss ratio 0.0077, byte miss ratio 0.0077
result/tencentBlock.ns6835.oracleGeneral.zst LRU cache size   720403, 230819468 req, miss ratio 0.0039, byte miss ratio 0.0039
result/tencentBlock.ns6835.oracleGeneral.zst LHD cache size      900, 230819468 req, miss ratio 0.8901, byte miss ratio 0.8901
result/tencentBlock.ns6835.oracleGeneral.zst LHD cache size     2701, 230819468 req, miss ratio 0.7593, byte miss ratio 0.7593
result/tencentBlock.ns6835.oracleGeneral.zst LHD cache size     9005, 230819468 req, miss ratio 0.5876, byte miss ratio 0.5876
result/tencentBlock.ns6835.oracleGeneral.zst LHD cache size    27015, 230819468 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns6835.oracleGeneral.zst LHD cache size    90050, 230819468 req, miss ratio 0.1572, byte miss ratio 0.1572
