result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size      947, 5809166 req, miss ratio 0.6271, byte miss ratio 0.6271
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size     2842, 5809166 req, miss ratio 0.5503, byte miss ratio 0.5503
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size     9475, 5809166 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size    28427, 5809166 req, miss ratio 0.4126, byte miss ratio 0.4126
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size    94758, 5809166 req, miss ratio 0.3226, byte miss ratio 0.3226
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size   189517, 5809166 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size   379034, 5809166 req, miss ratio 0.2093, byte miss ratio 0.2093
result/tencentBlock.ns3189.oracleGeneral.zst LHD cache size   758068, 5809166 req, miss ratio 0.1735, byte miss ratio 0.1735
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size      947, 5809166 req, miss ratio 0.6461, byte miss ratio 0.6461
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size     2842, 5809166 req, miss ratio 0.5747, byte miss ratio 0.5747
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size     9475, 5809166 req, miss ratio 0.4804, byte miss ratio 0.4804
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size    28427, 5809166 req, miss ratio 0.4222, byte miss ratio 0.4222
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size    94758, 5809166 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size   189517, 5809166 req, miss ratio 0.2374, byte miss ratio 0.2374
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size   379034, 5809166 req, miss ratio 0.2003, byte miss ratio 0.2003
result/tencentBlock.ns3189.oracleGeneral.zst LRU cache size   758068, 5809166 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size      947, 5809166 req, miss ratio 0.6113, byte miss ratio 0.6113
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size     2842, 5809166 req, miss ratio 0.5282, byte miss ratio 0.5282
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size     9475, 5809166 req, miss ratio 0.4637, byte miss ratio 0.4637
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size    28427, 5809166 req, miss ratio 0.4065, byte miss ratio 0.4065
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size    94758, 5809166 req, miss ratio 0.3255, byte miss ratio 0.3255
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size   189517, 5809166 req, miss ratio 0.2169, byte miss ratio 0.2169
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size   379034, 5809166 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns3189.oracleGeneral.zst ARC cache size   758068, 5809166 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size      947, 5809166 req, miss ratio 0.6121, byte miss ratio 0.6121
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size     2842, 5809166 req, miss ratio 0.5276, byte miss ratio 0.5276
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size     9475, 5809166 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size    28427, 5809166 req, miss ratio 0.4110, byte miss ratio 0.4110
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size    94758, 5809166 req, miss ratio 0.3138, byte miss ratio 0.3138
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size   189517, 5809166 req, miss ratio 0.2159, byte miss ratio 0.2159
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size   379034, 5809166 req, miss ratio 0.1843, byte miss ratio 0.1843
result/tencentBlock.ns3189.oracleGeneral.zst LIRS cache size   758068, 5809166 req, miss ratio 0.1801, byte miss ratio 0.1801
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size      947, 5809166 req, miss ratio 0.6114, byte miss ratio 0.6114
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size     2842, 5809166 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size     9475, 5809166 req, miss ratio 0.4588, byte miss ratio 0.4588
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size    28427, 5809166 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size    94758, 5809166 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size   189517, 5809166 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size   379034, 5809166 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-1 cache size   758068, 5809166 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size      947, 5809166 req, miss ratio 0.6190, byte miss ratio 0.6190
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size     2842, 5809166 req, miss ratio 0.5411, byte miss ratio 0.5411
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size     9475, 5809166 req, miss ratio 0.4697, byte miss ratio 0.4697
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size    28427, 5809166 req, miss ratio 0.4131, byte miss ratio 0.4131
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size    94758, 5809166 req, miss ratio 0.3327, byte miss ratio 0.3327
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size   189517, 5809166 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size   379034, 5809166 req, miss ratio 0.1777, byte miss ratio 0.1777
result/tencentBlock.ns3189.oracleGeneral.zst Cacheus cache size   758068, 5809166 req, miss ratio 0.1753, byte miss ratio 0.1753
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size      947, 5809166 req, miss ratio 0.6409, byte miss ratio 0.6409
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size     2842, 5809166 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size     9475, 5809166 req, miss ratio 0.4779, byte miss ratio 0.4779
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size    28427, 5809166 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size    94758, 5809166 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size   189517, 5809166 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size   379034, 5809166 req, miss ratio 0.1998, byte miss ratio 0.1998
result/tencentBlock.ns3189.oracleGeneral.zst Clock cache size   758068, 5809166 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size      947, 5809166 req, miss ratio 0.6665, byte miss ratio 0.6665
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size     2842, 5809166 req, miss ratio 0.5994, byte miss ratio 0.5994
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size     9475, 5809166 req, miss ratio 0.5063, byte miss ratio 0.5063
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size    28427, 5809166 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size    94758, 5809166 req, miss ratio 0.3571, byte miss ratio 0.3571
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size   189517, 5809166 req, miss ratio 0.2565, byte miss ratio 0.2565
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size   379034, 5809166 req, miss ratio 0.2031, byte miss ratio 0.2031
result/tencentBlock.ns3189.oracleGeneral.zst FIFO cache size   758068, 5809166 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size      947, 5809166 req, miss ratio 0.6346, byte miss ratio 0.6346
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size     2842, 5809166 req, miss ratio 0.5613, byte miss ratio 0.5613
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size     9475, 5809166 req, miss ratio 0.4762, byte miss ratio 0.4762
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size    28427, 5809166 req, miss ratio 0.4201, byte miss ratio 0.4201
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size    94758, 5809166 req, miss ratio 0.3402, byte miss ratio 0.3402
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size   189517, 5809166 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size   379034, 5809166 req, miss ratio 0.1999, byte miss ratio 0.1999
result/tencentBlock.ns3189.oracleGeneral.zst LeCaR cache size   758068, 5809166 req, miss ratio 0.1728, byte miss ratio 0.1728
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size      947, 5809166 req, miss ratio 0.6359, byte miss ratio 0.6359
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size     2842, 5809166 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size     9475, 5809166 req, miss ratio 0.4802, byte miss ratio 0.4802
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size    28427, 5809166 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size    94758, 5809166 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size   189517, 5809166 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size   379034, 5809166 req, miss ratio 0.1903, byte miss ratio 0.1903
result/tencentBlock.ns3189.oracleGeneral.zst clock2 cache size   758068, 5809166 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size      947, 5809166 req, miss ratio 0.6115, byte miss ratio 0.6115
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size     2842, 5809166 req, miss ratio 0.5257, byte miss ratio 0.5257
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size     9475, 5809166 req, miss ratio 0.4589, byte miss ratio 0.4589
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size    28427, 5809166 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size    94758, 5809166 req, miss ratio 0.3172, byte miss ratio 0.3172
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size   189517, 5809166 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size   379034, 5809166 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns3189.oracleGeneral.zst S3FIFO-d-1 cache size   758068, 5809166 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns3189.oracleGeneral.zst LRB cache size      947, 5809166 req, miss ratio 0.6197, byte miss ratio 0.6197
result/tencentBlock.ns3189.oracleGeneral.zst LRB cache size     2842, 5809166 req, miss ratio 0.5357, byte miss ratio 0.5357
result/tencentBlock.ns3189.oracleGeneral.zst LRB cache size     9475, 5809166 req, miss ratio 0.4662, byte miss ratio 0.4662
result/tencentBlock.ns3189.oracleGeneral.zst LRB cache size    28427, 5809166 req, miss ratio 0.4112, byte miss ratio 0.4112
