result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size      650, 5804329 req, miss ratio 0.6347, byte miss ratio 0.6347
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size     1952, 5804329 req, miss ratio 0.6068, byte miss ratio 0.6068
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size     6509, 5804329 req, miss ratio 0.5228, byte miss ratio 0.5228
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size    19529, 5804329 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size    65098, 5804329 req, miss ratio 0.3722, byte miss ratio 0.3722
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size   130197, 5804329 req, miss ratio 0.3420, byte miss ratio 0.3420
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size   260395, 5804329 req, miss ratio 0.1704, byte miss ratio 0.1704
result/tencentBlock.ns21812.oracleGeneral.zst LeCaR cache size   520790, 5804329 req, miss ratio 0.1136, byte miss ratio 0.1136
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size      650, 5804329 req, miss ratio 0.6381, byte miss ratio 0.6381
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size     1952, 5804329 req, miss ratio 0.6077, byte miss ratio 0.6077
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size     6509, 5804329 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size    19529, 5804329 req, miss ratio 0.4147, byte miss ratio 0.4147
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size    65098, 5804329 req, miss ratio 0.3735, byte miss ratio 0.3735
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size   130197, 5804329 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size   260395, 5804329 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns21812.oracleGeneral.zst clock2 cache size   520790, 5804329 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size      650, 5804329 req, miss ratio 0.6467, byte miss ratio 0.6467
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size     1952, 5804329 req, miss ratio 0.6045, byte miss ratio 0.6045
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size     6509, 5804329 req, miss ratio 0.4615, byte miss ratio 0.4615
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size    19529, 5804329 req, miss ratio 0.4060, byte miss ratio 0.4060
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size    65098, 5804329 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size   130197, 5804329 req, miss ratio 0.2787, byte miss ratio 0.2787
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size   260395, 5804329 req, miss ratio 0.1645, byte miss ratio 0.1645
result/tencentBlock.ns21812.oracleGeneral.zst LIRS cache size   520790, 5804329 req, miss ratio 0.1179, byte miss ratio 0.1179
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size      650, 5804329 req, miss ratio 0.6182, byte miss ratio 0.6182
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size     1952, 5804329 req, miss ratio 0.5870, byte miss ratio 0.5870
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size     6509, 5804329 req, miss ratio 0.4749, byte miss ratio 0.4749
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size    19529, 5804329 req, miss ratio 0.3992, byte miss ratio 0.3992
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size    65098, 5804329 req, miss ratio 0.3484, byte miss ratio 0.3484
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size   130197, 5804329 req, miss ratio 0.3157, byte miss ratio 0.3157
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size   260395, 5804329 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns21812.oracleGeneral.zst S3FIFO-1 cache size   520790, 5804329 req, miss ratio 0.1134, byte miss ratio 0.1134
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size      650, 5804329 req, miss ratio 0.6220, byte miss ratio 0.6220
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size     1952, 5804329 req, miss ratio 0.5923, byte miss ratio 0.5923
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size     6509, 5804329 req, miss ratio 0.5265, byte miss ratio 0.5265
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size    19529, 5804329 req, miss ratio 0.4034, byte miss ratio 0.4034
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size    65098, 5804329 req, miss ratio 0.3613, byte miss ratio 0.3613
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size   130197, 5804329 req, miss ratio 0.3431, byte miss ratio 0.3431
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size   260395, 5804329 req, miss ratio 0.1798, byte miss ratio 0.1798
result/tencentBlock.ns21812.oracleGeneral.zst Cacheus cache size   520790, 5804329 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size      650, 5804329 req, miss ratio 0.6179, byte miss ratio 0.6179
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size     1952, 5804329 req, miss ratio 0.5894, byte miss ratio 0.5894
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size     6509, 5804329 req, miss ratio 0.4758, byte miss ratio 0.4758
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size    19529, 5804329 req, miss ratio 0.4045, byte miss ratio 0.4045
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size    65098, 5804329 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size   130197, 5804329 req, miss ratio 0.3324, byte miss ratio 0.3324
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size   260395, 5804329 req, miss ratio 0.1738, byte miss ratio 0.1738
result/tencentBlock.ns21812.oracleGeneral.zst ARC cache size   520790, 5804329 req, miss ratio 0.1134, byte miss ratio 0.1134
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size      650, 5804329 req, miss ratio 0.6938, byte miss ratio 0.6938
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size     1952, 5804329 req, miss ratio 0.6379, byte miss ratio 0.6379
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size     6509, 5804329 req, miss ratio 0.5642, byte miss ratio 0.5642
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size    19529, 5804329 req, miss ratio 0.4410, byte miss ratio 0.4410
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size    65098, 5804329 req, miss ratio 0.3890, byte miss ratio 0.3890
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size   130197, 5804329 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size   260395, 5804329 req, miss ratio 0.2183, byte miss ratio 0.2183
result/tencentBlock.ns21812.oracleGeneral.zst FIFO cache size   520790, 5804329 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size      650, 5804329 req, miss ratio 0.6473, byte miss ratio 0.6473
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size     1952, 5804329 req, miss ratio 0.6135, byte miss ratio 0.6135
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size     6509, 5804329 req, miss ratio 0.5603, byte miss ratio 0.5603
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size    19529, 5804329 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size    65098, 5804329 req, miss ratio 0.3750, byte miss ratio 0.3750
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size   130197, 5804329 req, miss ratio 0.3451, byte miss ratio 0.3451
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size   260395, 5804329 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns21812.oracleGeneral.zst LRU cache size   520790, 5804329 req, miss ratio 0.1134, byte miss ratio 0.1134
result/tencentBlock.ns21812.oracleGeneral.zst Clock cache size      650, 5804329 req, miss ratio 0.6424, byte miss ratio 0.6424
result/tencentBlock.ns21812.oracleGeneral.zst Clock cache size     1952, 5804329 req, miss ratio 0.6120, byte miss ratio 0.6120
result/tencentBlock.ns21812.oracleGeneral.zst Clock cache size     6509, 5804329 req, miss ratio 0.5617, byte miss ratio 0.5617
result/tencentBlock.ns21812.oracleGeneral.zst Clock cache size    19529, 5804329 req, miss ratio 0.4187, byte miss ratio 0.4187
result/tencentBlock.ns21812.oracleGeneral.zst Clock cache size    65098, 5804329 req, miss ratio 0.3750, byte miss ratio 0.3750
result/tencentBlock.ns21812.oracleGeneral.zst Clock cache size   130197, 5804329 req, miss ratio 0.3442, byte miss ratio 0.3442
