result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size      392, 5356035 req, miss ratio 0.3593, byte miss ratio 0.3593
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size     1178, 5356035 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size     3927, 5356035 req, miss ratio 0.2223, byte miss ratio 0.2223
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size    11783, 5356035 req, miss ratio 0.1952, byte miss ratio 0.1952
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size    39279, 5356035 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size    78559, 5356035 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size   157118, 5356035 req, miss ratio 0.0791, byte miss ratio 0.0791
result/tencentBlock.ns14876.oracleGeneral.zst ARC cache size   314236, 5356035 req, miss ratio 0.0741, byte miss ratio 0.0741
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size      392, 5356035 req, miss ratio 0.3831, byte miss ratio 0.3831
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size     1178, 5356035 req, miss ratio 0.3100, byte miss ratio 0.3100
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size     3927, 5356035 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size    11783, 5356035 req, miss ratio 0.2041, byte miss ratio 0.2041
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size    39279, 5356035 req, miss ratio 0.1512, byte miss ratio 0.1512
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size    78559, 5356035 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size   157118, 5356035 req, miss ratio 0.0824, byte miss ratio 0.0824
result/tencentBlock.ns14876.oracleGeneral.zst Clock cache size   314236, 5356035 req, miss ratio 0.0741, byte miss ratio 0.0741
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size      392, 5356035 req, miss ratio 0.4606, byte miss ratio 0.4606
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size     1178, 5356035 req, miss ratio 0.3462, byte miss ratio 0.3462
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size     3927, 5356035 req, miss ratio 0.2691, byte miss ratio 0.2691
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size    11783, 5356035 req, miss ratio 0.2234, byte miss ratio 0.2234
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size    39279, 5356035 req, miss ratio 0.1596, byte miss ratio 0.1596
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size    78559, 5356035 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size   157118, 5356035 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns14876.oracleGeneral.zst FIFO cache size   314236, 5356035 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns14876.oracleGeneral.zst LHD cache size      392, 5356035 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns14876.oracleGeneral.zst LHD cache size     1178, 5356035 req, miss ratio 0.2979, byte miss ratio 0.2979
result/tencentBlock.ns14876.oracleGeneral.zst LHD cache size     3927, 5356035 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns14876.oracleGeneral.zst LHD cache size    11783, 5356035 req, miss ratio 0.1977, byte miss ratio 0.1977
result/tencentBlock.ns14876.oracleGeneral.zst LHD cache size    39279, 5356035 req, miss ratio 0.1434, byte miss ratio 0.1434
result/tencentBlock.ns14876.oracleGeneral.zst LHD cache size    78559, 5356035 req, miss ratio 0.1004, byte miss ratio 0.1004
