result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size      145, 1309905 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size      437, 1309905 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size     1459, 1309905 req, miss ratio 0.3812, byte miss ratio 0.3812
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size     4377, 1309905 req, miss ratio 0.3780, byte miss ratio 0.3780
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size    14590, 1309905 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size    29181, 1309905 req, miss ratio 0.2763, byte miss ratio 0.2763
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size    58362, 1309905 req, miss ratio 0.1782, byte miss ratio 0.1782
result/tencentBlock.ns23130.oracleGeneral.zst LHD cache size   116724, 1309905 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size      145, 1309905 req, miss ratio 0.3989, byte miss ratio 0.3989
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size      437, 1309905 req, miss ratio 0.3883, byte miss ratio 0.3883
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size     1459, 1309905 req, miss ratio 0.3818, byte miss ratio 0.3818
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size     4377, 1309905 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size    14590, 1309905 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size    29181, 1309905 req, miss ratio 0.2939, byte miss ratio 0.2939
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size    58362, 1309905 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns23130.oracleGeneral.zst Clock cache size   116724, 1309905 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns23130.oracleGeneral.zst clock2 cache size      145, 1309905 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns23130.oracleGeneral.zst clock2 cache size      437, 1309905 req, miss ratio 0.3889, byte miss ratio 0.3889
result/tencentBlock.ns23130.oracleGeneral.zst clock2 cache size     1459, 1309905 req, miss ratio 0.3819, byte miss ratio 0.3819
