result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size      436, 3652305 req, miss ratio 0.5113, byte miss ratio 0.5113
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size     1308, 3652305 req, miss ratio 0.4589, byte miss ratio 0.4589
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size     4362, 3652305 req, miss ratio 0.4123, byte miss ratio 0.4123
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size    13087, 3652305 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size    43626, 3652305 req, miss ratio 0.3159, byte miss ratio 0.3159
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size    87252, 3652305 req, miss ratio 0.2776, byte miss ratio 0.2776
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size   174504, 3652305 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns16944.oracleGeneral.zst S3FIFO-1 cache size   349009, 3652305 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size      436, 3652305 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size     1308, 3652305 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size     4362, 3652305 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size    13087, 3652305 req, miss ratio 0.4078, byte miss ratio 0.4078
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size    43626, 3652305 req, miss ratio 0.3477, byte miss ratio 0.3477
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size    87252, 3652305 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size   174504, 3652305 req, miss ratio 0.1931, byte miss ratio 0.1931
result/tencentBlock.ns16944.oracleGeneral.zst clock2 cache size   349009, 3652305 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns16944.oracleGeneral.zst Clock cache size      436, 3652305 req, miss ratio 0.5212, byte miss ratio 0.5212
result/tencentBlock.ns16944.oracleGeneral.zst Clock cache size     1308, 3652305 req, miss ratio 0.4875, byte miss ratio 0.4875
