result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size      167, 2066516 req, miss ratio 0.4610, byte miss ratio 0.4610
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size      503, 2066516 req, miss ratio 0.4466, byte miss ratio 0.4466
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size     1679, 2066516 req, miss ratio 0.4342, byte miss ratio 0.4342
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size     5037, 2066516 req, miss ratio 0.4277, byte miss ratio 0.4277
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size    16792, 2066516 req, miss ratio 0.3845, byte miss ratio 0.3845
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size    33585, 2066516 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size    67170, 2066516 req, miss ratio 0.2329, byte miss ratio 0.2329
result/tencentBlock.ns14083.oracleGeneral.zst Cacheus cache size   134341, 2066516 req, miss ratio 0.0871, byte miss ratio 0.0871
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size      167, 2066516 req, miss ratio 0.5160, byte miss ratio 0.5160
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size      503, 2066516 req, miss ratio 0.4845, byte miss ratio 0.4845
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size     1679, 2066516 req, miss ratio 0.4420, byte miss ratio 0.4420
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size     5037, 2066516 req, miss ratio 0.4282, byte miss ratio 0.4282
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size    16792, 2066516 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size    33585, 2066516 req, miss ratio 0.2881, byte miss ratio 0.2881
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size    67170, 2066516 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns14083.oracleGeneral.zst LIRS cache size   134341, 2066516 req, miss ratio 0.0864, byte miss ratio 0.0864
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size      167, 2066516 req, miss ratio 0.5595, byte miss ratio 0.5595
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size      503, 2066516 req, miss ratio 0.4885, byte miss ratio 0.4885
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size     1679, 2066516 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size     5037, 2066516 req, miss ratio 0.4405, byte miss ratio 0.4405
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size    16792, 2066516 req, miss ratio 0.3917, byte miss ratio 0.3917
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size    33585, 2066516 req, miss ratio 0.3297, byte miss ratio 0.3297
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size    67170, 2066516 req, miss ratio 0.2075, byte miss ratio 0.2075
result/tencentBlock.ns14083.oracleGeneral.zst FIFO cache size   134341, 2066516 req, miss ratio 0.1179, byte miss ratio 0.1179
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size      167, 2066516 req, miss ratio 0.4606, byte miss ratio 0.4606
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size      503, 2066516 req, miss ratio 0.4463, byte miss ratio 0.4463
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size     1679, 2066516 req, miss ratio 0.4338, byte miss ratio 0.4338
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size     5037, 2066516 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size    16792, 2066516 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size    33585, 2066516 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size    67170, 2066516 req, miss ratio 0.2027, byte miss ratio 0.2027
result/tencentBlock.ns14083.oracleGeneral.zst ARC cache size   134341, 2066516 req, miss ratio 0.0873, byte miss ratio 0.0873
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size      167, 2066516 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size      503, 2066516 req, miss ratio 0.4518, byte miss ratio 0.4518
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size     1679, 2066516 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size     5037, 2066516 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size    16792, 2066516 req, miss ratio 0.3697, byte miss ratio 0.3697
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size    33585, 2066516 req, miss ratio 0.3076, byte miss ratio 0.3076
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size    67170, 2066516 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns14083.oracleGeneral.zst LeCaR cache size   134341, 2066516 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size      167, 2066516 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size      503, 2066516 req, miss ratio 0.4524, byte miss ratio 0.4524
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size     1679, 2066516 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size     5037, 2066516 req, miss ratio 0.4310, byte miss ratio 0.4310
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size    16792, 2066516 req, miss ratio 0.3794, byte miss ratio 0.3794
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size    33585, 2066516 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size    67170, 2066516 req, miss ratio 0.2322, byte miss ratio 0.2322
result/tencentBlock.ns14083.oracleGeneral.zst clock2 cache size   134341, 2066516 req, miss ratio 0.1070, byte miss ratio 0.1070
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size      167, 2066516 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size      503, 2066516 req, miss ratio 0.4458, byte miss ratio 0.4458
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size     1679, 2066516 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size     5037, 2066516 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size    16792, 2066516 req, miss ratio 0.3609, byte miss ratio 0.3609
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size    33585, 2066516 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size    67170, 2066516 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-1 cache size   134341, 2066516 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size      167, 2066516 req, miss ratio 0.4821, byte miss ratio 0.4821
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size      503, 2066516 req, miss ratio 0.4528, byte miss ratio 0.4528
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size     1679, 2066516 req, miss ratio 0.4384, byte miss ratio 0.4384
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size     5037, 2066516 req, miss ratio 0.4274, byte miss ratio 0.4274
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size    16792, 2066516 req, miss ratio 0.3643, byte miss ratio 0.3643
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size    33585, 2066516 req, miss ratio 0.2899, byte miss ratio 0.2899
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size    67170, 2066516 req, miss ratio 0.1834, byte miss ratio 0.1834
result/tencentBlock.ns14083.oracleGeneral.zst LHD cache size   134341, 2066516 req, miss ratio 0.0921, byte miss ratio 0.0921
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size      167, 2066516 req, miss ratio 0.4786, byte miss ratio 0.4786
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size      503, 2066516 req, miss ratio 0.4526, byte miss ratio 0.4526
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size     1679, 2066516 req, miss ratio 0.4408, byte miss ratio 0.4408
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size     5037, 2066516 req, miss ratio 0.4327, byte miss ratio 0.4327
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size    16792, 2066516 req, miss ratio 0.3789, byte miss ratio 0.3789
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size    33585, 2066516 req, miss ratio 0.3138, byte miss ratio 0.3138
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size    67170, 2066516 req, miss ratio 0.1988, byte miss ratio 0.1988
result/tencentBlock.ns14083.oracleGeneral.zst LRU cache size   134341, 2066516 req, miss ratio 0.0882, byte miss ratio 0.0882
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size      167, 2066516 req, miss ratio 0.4762, byte miss ratio 0.4762
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size      503, 2066516 req, miss ratio 0.4522, byte miss ratio 0.4522
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size     1679, 2066516 req, miss ratio 0.4402, byte miss ratio 0.4402
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size     5037, 2066516 req, miss ratio 0.4321, byte miss ratio 0.4321
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size    16792, 2066516 req, miss ratio 0.3783, byte miss ratio 0.3783
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size    33585, 2066516 req, miss ratio 0.3241, byte miss ratio 0.3241
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size    67170, 2066516 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns14083.oracleGeneral.zst Clock cache size   134341, 2066516 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size      167, 2066516 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size      503, 2066516 req, miss ratio 0.4429, byte miss ratio 0.4429
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size     1679, 2066516 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size     5037, 2066516 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size    16792, 2066516 req, miss ratio 0.3605, byte miss ratio 0.3605
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size    33585, 2066516 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size    67170, 2066516 req, miss ratio 0.2030, byte miss ratio 0.2030
result/tencentBlock.ns14083.oracleGeneral.zst S3FIFO-d-1 cache size   134341, 2066516 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns14083.oracleGeneral.zst LRB cache size      167, 2066516 req, miss ratio 0.5896, byte miss ratio 0.5896
result/tencentBlock.ns14083.oracleGeneral.zst LRB cache size      503, 2066516 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns14083.oracleGeneral.zst LRB cache size     1679, 2066516 req, miss ratio 0.4562, byte miss ratio 0.4562
result/tencentBlock.ns14083.oracleGeneral.zst LRB cache size     5037, 2066516 req, miss ratio 0.4139, byte miss ratio 0.4139
result/tencentBlock.ns14083.oracleGeneral.zst LRB cache size    16792, 2066516 req, miss ratio 0.3333, byte miss ratio 0.3333
