result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size      143, 1330854 req, miss ratio 0.5589, byte miss ratio 0.5589
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size      429, 1330854 req, miss ratio 0.5468, byte miss ratio 0.5468
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size     1430, 1330854 req, miss ratio 0.5404, byte miss ratio 0.5404
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size     4291, 1330854 req, miss ratio 0.5308, byte miss ratio 0.5308
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size    14304, 1330854 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size    28608, 1330854 req, miss ratio 0.4073, byte miss ratio 0.4073
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size    57217, 1330854 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns20791.oracleGeneral.zst S3FIFO-1 cache size   114434, 1330854 req, miss ratio 0.1329, byte miss ratio 0.1329
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size      143, 1330854 req, miss ratio 0.5568, byte miss ratio 0.5568
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size      429, 1330854 req, miss ratio 0.5468, byte miss ratio 0.5468
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size     1430, 1330854 req, miss ratio 0.5412, byte miss ratio 0.5412
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size     4291, 1330854 req, miss ratio 0.5314, byte miss ratio 0.5314
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size    14304, 1330854 req, miss ratio 0.4871, byte miss ratio 0.4871
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size    28608, 1330854 req, miss ratio 0.4366, byte miss ratio 0.4366
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size    57217, 1330854 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns20791.oracleGeneral.zst Cacheus cache size   114434, 1330854 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size      143, 1330854 req, miss ratio 0.5764, byte miss ratio 0.5764
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size      429, 1330854 req, miss ratio 0.5515, byte miss ratio 0.5515
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size     1430, 1330854 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size     4291, 1330854 req, miss ratio 0.5381, byte miss ratio 0.5381
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size    14304, 1330854 req, miss ratio 0.5116, byte miss ratio 0.5116
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size    28608, 1330854 req, miss ratio 0.4341, byte miss ratio 0.4341
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size    57217, 1330854 req, miss ratio 0.3204, byte miss ratio 0.3204
result/tencentBlock.ns20791.oracleGeneral.zst LHD cache size   114434, 1330854 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size      143, 1330854 req, miss ratio 0.5777, byte miss ratio 0.5777
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size      429, 1330854 req, miss ratio 0.5518, byte miss ratio 0.5518
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size     1430, 1330854 req, miss ratio 0.5458, byte miss ratio 0.5458
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size     4291, 1330854 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size    14304, 1330854 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size    28608, 1330854 req, miss ratio 0.4456, byte miss ratio 0.4456
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size    57217, 1330854 req, miss ratio 0.3599, byte miss ratio 0.3599
result/tencentBlock.ns20791.oracleGeneral.zst LRU cache size   114434, 1330854 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size      143, 1330854 req, miss ratio 0.5567, byte miss ratio 0.5567
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size      429, 1330854 req, miss ratio 0.5459, byte miss ratio 0.5459
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size     1430, 1330854 req, miss ratio 0.5414, byte miss ratio 0.5414
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size     4291, 1330854 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size    14304, 1330854 req, miss ratio 0.4969, byte miss ratio 0.4969
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size    28608, 1330854 req, miss ratio 0.4161, byte miss ratio 0.4161
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size    57217, 1330854 req, miss ratio 0.3543, byte miss ratio 0.3543
result/tencentBlock.ns20791.oracleGeneral.zst ARC cache size   114434, 1330854 req, miss ratio 0.1336, byte miss ratio 0.1336
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size      143, 1330854 req, miss ratio 0.6162, byte miss ratio 0.6162
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size      429, 1330854 req, miss ratio 0.5911, byte miss ratio 0.5911
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size     1430, 1330854 req, miss ratio 0.5448, byte miss ratio 0.5448
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size     4291, 1330854 req, miss ratio 0.5315, byte miss ratio 0.5315
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size    14304, 1330854 req, miss ratio 0.4751, byte miss ratio 0.4751
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size    28608, 1330854 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size    57217, 1330854 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns20791.oracleGeneral.zst LIRS cache size   114434, 1330854 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns20791.oracleGeneral.zst clock2 cache size      143, 1330854 req, miss ratio 0.5748, byte miss ratio 0.5748
result/tencentBlock.ns20791.oracleGeneral.zst clock2 cache size      429, 1330854 req, miss ratio 0.5511, byte miss ratio 0.5511
result/tencentBlock.ns20791.oracleGeneral.zst clock2 cache size     1430, 1330854 req, miss ratio 0.5447, byte miss ratio 0.5447
