result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size      154, 1208352 req, miss ratio 0.5863, byte miss ratio 0.5863
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size      464, 1208352 req, miss ratio 0.5458, byte miss ratio 0.5458
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size     1548, 1208352 req, miss ratio 0.5137, byte miss ratio 0.5137
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size     4645, 1208352 req, miss ratio 0.4611, byte miss ratio 0.4611
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size    15483, 1208352 req, miss ratio 0.4216, byte miss ratio 0.4216
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size    30967, 1208352 req, miss ratio 0.3541, byte miss ratio 0.3541
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size    61934, 1208352 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns16671.oracleGeneral.zst LeCaR cache size   123868, 1208352 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size      154, 1208352 req, miss ratio 0.7102, byte miss ratio 0.7102
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size      464, 1208352 req, miss ratio 0.5992, byte miss ratio 0.5992
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size     1548, 1208352 req, miss ratio 0.5363, byte miss ratio 0.5363
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size     4645, 1208352 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size    15483, 1208352 req, miss ratio 0.4364, byte miss ratio 0.4364
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size    30967, 1208352 req, miss ratio 0.3709, byte miss ratio 0.3709
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size    61934, 1208352 req, miss ratio 0.2604, byte miss ratio 0.2604
result/tencentBlock.ns16671.oracleGeneral.zst FIFO cache size   123868, 1208352 req, miss ratio 0.1524, byte miss ratio 0.1524
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size      154, 1208352 req, miss ratio 0.5581, byte miss ratio 0.5581
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size      464, 1208352 req, miss ratio 0.5311, byte miss ratio 0.5311
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size     1548, 1208352 req, miss ratio 0.4836, byte miss ratio 0.4836
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size     4645, 1208352 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size    15483, 1208352 req, miss ratio 0.3861, byte miss ratio 0.3861
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size    30967, 1208352 req, miss ratio 0.3528, byte miss ratio 0.3528
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size    61934, 1208352 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns16671.oracleGeneral.zst Cacheus cache size   123868, 1208352 req, miss ratio 0.1318, byte miss ratio 0.1318
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size      154, 1208352 req, miss ratio 0.5919, byte miss ratio 0.5919
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size      464, 1208352 req, miss ratio 0.5447, byte miss ratio 0.5447
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size     1548, 1208352 req, miss ratio 0.5102, byte miss ratio 0.5102
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size     4645, 1208352 req, miss ratio 0.4582, byte miss ratio 0.4582
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size    15483, 1208352 req, miss ratio 0.4167, byte miss ratio 0.4167
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size    30967, 1208352 req, miss ratio 0.3537, byte miss ratio 0.3537
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size    61934, 1208352 req, miss ratio 0.2580, byte miss ratio 0.2580
result/tencentBlock.ns16671.oracleGeneral.zst clock2 cache size   123868, 1208352 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns16671.oracleGeneral.zst ARC cache size      154, 1208352 req, miss ratio 0.5545, byte miss ratio 0.5545
result/tencentBlock.ns16671.oracleGeneral.zst ARC cache size      464, 1208352 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns16671.oracleGeneral.zst ARC cache size     1548, 1208352 req, miss ratio 0.4645, byte miss ratio 0.4645
result/tencentBlock.ns16671.oracleGeneral.zst ARC cache size     4645, 1208352 req, miss ratio 0.4376, byte miss ratio 0.4376
result/tencentBlock.ns16671.oracleGeneral.zst ARC cache size    15483, 1208352 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns16671.oracleGeneral.zst ARC cache size    30967, 1208352 req, miss ratio 0.3332, byte miss ratio 0.3332
