result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size      537, 2653039 req, miss ratio 0.7842, byte miss ratio 0.7842
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size     1613, 2653039 req, miss ratio 0.7058, byte miss ratio 0.7058
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size     5376, 2653039 req, miss ratio 0.6265, byte miss ratio 0.6265
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size    16130, 2653039 req, miss ratio 0.5413, byte miss ratio 0.5413
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size    53768, 2653039 req, miss ratio 0.4129, byte miss ratio 0.4129
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size   107536, 2653039 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size   215073, 2653039 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns16558.oracleGeneral.zst FIFO cache size   430146, 2653039 req, miss ratio 0.2240, byte miss ratio 0.2240
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size      537, 2653039 req, miss ratio 0.7506, byte miss ratio 0.7506
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size     1613, 2653039 req, miss ratio 0.6790, byte miss ratio 0.6790
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size     5376, 2653039 req, miss ratio 0.6059, byte miss ratio 0.6059
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size    16130, 2653039 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size    53768, 2653039 req, miss ratio 0.3844, byte miss ratio 0.3844
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size   107536, 2653039 req, miss ratio 0.2902, byte miss ratio 0.2902
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size   215073, 2653039 req, miss ratio 0.2197, byte miss ratio 0.2197
result/tencentBlock.ns16558.oracleGeneral.zst LRU cache size   430146, 2653039 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size      537, 2653039 req, miss ratio 0.7441, byte miss ratio 0.7441
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size     1613, 2653039 req, miss ratio 0.6735, byte miss ratio 0.6735
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size     5376, 2653039 req, miss ratio 0.6024, byte miss ratio 0.6024
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size    16130, 2653039 req, miss ratio 0.5237, byte miss ratio 0.5237
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size    53768, 2653039 req, miss ratio 0.3808, byte miss ratio 0.3808
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size   107536, 2653039 req, miss ratio 0.2966, byte miss ratio 0.2966
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size   215073, 2653039 req, miss ratio 0.2188, byte miss ratio 0.2188
result/tencentBlock.ns16558.oracleGeneral.zst Clock cache size   430146, 2653039 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size      537, 2653039 req, miss ratio 0.7440, byte miss ratio 0.7440
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size     1613, 2653039 req, miss ratio 0.6677, byte miss ratio 0.6677
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size     5376, 2653039 req, miss ratio 0.5990, byte miss ratio 0.5990
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size    16130, 2653039 req, miss ratio 0.5133, byte miss ratio 0.5133
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size    53768, 2653039 req, miss ratio 0.3649, byte miss ratio 0.3649
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size   107536, 2653039 req, miss ratio 0.2584, byte miss ratio 0.2584
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size   215073, 2653039 req, miss ratio 0.2195, byte miss ratio 0.2195
result/tencentBlock.ns16558.oracleGeneral.zst LHD cache size   430146, 2653039 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size      537, 2653039 req, miss ratio 0.7390, byte miss ratio 0.7390
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size     1613, 2653039 req, miss ratio 0.6668, byte miss ratio 0.6668
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size     5376, 2653039 req, miss ratio 0.6010, byte miss ratio 0.6010
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size    16130, 2653039 req, miss ratio 0.5230, byte miss ratio 0.5230
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size    53768, 2653039 req, miss ratio 0.3807, byte miss ratio 0.3807
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size   107536, 2653039 req, miss ratio 0.2955, byte miss ratio 0.2955
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size   215073, 2653039 req, miss ratio 0.2173, byte miss ratio 0.2173
result/tencentBlock.ns16558.oracleGeneral.zst clock2 cache size   430146, 2653039 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size      537, 2653039 req, miss ratio 0.7152, byte miss ratio 0.7152
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size     1613, 2653039 req, miss ratio 0.6552, byte miss ratio 0.6552
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size     5376, 2653039 req, miss ratio 0.5898, byte miss ratio 0.5898
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size    16130, 2653039 req, miss ratio 0.5131, byte miss ratio 0.5131
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size    53768, 2653039 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size   107536, 2653039 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size   215073, 2653039 req, miss ratio 0.2166, byte miss ratio 0.2166
result/tencentBlock.ns16558.oracleGeneral.zst Cacheus cache size   430146, 2653039 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size      537, 2653039 req, miss ratio 0.7093, byte miss ratio 0.7093
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size     1613, 2653039 req, miss ratio 0.6548, byte miss ratio 0.6548
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size     5376, 2653039 req, miss ratio 0.5895, byte miss ratio 0.5895
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size    16130, 2653039 req, miss ratio 0.5022, byte miss ratio 0.5022
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size    53768, 2653039 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size   107536, 2653039 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size   215073, 2653039 req, miss ratio 0.2176, byte miss ratio 0.2176
result/tencentBlock.ns16558.oracleGeneral.zst ARC cache size   430146, 2653039 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size      537, 2653039 req, miss ratio 0.7268, byte miss ratio 0.7268
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size     1613, 2653039 req, miss ratio 0.6794, byte miss ratio 0.6794
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size     5376, 2653039 req, miss ratio 0.6153, byte miss ratio 0.6153
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size    16130, 2653039 req, miss ratio 0.5146, byte miss ratio 0.5146
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size    53768, 2653039 req, miss ratio 0.3524, byte miss ratio 0.3524
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size   107536, 2653039 req, miss ratio 0.2524, byte miss ratio 0.2524
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size   215073, 2653039 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns16558.oracleGeneral.zst LIRS cache size   430146, 2653039 req, miss ratio 0.2101, byte miss ratio 0.2101
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size      537, 2653039 req, miss ratio 0.7466, byte miss ratio 0.7466
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size     1613, 2653039 req, miss ratio 0.6769, byte miss ratio 0.6769
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size     5376, 2653039 req, miss ratio 0.6047, byte miss ratio 0.6047
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size    16130, 2653039 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size    53768, 2653039 req, miss ratio 0.3792, byte miss ratio 0.3792
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size   107536, 2653039 req, miss ratio 0.2571, byte miss ratio 0.2571
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size   215073, 2653039 req, miss ratio 0.2170, byte miss ratio 0.2170
result/tencentBlock.ns16558.oracleGeneral.zst LeCaR cache size   430146, 2653039 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size      537, 2653039 req, miss ratio 0.7104, byte miss ratio 0.7104
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size     1613, 2653039 req, miss ratio 0.6628, byte miss ratio 0.6628
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size     5376, 2653039 req, miss ratio 0.5966, byte miss ratio 0.5966
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size    16130, 2653039 req, miss ratio 0.4892, byte miss ratio 0.4892
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size    53768, 2653039 req, miss ratio 0.3427, byte miss ratio 0.3427
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size   107536, 2653039 req, miss ratio 0.2399, byte miss ratio 0.2399
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size   215073, 2653039 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-1 cache size   430146, 2653039 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size      537, 2653039 req, miss ratio 0.7048, byte miss ratio 0.7048
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size     1613, 2653039 req, miss ratio 0.6537, byte miss ratio 0.6537
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size     5376, 2653039 req, miss ratio 0.5925, byte miss ratio 0.5925
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size    16130, 2653039 req, miss ratio 0.4888, byte miss ratio 0.4888
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size    53768, 2653039 req, miss ratio 0.3431, byte miss ratio 0.3431
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size   107536, 2653039 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size   215073, 2653039 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d-1 cache size   430146, 2653039 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size      537, 2653039 req, miss ratio 0.7215, byte miss ratio 0.7215
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size     1613, 2653039 req, miss ratio 0.6668, byte miss ratio 0.6668
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size     5376, 2653039 req, miss ratio 0.5831, byte miss ratio 0.5831
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size    16130, 2653039 req, miss ratio 0.4834, byte miss ratio 0.4834
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size    53768, 2653039 req, miss ratio 0.3281, byte miss ratio 0.3281
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size   107536, 2653039 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size   215073, 2653039 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns16558.oracleGeneral.zst LRB cache size   430146, 2653039 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size      537, 2653039 req, miss ratio 0.7587, byte miss ratio 0.7587
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size     1613, 2653039 req, miss ratio 0.6935, byte miss ratio 0.6935
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size     5376, 2653039 req, miss ratio 0.6263, byte miss ratio 0.6263
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size    16130, 2653039 req, miss ratio 0.5406, byte miss ratio 0.5406
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size    53768, 2653039 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size   107536, 2653039 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size   215073, 2653039 req, miss ratio 0.2969, byte miss ratio 0.2969
result/tencentBlock.ns16558.oracleGeneral.zst B-LRU cache size   430146, 2653039 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size      537, 2653039 req, miss ratio 0.7111, byte miss ratio 0.7111
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size     1613, 2653039 req, miss ratio 0.6637, byte miss ratio 0.6637
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size     5376, 2653039 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size    16130, 2653039 req, miss ratio 0.4889, byte miss ratio 0.4889
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size    53768, 2653039 req, miss ratio 0.3439, byte miss ratio 0.3439
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size   107536, 2653039 req, miss ratio 0.2567, byte miss ratio 0.2567
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size   215073, 2653039 req, miss ratio 0.2410, byte miss ratio 0.2410
result/tencentBlock.ns16558.oracleGeneral.zst TwoQ cache size   430146, 2653039 req, miss ratio 0.2240, byte miss ratio 0.2240
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size      537, 2653039 req, miss ratio 0.7151, byte miss ratio 0.7151
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1613, 2653039 req, miss ratio 0.6696, byte miss ratio 0.6696
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size     5376, 2653039 req, miss ratio 0.6063, byte miss ratio 0.6063
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size    16130, 2653039 req, miss ratio 0.5035, byte miss ratio 0.5035
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size    53768, 2653039 req, miss ratio 0.3704, byte miss ratio 0.3704
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size   107536, 2653039 req, miss ratio 0.2631, byte miss ratio 0.2631
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size   215073, 2653039 req, miss ratio 0.2173, byte miss ratio 0.2173
result/tencentBlock.ns16558.oracleGeneral.zst S4LRU(25:25:25:25) cache size   430146, 2653039 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      537, 2653039 req, miss ratio 0.7491, byte miss ratio 0.7491
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1613, 2653039 req, miss ratio 0.6782, byte miss ratio 0.6782
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     5376, 2653039 req, miss ratio 0.6128, byte miss ratio 0.6128
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    16130, 2653039 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    53768, 2653039 req, miss ratio 0.3965, byte miss ratio 0.3965
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   107536, 2653039 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   215073, 2653039 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns16558.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   430146, 2653039 req, miss ratio 0.2153, byte miss ratio 0.2153
result/tencentBlock.ns16558.oracleGeneral.zst S3FIFO-d cache size      537, 2653039 req, miss ratio 0.7129, byte miss ratio 0.7129
