result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size      337, 2755180 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size     1012, 2755180 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size     3374, 2755180 req, miss ratio 0.3478, byte miss ratio 0.3478
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size    10122, 2755180 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size    33741, 2755180 req, miss ratio 0.2703, byte miss ratio 0.2703
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size    67483, 2755180 req, miss ratio 0.2121, byte miss ratio 0.2121
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size   134966, 2755180 req, miss ratio 0.1503, byte miss ratio 0.1503
result/tencentBlock.ns22382.oracleGeneral.zst Cacheus cache size   269933, 2755180 req, miss ratio 0.1233, byte miss ratio 0.1233
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size      337, 2755180 req, miss ratio 0.5522, byte miss ratio 0.5522
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size     1012, 2755180 req, miss ratio 0.4747, byte miss ratio 0.4747
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size     3374, 2755180 req, miss ratio 0.3723, byte miss ratio 0.3723
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size    10122, 2755180 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size    33741, 2755180 req, miss ratio 0.2749, byte miss ratio 0.2749
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size    67483, 2755180 req, miss ratio 0.2386, byte miss ratio 0.2386
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size   134966, 2755180 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns22382.oracleGeneral.zst Clock cache size   269933, 2755180 req, miss ratio 0.1233, byte miss ratio 0.1233
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size      337, 2755180 req, miss ratio 0.5477, byte miss ratio 0.5477
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size     1012, 2755180 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size     3374, 2755180 req, miss ratio 0.3545, byte miss ratio 0.3545
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size    10122, 2755180 req, miss ratio 0.3326, byte miss ratio 0.3326
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size    33741, 2755180 req, miss ratio 0.2723, byte miss ratio 0.2723
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size    67483, 2755180 req, miss ratio 0.2174, byte miss ratio 0.2174
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size   134966, 2755180 req, miss ratio 0.1401, byte miss ratio 0.1401
result/tencentBlock.ns22382.oracleGeneral.zst LeCaR cache size   269933, 2755180 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size      337, 2755180 req, miss ratio 0.5454, byte miss ratio 0.5454
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size     1012, 2755180 req, miss ratio 0.4689, byte miss ratio 0.4689
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size     3374, 2755180 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size    10122, 2755180 req, miss ratio 0.3288, byte miss ratio 0.3288
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size    33741, 2755180 req, miss ratio 0.2719, byte miss ratio 0.2719
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size    67483, 2755180 req, miss ratio 0.2143, byte miss ratio 0.2143
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size   134966, 2755180 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns22382.oracleGeneral.zst LHD cache size   269933, 2755180 req, miss ratio 0.1239, byte miss ratio 0.1239
result/tencentBlock.ns22382.oracleGeneral.zst LIRS cache size      337, 2755180 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns22382.oracleGeneral.zst LIRS cache size     1012, 2755180 req, miss ratio 0.4553, byte miss ratio 0.4553
result/tencentBlock.ns22382.oracleGeneral.zst LIRS cache size     3374, 2755180 req, miss ratio 0.3587, byte miss ratio 0.3587
