result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size      134, 3316552 req, miss ratio 0.3138, byte miss ratio 0.3138
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size      402, 3316552 req, miss ratio 0.2666, byte miss ratio 0.2666
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size     1341, 3316552 req, miss ratio 0.2196, byte miss ratio 0.2196
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size     4024, 3316552 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size    13415, 3316552 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size    26830, 3316552 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size    53660, 3316552 req, miss ratio 0.0563, byte miss ratio 0.0563
result/tencentBlock.ns1924.oracleGeneral.zst LRU cache size   107320, 3316552 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size      134, 3316552 req, miss ratio 0.3022, byte miss ratio 0.3022
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size      402, 3316552 req, miss ratio 0.2544, byte miss ratio 0.2544
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size     1341, 3316552 req, miss ratio 0.2138, byte miss ratio 0.2138
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size     4024, 3316552 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size    13415, 3316552 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size    26830, 3316552 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size    53660, 3316552 req, miss ratio 0.0531, byte miss ratio 0.0531
result/tencentBlock.ns1924.oracleGeneral.zst LeCaR cache size   107320, 3316552 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns1924.oracleGeneral.zst LIRS cache size      134, 3316552 req, miss ratio 0.2900, byte miss ratio 0.2900
result/tencentBlock.ns1924.oracleGeneral.zst LIRS cache size      402, 3316552 req, miss ratio 0.2337, byte miss ratio 0.2337
result/tencentBlock.ns1924.oracleGeneral.zst LIRS cache size     1341, 3316552 req, miss ratio 0.1943, byte miss ratio 0.1943
