result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size      112, 3710578 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size      337, 3710578 req, miss ratio 0.3784, byte miss ratio 0.3784
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size     1124, 3710578 req, miss ratio 0.3170, byte miss ratio 0.3170
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size     3373, 3710578 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size    11245, 3710578 req, miss ratio 0.1802, byte miss ratio 0.1802
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size    22490, 3710578 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size    44981, 3710578 req, miss ratio 0.1300, byte miss ratio 0.1300
result/tencentBlock.ns8000.oracleGeneral.zst Clock cache size    89962, 3710578 req, miss ratio 0.0349, byte miss ratio 0.0349
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size      112, 3710578 req, miss ratio 0.3832, byte miss ratio 0.3832
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size      337, 3710578 req, miss ratio 0.3154, byte miss ratio 0.3154
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size     1124, 3710578 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size     3373, 3710578 req, miss ratio 0.2110, byte miss ratio 0.2110
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size    11245, 3710578 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size    22490, 3710578 req, miss ratio 0.1556, byte miss ratio 0.1556
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size    44981, 3710578 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns8000.oracleGeneral.zst ARC cache size    89962, 3710578 req, miss ratio 0.0309, byte miss ratio 0.0309
