result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size      316, 1586755 req, miss ratio 0.6140, byte miss ratio 0.6140
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size      949, 1586755 req, miss ratio 0.6069, byte miss ratio 0.6069
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size     3163, 1586755 req, miss ratio 0.5992, byte miss ratio 0.5992
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size     9490, 1586755 req, miss ratio 0.5845, byte miss ratio 0.5845
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size    31635, 1586755 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size    63270, 1586755 req, miss ratio 0.4486, byte miss ratio 0.4486
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size   126540, 1586755 req, miss ratio 0.2324, byte miss ratio 0.2324
result/tencentBlock.ns21091.oracleGeneral.zst LeCaR cache size   253081, 1586755 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size      316, 1586755 req, miss ratio 0.6158, byte miss ratio 0.6158
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size      949, 1586755 req, miss ratio 0.6069, byte miss ratio 0.6069
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size     3163, 1586755 req, miss ratio 0.5968, byte miss ratio 0.5968
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size     9490, 1586755 req, miss ratio 0.5818, byte miss ratio 0.5818
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size    31635, 1586755 req, miss ratio 0.5068, byte miss ratio 0.5068
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size    63270, 1586755 req, miss ratio 0.4202, byte miss ratio 0.4202
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size   126540, 1586755 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns21091.oracleGeneral.zst LHD cache size   253081, 1586755 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns21091.oracleGeneral.zst FIFO cache size      316, 1586755 req, miss ratio 0.6607, byte miss ratio 0.6607
result/tencentBlock.ns21091.oracleGeneral.zst FIFO cache size      949, 1586755 req, miss ratio 0.6249, byte miss ratio 0.6249
result/tencentBlock.ns21091.oracleGeneral.zst FIFO cache size     3163, 1586755 req, miss ratio 0.6052, byte miss ratio 0.6052
result/tencentBlock.ns21091.oracleGeneral.zst FIFO cache size     9490, 1586755 req, miss ratio 0.5876, byte miss ratio 0.5876
result/tencentBlock.ns21091.oracleGeneral.zst FIFO cache size    31635, 1586755 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns21091.oracleGeneral.zst FIFO cache size    63270, 1586755 req, miss ratio 0.4420, byte miss ratio 0.4420
