result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size      221, 24242910 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size      664, 24242910 req, miss ratio 0.2837, byte miss ratio 0.2837
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size     2213, 24242910 req, miss ratio 0.2237, byte miss ratio 0.2237
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size     6641, 24242910 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size    22139, 24242910 req, miss ratio 0.0763, byte miss ratio 0.0763
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size    44278, 24242910 req, miss ratio 0.0400, byte miss ratio 0.0400
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size    88557, 24242910 req, miss ratio 0.0258, byte miss ratio 0.0258
result/tencentBlock.ns1566.oracleGeneral.zst LRU cache size   177114, 24242910 req, miss ratio 0.0102, byte miss ratio 0.0102
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size      221, 24242910 req, miss ratio 0.3517, byte miss ratio 0.3517
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size      664, 24242910 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size     2213, 24242910 req, miss ratio 0.2098, byte miss ratio 0.2098
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size     6641, 24242910 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size    22139, 24242910 req, miss ratio 0.0649, byte miss ratio 0.0649
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size    44278, 24242910 req, miss ratio 0.0380, byte miss ratio 0.0380
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size    88557, 24242910 req, miss ratio 0.0233, byte miss ratio 0.0233
result/tencentBlock.ns1566.oracleGeneral.zst ARC cache size   177114, 24242910 req, miss ratio 0.0100, byte miss ratio 0.0100
result/tencentBlock.ns1566.oracleGeneral.zst LIRS cache size      221, 24242910 req, miss ratio 0.3384, byte miss ratio 0.3384
result/tencentBlock.ns1566.oracleGeneral.zst LIRS cache size      664, 24242910 req, miss ratio 0.2682, byte miss ratio 0.2682
result/tencentBlock.ns1566.oracleGeneral.zst LIRS cache size     2213, 24242910 req, miss ratio 0.2151, byte miss ratio 0.2151
result/tencentBlock.ns1566.oracleGeneral.zst LIRS cache size     6641, 24242910 req, miss ratio 0.1523, byte miss ratio 0.1523
result/tencentBlock.ns1566.oracleGeneral.zst LIRS cache size    22139, 24242910 req, miss ratio 0.0633, byte miss ratio 0.0633
result/tencentBlock.ns1566.oracleGeneral.zst LIRS cache size    44278, 24242910 req, miss ratio 0.0391, byte miss ratio 0.0391
