result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size      552, 5935149 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size     1657, 5935149 req, miss ratio 0.3243, byte miss ratio 0.3243
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size     5525, 5935149 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size    16575, 5935149 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size    55250, 5935149 req, miss ratio 0.2005, byte miss ratio 0.2005
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size   110501, 5935149 req, miss ratio 0.1565, byte miss ratio 0.1565
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size   221002, 5935149 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns23257.oracleGeneral.zst LIRS cache size   442004, 5935149 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size      552, 5935149 req, miss ratio 0.4494, byte miss ratio 0.4494
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size     1657, 5935149 req, miss ratio 0.3327, byte miss ratio 0.3327
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size     5525, 5935149 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size    16575, 5935149 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size    55250, 5935149 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size   110501, 5935149 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size   221002, 5935149 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns23257.oracleGeneral.zst LHD cache size   442004, 5935149 req, miss ratio 0.0941, byte miss ratio 0.0941
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size      552, 5935149 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size     1657, 5935149 req, miss ratio 0.3142, byte miss ratio 0.3142
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size     5525, 5935149 req, miss ratio 0.2714, byte miss ratio 0.2714
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size    16575, 5935149 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size    55250, 5935149 req, miss ratio 0.2004, byte miss ratio 0.2004
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size   110501, 5935149 req, miss ratio 0.1511, byte miss ratio 0.1511
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size   221002, 5935149 req, miss ratio 0.1024, byte miss ratio 0.1024
result/tencentBlock.ns23257.oracleGeneral.zst ARC cache size   442004, 5935149 req, miss ratio 0.0939, byte miss ratio 0.0939
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size      552, 5935149 req, miss ratio 0.5208, byte miss ratio 0.5208
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size     1657, 5935149 req, miss ratio 0.4042, byte miss ratio 0.4042
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size     5525, 5935149 req, miss ratio 0.3194, byte miss ratio 0.3194
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size    16575, 5935149 req, miss ratio 0.2723, byte miss ratio 0.2723
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size    55250, 5935149 req, miss ratio 0.2140, byte miss ratio 0.2140
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size   110501, 5935149 req, miss ratio 0.1604, byte miss ratio 0.1604
result/tencentBlock.ns23257.oracleGeneral.zst FIFO cache size   221002, 5935149 req, miss ratio 0.1244, byte miss ratio 0.1244
