result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size      566, 4626075 req, miss ratio 0.7080, byte miss ratio 0.7080
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size     1699, 4626075 req, miss ratio 0.6014, byte miss ratio 0.6014
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size     5666, 4626075 req, miss ratio 0.5376, byte miss ratio 0.5376
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size    16999, 4626075 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size    56665, 4626075 req, miss ratio 0.3365, byte miss ratio 0.3365
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size   113331, 4626075 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size   226663, 4626075 req, miss ratio 0.1537, byte miss ratio 0.1537
result/tencentBlock.ns5346.oracleGeneral.zst Clock cache size   453326, 4626075 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size      566, 4626075 req, miss ratio 0.7496, byte miss ratio 0.7496
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size     1699, 4626075 req, miss ratio 0.6532, byte miss ratio 0.6532
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size     5666, 4626075 req, miss ratio 0.5772, byte miss ratio 0.5772
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size    16999, 4626075 req, miss ratio 0.5087, byte miss ratio 0.5087
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size    56665, 4626075 req, miss ratio 0.3709, byte miss ratio 0.3709
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size   113331, 4626075 req, miss ratio 0.2581, byte miss ratio 0.2581
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size   226663, 4626075 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns5346.oracleGeneral.zst FIFO cache size   453326, 4626075 req, miss ratio 0.1461, byte miss ratio 0.1461
result/tencentBlock.ns5346.oracleGeneral.zst LeCaR cache size      566, 4626075 req, miss ratio 0.7088, byte miss ratio 0.7088
result/tencentBlock.ns5346.oracleGeneral.zst LeCaR cache size     1699, 4626075 req, miss ratio 0.5869, byte miss ratio 0.5869
result/tencentBlock.ns5346.oracleGeneral.zst LeCaR cache size     5666, 4626075 req, miss ratio 0.5313, byte miss ratio 0.5313
result/tencentBlock.ns5346.oracleGeneral.zst LeCaR cache size    16999, 4626075 req, miss ratio 0.5009, byte miss ratio 0.5009
result/tencentBlock.ns5346.oracleGeneral.zst LeCaR cache size    56665, 4626075 req, miss ratio 0.3237, byte miss ratio 0.3237
