result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size      341, 37740774 req, miss ratio 0.9779, byte miss ratio 0.9779
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size     1023, 37740774 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size     3410, 37740774 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size    10230, 37740774 req, miss ratio 0.0384, byte miss ratio 0.0384
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size    34101, 37740774 req, miss ratio 0.0319, byte miss ratio 0.0319
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size    68202, 37740774 req, miss ratio 0.0280, byte miss ratio 0.0280
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size   136405, 37740774 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns20398.oracleGeneral.zst clock2 cache size   272811, 37740774 req, miss ratio 0.0094, byte miss ratio 0.0094
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size      341, 37740774 req, miss ratio 0.9795, byte miss ratio 0.9795
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size     1023, 37740774 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size     3410, 37740774 req, miss ratio 0.0725, byte miss ratio 0.0725
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size    10230, 37740774 req, miss ratio 0.0394, byte miss ratio 0.0394
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size    34101, 37740774 req, miss ratio 0.0327, byte miss ratio 0.0327
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size    68202, 37740774 req, miss ratio 0.0289, byte miss ratio 0.0289
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size   136405, 37740774 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns20398.oracleGeneral.zst Clock cache size   272811, 37740774 req, miss ratio 0.0094, byte miss ratio 0.0094
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size      341, 37740774 req, miss ratio 0.9826, byte miss ratio 0.9826
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size     1023, 37740774 req, miss ratio 0.4729, byte miss ratio 0.4729
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size     3410, 37740774 req, miss ratio 0.0753, byte miss ratio 0.0753
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size    10230, 37740774 req, miss ratio 0.0399, byte miss ratio 0.0399
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size    34101, 37740774 req, miss ratio 0.0334, byte miss ratio 0.0334
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size    68202, 37740774 req, miss ratio 0.0281, byte miss ratio 0.0281
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size   136405, 37740774 req, miss ratio 0.0189, byte miss ratio 0.0189
result/tencentBlock.ns20398.oracleGeneral.zst LRU cache size   272811, 37740774 req, miss ratio 0.0094, byte miss ratio 0.0094
result/tencentBlock.ns20398.oracleGeneral.zst Cacheus cache size      341, 37740774 req, miss ratio 0.8659, byte miss ratio 0.8659
result/tencentBlock.ns20398.oracleGeneral.zst Cacheus cache size     1023, 37740774 req, miss ratio 0.4058, byte miss ratio 0.4058
result/tencentBlock.ns20398.oracleGeneral.zst Cacheus cache size     3410, 37740774 req, miss ratio 0.0725, byte miss ratio 0.0725
