result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size      120, 2585013 req, miss ratio 0.4668, byte miss ratio 0.4668
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size      362, 2585013 req, miss ratio 0.3739, byte miss ratio 0.3739
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size     1209, 2585013 req, miss ratio 0.3508, byte miss ratio 0.3508
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size     3628, 2585013 req, miss ratio 0.3296, byte miss ratio 0.3296
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size    12095, 2585013 req, miss ratio 0.2817, byte miss ratio 0.2817
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size    24190, 2585013 req, miss ratio 0.2472, byte miss ratio 0.2472
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size    48380, 2585013 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns6269.oracleGeneral.zst LIRS cache size    96760, 2585013 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size      120, 2585013 req, miss ratio 0.4768, byte miss ratio 0.4768
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size      362, 2585013 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size     1209, 2585013 req, miss ratio 0.3463, byte miss ratio 0.3463
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size     3628, 2585013 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size    12095, 2585013 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size    24190, 2585013 req, miss ratio 0.2640, byte miss ratio 0.2640
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size    48380, 2585013 req, miss ratio 0.2500, byte miss ratio 0.2500
result/tencentBlock.ns6269.oracleGeneral.zst S3FIFO-1 cache size    96760, 2585013 req, miss ratio 0.0725, byte miss ratio 0.0725
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size      120, 2585013 req, miss ratio 0.5811, byte miss ratio 0.5811
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size      362, 2585013 req, miss ratio 0.4064, byte miss ratio 0.4064
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size     1209, 2585013 req, miss ratio 0.3632, byte miss ratio 0.3632
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size     3628, 2585013 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size    12095, 2585013 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size    24190, 2585013 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size    48380, 2585013 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns6269.oracleGeneral.zst LRU cache size    96760, 2585013 req, miss ratio 0.0711, byte miss ratio 0.0711
result/tencentBlock.ns6269.oracleGeneral.zst Clock cache size      120, 2585013 req, miss ratio 0.5668, byte miss ratio 0.5668
