result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size      180, 1123710 req, miss ratio 0.5080, byte miss ratio 0.5080
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size      542, 1123710 req, miss ratio 0.4898, byte miss ratio 0.4898
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size     1809, 1123710 req, miss ratio 0.4871, byte miss ratio 0.4871
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size     5428, 1123710 req, miss ratio 0.4865, byte miss ratio 0.4865
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size    18094, 1123710 req, miss ratio 0.4834, byte miss ratio 0.4834
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size    36188, 1123710 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size    72377, 1123710 req, miss ratio 0.2452, byte miss ratio 0.2452
result/tencentBlock.ns18421.oracleGeneral.zst LRU cache size   144755, 1123710 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size      180, 1123710 req, miss ratio 0.4938, byte miss ratio 0.4938
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size      542, 1123710 req, miss ratio 0.4894, byte miss ratio 0.4894
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size     1809, 1123710 req, miss ratio 0.4870, byte miss ratio 0.4870
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size     5428, 1123710 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size    18094, 1123710 req, miss ratio 0.4483, byte miss ratio 0.4483
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size    36188, 1123710 req, miss ratio 0.3743, byte miss ratio 0.3743
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size    72377, 1123710 req, miss ratio 0.2438, byte miss ratio 0.2438
result/tencentBlock.ns18421.oracleGeneral.zst ARC cache size   144755, 1123710 req, miss ratio 0.1619, byte miss ratio 0.1619
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size      180, 1123710 req, miss ratio 0.4935, byte miss ratio 0.4935
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size      542, 1123710 req, miss ratio 0.4897, byte miss ratio 0.4897
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size     1809, 1123710 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size     5428, 1123710 req, miss ratio 0.4862, byte miss ratio 0.4862
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size    18094, 1123710 req, miss ratio 0.4543, byte miss ratio 0.4543
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size    36188, 1123710 req, miss ratio 0.4233, byte miss ratio 0.4233
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size    72377, 1123710 req, miss ratio 0.2470, byte miss ratio 0.2470
result/tencentBlock.ns18421.oracleGeneral.zst Cacheus cache size   144755, 1123710 req, miss ratio 0.1618, byte miss ratio 0.1618
result/tencentBlock.ns18421.oracleGeneral.zst LHD cache size      180, 1123710 req, miss ratio 0.5033, byte miss ratio 0.5033
result/tencentBlock.ns18421.oracleGeneral.zst LHD cache size      542, 1123710 req, miss ratio 0.4905, byte miss ratio 0.4905
