result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size      243, 2543413 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size      730, 2543413 req, miss ratio 0.3960, byte miss ratio 0.3960
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size     2435, 2543413 req, miss ratio 0.3599, byte miss ratio 0.3599
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size     7305, 2543413 req, miss ratio 0.3465, byte miss ratio 0.3465
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size    24351, 2543413 req, miss ratio 0.3041, byte miss ratio 0.3041
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size    48702, 2543413 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size    97404, 2543413 req, miss ratio 0.2115, byte miss ratio 0.2115
result/tencentBlock.ns8516.oracleGeneral.zst LIRS cache size   194808, 2543413 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size      243, 2543413 req, miss ratio 0.3734, byte miss ratio 0.3734
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size      730, 2543413 req, miss ratio 0.3604, byte miss ratio 0.3604
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size     2435, 2543413 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size     7305, 2543413 req, miss ratio 0.3547, byte miss ratio 0.3547
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size    24351, 2543413 req, miss ratio 0.3095, byte miss ratio 0.3095
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size    48702, 2543413 req, miss ratio 0.2737, byte miss ratio 0.2737
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size    97404, 2543413 req, miss ratio 0.1957, byte miss ratio 0.1957
result/tencentBlock.ns8516.oracleGeneral.zst LeCaR cache size   194808, 2543413 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size      243, 2543413 req, miss ratio 0.3750, byte miss ratio 0.3750
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size      730, 2543413 req, miss ratio 0.3606, byte miss ratio 0.3606
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size     2435, 2543413 req, miss ratio 0.3575, byte miss ratio 0.3575
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size     7305, 2543413 req, miss ratio 0.3550, byte miss ratio 0.3550
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size    24351, 2543413 req, miss ratio 0.3148, byte miss ratio 0.3148
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size    48702, 2543413 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size    97404, 2543413 req, miss ratio 0.2312, byte miss ratio 0.2312
result/tencentBlock.ns8516.oracleGeneral.zst Clock cache size   194808, 2543413 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size      243, 2543413 req, miss ratio 0.3751, byte miss ratio 0.3751
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size      730, 2543413 req, miss ratio 0.3608, byte miss ratio 0.3608
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size     2435, 2543413 req, miss ratio 0.3574, byte miss ratio 0.3574
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size     7305, 2543413 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size    24351, 2543413 req, miss ratio 0.3107, byte miss ratio 0.3107
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size    48702, 2543413 req, miss ratio 0.2745, byte miss ratio 0.2745
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size    97404, 2543413 req, miss ratio 0.1877, byte miss ratio 0.1877
result/tencentBlock.ns8516.oracleGeneral.zst LRU cache size   194808, 2543413 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size      243, 2543413 req, miss ratio 0.3646, byte miss ratio 0.3646
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size      730, 2543413 req, miss ratio 0.3591, byte miss ratio 0.3591
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size     2435, 2543413 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size     7305, 2543413 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size    24351, 2543413 req, miss ratio 0.3090, byte miss ratio 0.3090
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size    48702, 2543413 req, miss ratio 0.2478, byte miss ratio 0.2478
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size    97404, 2543413 req, miss ratio 0.1974, byte miss ratio 0.1974
result/tencentBlock.ns8516.oracleGeneral.zst ARC cache size   194808, 2543413 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size      243, 2543413 req, miss ratio 0.4139, byte miss ratio 0.4139
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size      730, 2543413 req, miss ratio 0.3786, byte miss ratio 0.3786
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size     2435, 2543413 req, miss ratio 0.3638, byte miss ratio 0.3638
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size     7305, 2543413 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size    24351, 2543413 req, miss ratio 0.3198, byte miss ratio 0.3198
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size    48702, 2543413 req, miss ratio 0.2895, byte miss ratio 0.2895
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size    97404, 2543413 req, miss ratio 0.2030, byte miss ratio 0.2030
result/tencentBlock.ns8516.oracleGeneral.zst FIFO cache size   194808, 2543413 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size      243, 2543413 req, miss ratio 0.3746, byte miss ratio 0.3746
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size      730, 2543413 req, miss ratio 0.3603, byte miss ratio 0.3603
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size     2435, 2543413 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size     7305, 2543413 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size    24351, 2543413 req, miss ratio 0.2945, byte miss ratio 0.2945
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size    48702, 2543413 req, miss ratio 0.2472, byte miss ratio 0.2472
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size    97404, 2543413 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns8516.oracleGeneral.zst LHD cache size   194808, 2543413 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size      243, 2543413 req, miss ratio 0.3688, byte miss ratio 0.3688
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size      730, 2543413 req, miss ratio 0.3589, byte miss ratio 0.3589
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size     2435, 2543413 req, miss ratio 0.3559, byte miss ratio 0.3559
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size     7305, 2543413 req, miss ratio 0.3486, byte miss ratio 0.3486
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size    24351, 2543413 req, miss ratio 0.3030, byte miss ratio 0.3030
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size    48702, 2543413 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size    97404, 2543413 req, miss ratio 0.2069, byte miss ratio 0.2069
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-1 cache size   194808, 2543413 req, miss ratio 0.1061, byte miss ratio 0.1061
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size      243, 2543413 req, miss ratio 0.3651, byte miss ratio 0.3651
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size      730, 2543413 req, miss ratio 0.3590, byte miss ratio 0.3590
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size     2435, 2543413 req, miss ratio 0.3566, byte miss ratio 0.3566
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size     7305, 2543413 req, miss ratio 0.3523, byte miss ratio 0.3523
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size    24351, 2543413 req, miss ratio 0.3094, byte miss ratio 0.3094
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size    48702, 2543413 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size    97404, 2543413 req, miss ratio 0.2359, byte miss ratio 0.2359
result/tencentBlock.ns8516.oracleGeneral.zst Cacheus cache size   194808, 2543413 req, miss ratio 0.1010, byte miss ratio 0.1010
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size      243, 2543413 req, miss ratio 0.3759, byte miss ratio 0.3759
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size      730, 2543413 req, miss ratio 0.3608, byte miss ratio 0.3608
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size     2435, 2543413 req, miss ratio 0.3575, byte miss ratio 0.3575
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size     7305, 2543413 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size    24351, 2543413 req, miss ratio 0.3199, byte miss ratio 0.3199
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size    48702, 2543413 req, miss ratio 0.2937, byte miss ratio 0.2937
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size    97404, 2543413 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns8516.oracleGeneral.zst clock2 cache size   194808, 2543413 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size      243, 2543413 req, miss ratio 0.3645, byte miss ratio 0.3645
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size      730, 2543413 req, miss ratio 0.3584, byte miss ratio 0.3584
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size     2435, 2543413 req, miss ratio 0.3559, byte miss ratio 0.3559
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size     7305, 2543413 req, miss ratio 0.3486, byte miss ratio 0.3486
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size    24351, 2543413 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size    48702, 2543413 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size    97404, 2543413 req, miss ratio 0.2043, byte miss ratio 0.2043
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d-1 cache size   194808, 2543413 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size      243, 2543413 req, miss ratio 0.5747, byte miss ratio 0.5747
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size      730, 2543413 req, miss ratio 0.4603, byte miss ratio 0.4603
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size     2435, 2543413 req, miss ratio 0.3695, byte miss ratio 0.3695
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size     7305, 2543413 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size    24351, 2543413 req, miss ratio 0.2758, byte miss ratio 0.2758
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size    48702, 2543413 req, miss ratio 0.2168, byte miss ratio 0.2168
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size    97404, 2543413 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns8516.oracleGeneral.zst LRB cache size   194808, 2543413 req, miss ratio 0.0993, byte miss ratio 0.0993
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      243, 2543413 req, miss ratio 0.4039, byte miss ratio 0.4039
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      730, 2543413 req, miss ratio 0.3664, byte miss ratio 0.3664
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     2435, 2543413 req, miss ratio 0.3585, byte miss ratio 0.3585
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     7305, 2543413 req, miss ratio 0.3556, byte miss ratio 0.3556
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    24351, 2543413 req, miss ratio 0.3396, byte miss ratio 0.3396
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    48702, 2543413 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    97404, 2543413 req, miss ratio 0.2450, byte miss ratio 0.2450
result/tencentBlock.ns8516.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   194808, 2543413 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size      243, 2543413 req, miss ratio 0.3767, byte miss ratio 0.3767
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size      730, 2543413 req, miss ratio 0.3584, byte miss ratio 0.3584
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size     2435, 2543413 req, miss ratio 0.3535, byte miss ratio 0.3535
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size     7305, 2543413 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size    24351, 2543413 req, miss ratio 0.2784, byte miss ratio 0.2784
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size    48702, 2543413 req, miss ratio 0.2424, byte miss ratio 0.2424
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size    97404, 2543413 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns8516.oracleGeneral.zst TwoQ cache size   194808, 2543413 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size      243, 2543413 req, miss ratio 0.4323, byte miss ratio 0.4323
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size      730, 2543413 req, miss ratio 0.4197, byte miss ratio 0.4197
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size     2435, 2543413 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size     7305, 2543413 req, miss ratio 0.4124, byte miss ratio 0.4124
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size    24351, 2543413 req, miss ratio 0.3693, byte miss ratio 0.3693
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size    48702, 2543413 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size    97404, 2543413 req, miss ratio 0.2629, byte miss ratio 0.2629
result/tencentBlock.ns8516.oracleGeneral.zst B-LRU cache size   194808, 2543413 req, miss ratio 0.1918, byte miss ratio 0.1918
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size      243, 2543413 req, miss ratio 0.3780, byte miss ratio 0.3780
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size      730, 2543413 req, miss ratio 0.3619, byte miss ratio 0.3619
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2435, 2543413 req, miss ratio 0.3569, byte miss ratio 0.3569
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size     7305, 2543413 req, miss ratio 0.3550, byte miss ratio 0.3550
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size    24351, 2543413 req, miss ratio 0.3291, byte miss ratio 0.3291
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size    48702, 2543413 req, miss ratio 0.2995, byte miss ratio 0.2995
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size    97404, 2543413 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns8516.oracleGeneral.zst S4LRU(25:25:25:25) cache size   194808, 2543413 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d cache size      243, 2543413 req, miss ratio 0.3660, byte miss ratio 0.3660
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d cache size      730, 2543413 req, miss ratio 0.3589, byte miss ratio 0.3589
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d cache size     2435, 2543413 req, miss ratio 0.3562, byte miss ratio 0.3562
result/tencentBlock.ns8516.oracleGeneral.zst S3FIFO-d cache size     7305, 2543413 req, miss ratio 0.3487, byte miss ratio 0.3487
