result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size      252, 4732216 req, miss ratio 0.3903, byte miss ratio 0.3903
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size      758, 4732216 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size     2527, 4732216 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size     7582, 4732216 req, miss ratio 0.2283, byte miss ratio 0.2283
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size    25276, 4732216 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size    50553, 4732216 req, miss ratio 0.1728, byte miss ratio 0.1728
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size   101106, 4732216 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns1811.oracleGeneral.zst ARC cache size   202212, 4732216 req, miss ratio 0.0540, byte miss ratio 0.0540
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size      252, 4732216 req, miss ratio 0.5350, byte miss ratio 0.5350
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size      758, 4732216 req, miss ratio 0.4209, byte miss ratio 0.4209
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size     2527, 4732216 req, miss ratio 0.3093, byte miss ratio 0.3093
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size     7582, 4732216 req, miss ratio 0.2640, byte miss ratio 0.2640
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size    25276, 4732216 req, miss ratio 0.2222, byte miss ratio 0.2222
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size    50553, 4732216 req, miss ratio 0.2012, byte miss ratio 0.2012
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size   101106, 4732216 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns1811.oracleGeneral.zst FIFO cache size   202212, 4732216 req, miss ratio 0.0586, byte miss ratio 0.0586
result/tencentBlock.ns1811.oracleGeneral.zst LHD cache size      252, 4732216 req, miss ratio 0.4286, byte miss ratio 0.4286
result/tencentBlock.ns1811.oracleGeneral.zst LHD cache size      758, 4732216 req, miss ratio 0.3559, byte miss ratio 0.3559
result/tencentBlock.ns1811.oracleGeneral.zst LHD cache size     2527, 4732216 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns1811.oracleGeneral.zst LHD cache size     7582, 4732216 req, miss ratio 0.2409, byte miss ratio 0.2409
