result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size      380, 5898790 req, miss ratio 0.5715, byte miss ratio 0.5715
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size     1140, 5898790 req, miss ratio 0.5487, byte miss ratio 0.5487
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size     3803, 5898790 req, miss ratio 0.5111, byte miss ratio 0.5111
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size    11409, 5898790 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size    38030, 5898790 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size    76061, 5898790 req, miss ratio 0.1287, byte miss ratio 0.1287
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size   152122, 5898790 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns2846.oracleGeneral.zst LHD cache size   304244, 5898790 req, miss ratio 0.0660, byte miss ratio 0.0660
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size      380, 5898790 req, miss ratio 0.5743, byte miss ratio 0.5743
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size     1140, 5898790 req, miss ratio 0.5484, byte miss ratio 0.5484
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size     3803, 5898790 req, miss ratio 0.5154, byte miss ratio 0.5154
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size    11409, 5898790 req, miss ratio 0.4611, byte miss ratio 0.4611
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size    38030, 5898790 req, miss ratio 0.1972, byte miss ratio 0.1972
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size    76061, 5898790 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size   152122, 5898790 req, miss ratio 0.0830, byte miss ratio 0.0830
result/tencentBlock.ns2846.oracleGeneral.zst LeCaR cache size   304244, 5898790 req, miss ratio 0.0654, byte miss ratio 0.0654
result/tencentBlock.ns2846.oracleGeneral.zst clock2 cache size      380, 5898790 req, miss ratio 0.5757, byte miss ratio 0.5757
result/tencentBlock.ns2846.oracleGeneral.zst clock2 cache size     1140, 5898790 req, miss ratio 0.5511, byte miss ratio 0.5511
