result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size      626, 3396938 req, miss ratio 0.6397, byte miss ratio 0.6397
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size     1879, 3396938 req, miss ratio 0.6213, byte miss ratio 0.6213
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size     6264, 3396938 req, miss ratio 0.5696, byte miss ratio 0.5696
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size    18792, 3396938 req, miss ratio 0.4453, byte miss ratio 0.4453
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size    62641, 3396938 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size   125282, 3396938 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size   250564, 3396938 req, miss ratio 0.2022, byte miss ratio 0.2022
result/tencentBlock.ns2092.oracleGeneral.zst ARC cache size   501129, 3396938 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size      626, 3396938 req, miss ratio 0.6944, byte miss ratio 0.6944
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size     1879, 3396938 req, miss ratio 0.6537, byte miss ratio 0.6537
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size     6264, 3396938 req, miss ratio 0.6272, byte miss ratio 0.6272
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size    18792, 3396938 req, miss ratio 0.5607, byte miss ratio 0.5607
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size    62641, 3396938 req, miss ratio 0.4323, byte miss ratio 0.4323
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size   125282, 3396938 req, miss ratio 0.3298, byte miss ratio 0.3298
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size   250564, 3396938 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns2092.oracleGeneral.zst FIFO cache size   501129, 3396938 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size      626, 3396938 req, miss ratio 0.6428, byte miss ratio 0.6428
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size     1879, 3396938 req, miss ratio 0.6224, byte miss ratio 0.6224
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size     6264, 3396938 req, miss ratio 0.5938, byte miss ratio 0.5938
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size    18792, 3396938 req, miss ratio 0.4727, byte miss ratio 0.4727
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size    62641, 3396938 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size   125282, 3396938 req, miss ratio 0.2817, byte miss ratio 0.2817
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size   250564, 3396938 req, miss ratio 0.2070, byte miss ratio 0.2070
result/tencentBlock.ns2092.oracleGeneral.zst Cacheus cache size   501129, 3396938 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size      626, 3396938 req, miss ratio 0.6546, byte miss ratio 0.6546
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size     1879, 3396938 req, miss ratio 0.6338, byte miss ratio 0.6338
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size     6264, 3396938 req, miss ratio 0.6154, byte miss ratio 0.6154
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size    18792, 3396938 req, miss ratio 0.5496, byte miss ratio 0.5496
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size    62641, 3396938 req, miss ratio 0.3972, byte miss ratio 0.3972
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size   125282, 3396938 req, miss ratio 0.3180, byte miss ratio 0.3180
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size   250564, 3396938 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns2092.oracleGeneral.zst Clock cache size   501129, 3396938 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size      626, 3396938 req, miss ratio 0.6542, byte miss ratio 0.6542
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size     1879, 3396938 req, miss ratio 0.6296, byte miss ratio 0.6296
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size     6264, 3396938 req, miss ratio 0.6048, byte miss ratio 0.6048
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size    18792, 3396938 req, miss ratio 0.4786, byte miss ratio 0.4786
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size    62641, 3396938 req, miss ratio 0.3697, byte miss ratio 0.3697
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size   125282, 3396938 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size   250564, 3396938 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns2092.oracleGeneral.zst LHD cache size   501129, 3396938 req, miss ratio 0.1864, byte miss ratio 0.1864
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size      626, 3396938 req, miss ratio 0.6746, byte miss ratio 0.6746
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size     1879, 3396938 req, miss ratio 0.6283, byte miss ratio 0.6283
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size     6264, 3396938 req, miss ratio 0.5715, byte miss ratio 0.5715
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size    18792, 3396938 req, miss ratio 0.4446, byte miss ratio 0.4446
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size    62641, 3396938 req, miss ratio 0.3493, byte miss ratio 0.3493
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size   125282, 3396938 req, miss ratio 0.2563, byte miss ratio 0.2563
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size   250564, 3396938 req, miss ratio 0.2085, byte miss ratio 0.2085
result/tencentBlock.ns2092.oracleGeneral.zst LIRS cache size   501129, 3396938 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size      626, 3396938 req, miss ratio 0.6565, byte miss ratio 0.6565
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size     1879, 3396938 req, miss ratio 0.6356, byte miss ratio 0.6356
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size     6264, 3396938 req, miss ratio 0.6170, byte miss ratio 0.6170
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size    18792, 3396938 req, miss ratio 0.5456, byte miss ratio 0.5456
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size    62641, 3396938 req, miss ratio 0.3996, byte miss ratio 0.3996
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size   125282, 3396938 req, miss ratio 0.3180, byte miss ratio 0.3180
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size   250564, 3396938 req, miss ratio 0.2056, byte miss ratio 0.2056
result/tencentBlock.ns2092.oracleGeneral.zst LRU cache size   501129, 3396938 req, miss ratio 0.1855, byte miss ratio 0.1855
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size      626, 3396938 req, miss ratio 0.6536, byte miss ratio 0.6536
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size     1879, 3396938 req, miss ratio 0.6323, byte miss ratio 0.6323
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size     6264, 3396938 req, miss ratio 0.6139, byte miss ratio 0.6139
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size    18792, 3396938 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size    62641, 3396938 req, miss ratio 0.3914, byte miss ratio 0.3914
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size   125282, 3396938 req, miss ratio 0.3114, byte miss ratio 0.3114
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size   250564, 3396938 req, miss ratio 0.2027, byte miss ratio 0.2027
result/tencentBlock.ns2092.oracleGeneral.zst LeCaR cache size   501129, 3396938 req, miss ratio 0.1854, byte miss ratio 0.1854
result/tencentBlock.ns2092.oracleGeneral.zst clock2 cache size      626, 3396938 req, miss ratio 0.6536, byte miss ratio 0.6536
result/tencentBlock.ns2092.oracleGeneral.zst clock2 cache size     1879, 3396938 req, miss ratio 0.6320, byte miss ratio 0.6320
result/tencentBlock.ns2092.oracleGeneral.zst clock2 cache size     6264, 3396938 req, miss ratio 0.6135, byte miss ratio 0.6135
result/tencentBlock.ns2092.oracleGeneral.zst clock2 cache size    18792, 3396938 req, miss ratio 0.5587, byte miss ratio 0.5587
result/tencentBlock.ns2092.oracleGeneral.zst clock2 cache size    62641, 3396938 req, miss ratio 0.3976, byte miss ratio 0.3976
result/tencentBlock.ns2092.oracleGeneral.zst clock2 cache size   125282, 3396938 req, miss ratio 0.3208, byte miss ratio 0.3208
