result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size      108, 1603871 req, miss ratio 0.3329, byte miss ratio 0.3329
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size      325, 1603871 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size     1085, 1603871 req, miss ratio 0.2815, byte miss ratio 0.2815
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size     3257, 1603871 req, miss ratio 0.2752, byte miss ratio 0.2752
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size    10856, 1603871 req, miss ratio 0.2652, byte miss ratio 0.2652
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size    21713, 1603871 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size    43426, 1603871 req, miss ratio 0.1459, byte miss ratio 0.1459
result/tencentBlock.ns12538.oracleGeneral.zst LHD cache size    86853, 1603871 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size      108, 1603871 req, miss ratio 0.3550, byte miss ratio 0.3550
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size      325, 1603871 req, miss ratio 0.2901, byte miss ratio 0.2901
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size     1085, 1603871 req, miss ratio 0.2794, byte miss ratio 0.2794
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size     3257, 1603871 req, miss ratio 0.2729, byte miss ratio 0.2729
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size    10856, 1603871 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size    21713, 1603871 req, miss ratio 0.2023, byte miss ratio 0.2023
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size    43426, 1603871 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns12538.oracleGeneral.zst LIRS cache size    86853, 1603871 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size      108, 1603871 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size      325, 1603871 req, miss ratio 0.2823, byte miss ratio 0.2823
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size     1085, 1603871 req, miss ratio 0.2761, byte miss ratio 0.2761
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size     3257, 1603871 req, miss ratio 0.2725, byte miss ratio 0.2725
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size    10856, 1603871 req, miss ratio 0.2665, byte miss ratio 0.2665
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size    21713, 1603871 req, miss ratio 0.2263, byte miss ratio 0.2263
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size    43426, 1603871 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns12538.oracleGeneral.zst S3FIFO-1 cache size    86853, 1603871 req, miss ratio 0.0678, byte miss ratio 0.0678
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size      108, 1603871 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size      325, 1603871 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size     1085, 1603871 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size     3257, 1603871 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size    10856, 1603871 req, miss ratio 0.2710, byte miss ratio 0.2710
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size    21713, 1603871 req, miss ratio 0.2675, byte miss ratio 0.2675
result/tencentBlock.ns12538.oracleGeneral.zst LeCaR cache size    43426, 1603871 req, miss ratio 0.1482, byte miss ratio 0.1482
