result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size      269, 2103161 req, miss ratio 0.4939, byte miss ratio 0.4939
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size      809, 2103161 req, miss ratio 0.4734, byte miss ratio 0.4734
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size     2697, 2103161 req, miss ratio 0.4655, byte miss ratio 0.4655
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size     8092, 2103161 req, miss ratio 0.4622, byte miss ratio 0.4622
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size    26975, 2103161 req, miss ratio 0.4225, byte miss ratio 0.4225
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size    53950, 2103161 req, miss ratio 0.3473, byte miss ratio 0.3473
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size   107900, 2103161 req, miss ratio 0.2321, byte miss ratio 0.2321
result/tencentBlock.ns12662.oracleGeneral.zst LHD cache size   215800, 2103161 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size      269, 2103161 req, miss ratio 0.4962, byte miss ratio 0.4962
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size      809, 2103161 req, miss ratio 0.4736, byte miss ratio 0.4736
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size     2697, 2103161 req, miss ratio 0.4663, byte miss ratio 0.4663
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size     8092, 2103161 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size    26975, 2103161 req, miss ratio 0.4601, byte miss ratio 0.4601
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size    53950, 2103161 req, miss ratio 0.3770, byte miss ratio 0.3770
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size   107900, 2103161 req, miss ratio 0.2657, byte miss ratio 0.2657
result/tencentBlock.ns12662.oracleGeneral.zst Clock cache size   215800, 2103161 req, miss ratio 0.1350, byte miss ratio 0.1350
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size      269, 2103161 req, miss ratio 0.5421, byte miss ratio 0.5421
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size      809, 2103161 req, miss ratio 0.5087, byte miss ratio 0.5087
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size     2697, 2103161 req, miss ratio 0.4821, byte miss ratio 0.4821
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size     8092, 2103161 req, miss ratio 0.4640, byte miss ratio 0.4640
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size    26975, 2103161 req, miss ratio 0.4067, byte miss ratio 0.4067
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size    53950, 2103161 req, miss ratio 0.3602, byte miss ratio 0.3602
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size   107900, 2103161 req, miss ratio 0.2232, byte miss ratio 0.2232
result/tencentBlock.ns12662.oracleGeneral.zst LIRS cache size   215800, 2103161 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size      269, 2103161 req, miss ratio 0.4815, byte miss ratio 0.4815
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size      809, 2103161 req, miss ratio 0.4683, byte miss ratio 0.4683
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size     2697, 2103161 req, miss ratio 0.4647, byte miss ratio 0.4647
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size     8092, 2103161 req, miss ratio 0.4625, byte miss ratio 0.4625
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size    26975, 2103161 req, miss ratio 0.4446, byte miss ratio 0.4446
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size    53950, 2103161 req, miss ratio 0.3553, byte miss ratio 0.3553
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size   107900, 2103161 req, miss ratio 0.2587, byte miss ratio 0.2587
result/tencentBlock.ns12662.oracleGeneral.zst ARC cache size   215800, 2103161 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size      269, 2103161 req, miss ratio 0.4982, byte miss ratio 0.4982
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size      809, 2103161 req, miss ratio 0.4743, byte miss ratio 0.4743
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size     2697, 2103161 req, miss ratio 0.4666, byte miss ratio 0.4666
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size     8092, 2103161 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size    26975, 2103161 req, miss ratio 0.4575, byte miss ratio 0.4575
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size    53950, 2103161 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size   107900, 2103161 req, miss ratio 0.2395, byte miss ratio 0.2395
result/tencentBlock.ns12662.oracleGeneral.zst LRU cache size   215800, 2103161 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size      269, 2103161 req, miss ratio 0.4944, byte miss ratio 0.4944
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size      809, 2103161 req, miss ratio 0.4725, byte miss ratio 0.4725
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size     2697, 2103161 req, miss ratio 0.4659, byte miss ratio 0.4659
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size     8092, 2103161 req, miss ratio 0.4633, byte miss ratio 0.4633
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size    26975, 2103161 req, miss ratio 0.4572, byte miss ratio 0.4572
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size    53950, 2103161 req, miss ratio 0.3715, byte miss ratio 0.3715
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size   107900, 2103161 req, miss ratio 0.2448, byte miss ratio 0.2448
result/tencentBlock.ns12662.oracleGeneral.zst LeCaR cache size   215800, 2103161 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size      269, 2103161 req, miss ratio 0.4812, byte miss ratio 0.4812
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size      809, 2103161 req, miss ratio 0.4684, byte miss ratio 0.4684
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size     2697, 2103161 req, miss ratio 0.4643, byte miss ratio 0.4643
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size     8092, 2103161 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size    26975, 2103161 req, miss ratio 0.4247, byte miss ratio 0.4247
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size    53950, 2103161 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size   107900, 2103161 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns12662.oracleGeneral.zst Cacheus cache size   215800, 2103161 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns12662.oracleGeneral.zst S3FIFO-1 cache size      269, 2103161 req, miss ratio 0.4945, byte miss ratio 0.4945
result/tencentBlock.ns12662.oracleGeneral.zst S3FIFO-1 cache size      809, 2103161 req, miss ratio 0.4682, byte miss ratio 0.4682
result/tencentBlock.ns12662.oracleGeneral.zst S3FIFO-1 cache size     2697, 2103161 req, miss ratio 0.4645, byte miss ratio 0.4645
result/tencentBlock.ns12662.oracleGeneral.zst S3FIFO-1 cache size     8092, 2103161 req, miss ratio 0.4620, byte miss ratio 0.4620
