result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size      599, 1875460 req, miss ratio 0.5048, byte miss ratio 0.5048
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size     1798, 1875460 req, miss ratio 0.5018, byte miss ratio 0.5018
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size     5995, 1875460 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size    17987, 1875460 req, miss ratio 0.4589, byte miss ratio 0.4589
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size    59959, 1875460 req, miss ratio 0.4059, byte miss ratio 0.4059
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size   119919, 1875460 req, miss ratio 0.3570, byte miss ratio 0.3570
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size   239839, 1875460 req, miss ratio 0.3277, byte miss ratio 0.3277
result/tencentBlock.ns14443.oracleGeneral.zst LRU cache size   479679, 1875460 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size      599, 1875460 req, miss ratio 0.5034, byte miss ratio 0.5034
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size     1798, 1875460 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size     5995, 1875460 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size    17987, 1875460 req, miss ratio 0.4690, byte miss ratio 0.4690
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size    59959, 1875460 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size   119919, 1875460 req, miss ratio 0.3484, byte miss ratio 0.3484
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size   239839, 1875460 req, miss ratio 0.3290, byte miss ratio 0.3290
result/tencentBlock.ns14443.oracleGeneral.zst ARC cache size   479679, 1875460 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size      599, 1875460 req, miss ratio 0.5033, byte miss ratio 0.5033
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size     1798, 1875460 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size     5995, 1875460 req, miss ratio 0.4988, byte miss ratio 0.4988
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size    17987, 1875460 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size    59959, 1875460 req, miss ratio 0.4004, byte miss ratio 0.4004
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size   119919, 1875460 req, miss ratio 0.3504, byte miss ratio 0.3504
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size   239839, 1875460 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns14443.oracleGeneral.zst Cacheus cache size   479679, 1875460 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size      599, 1875460 req, miss ratio 0.6315, byte miss ratio 0.6315
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size     1798, 1875460 req, miss ratio 0.5047, byte miss ratio 0.5047
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size     5995, 1875460 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size    17987, 1875460 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size    59959, 1875460 req, miss ratio 0.4009, byte miss ratio 0.4009
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size   119919, 1875460 req, miss ratio 0.3486, byte miss ratio 0.3486
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size   239839, 1875460 req, miss ratio 0.3283, byte miss ratio 0.3283
result/tencentBlock.ns14443.oracleGeneral.zst LIRS cache size   479679, 1875460 req, miss ratio 0.3204, byte miss ratio 0.3204
result/tencentBlock.ns14443.oracleGeneral.zst FIFO cache size      599, 1875460 req, miss ratio 0.5267, byte miss ratio 0.5267
result/tencentBlock.ns14443.oracleGeneral.zst FIFO cache size     1798, 1875460 req, miss ratio 0.5100, byte miss ratio 0.5100
result/tencentBlock.ns14443.oracleGeneral.zst FIFO cache size     5995, 1875460 req, miss ratio 0.5021, byte miss ratio 0.5021
result/tencentBlock.ns14443.oracleGeneral.zst FIFO cache size    17987, 1875460 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns14443.oracleGeneral.zst FIFO cache size    59959, 1875460 req, miss ratio 0.4214, byte miss ratio 0.4214
result/tencentBlock.ns14443.oracleGeneral.zst FIFO cache size   119919, 1875460 req, miss ratio 0.3825, byte miss ratio 0.3825
