result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size      150, 2175787 req, miss ratio 0.3846, byte miss ratio 0.3846
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size      451, 2175787 req, miss ratio 0.3583, byte miss ratio 0.3583
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size     1504, 2175787 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size     4512, 2175787 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size    15043, 2175787 req, miss ratio 0.3049, byte miss ratio 0.3049
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size    30086, 2175787 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size    60172, 2175787 req, miss ratio 0.1859, byte miss ratio 0.1859
result/tencentBlock.ns8513.oracleGeneral.zst S3FIFO-1 cache size   120345, 2175787 req, miss ratio 0.0840, byte miss ratio 0.0840
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size      150, 2175787 req, miss ratio 0.3782, byte miss ratio 0.3782
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size      451, 2175787 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size     1504, 2175787 req, miss ratio 0.3475, byte miss ratio 0.3475
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size     4512, 2175787 req, miss ratio 0.3457, byte miss ratio 0.3457
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size    15043, 2175787 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size    30086, 2175787 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size    60172, 2175787 req, miss ratio 0.2047, byte miss ratio 0.2047
result/tencentBlock.ns8513.oracleGeneral.zst ARC cache size   120345, 2175787 req, miss ratio 0.0813, byte miss ratio 0.0813
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size      150, 2175787 req, miss ratio 0.5115, byte miss ratio 0.5115
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size      451, 2175787 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size     1504, 2175787 req, miss ratio 0.3674, byte miss ratio 0.3674
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size     4512, 2175787 req, miss ratio 0.3534, byte miss ratio 0.3534
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size    15043, 2175787 req, miss ratio 0.3148, byte miss ratio 0.3148
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size    30086, 2175787 req, miss ratio 0.2800, byte miss ratio 0.2800
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size    60172, 2175787 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns8513.oracleGeneral.zst FIFO cache size   120345, 2175787 req, miss ratio 0.1083, byte miss ratio 0.1083
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size      150, 2175787 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size      451, 2175787 req, miss ratio 0.3974, byte miss ratio 0.3974
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size     1504, 2175787 req, miss ratio 0.3556, byte miss ratio 0.3556
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size     4512, 2175787 req, miss ratio 0.3484, byte miss ratio 0.3484
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size    15043, 2175787 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size    30086, 2175787 req, miss ratio 0.2488, byte miss ratio 0.2488
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size    60172, 2175787 req, miss ratio 0.1947, byte miss ratio 0.1947
result/tencentBlock.ns8513.oracleGeneral.zst LIRS cache size   120345, 2175787 req, miss ratio 0.0794, byte miss ratio 0.0794
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size      150, 2175787 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size      451, 2175787 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size     1504, 2175787 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size     4512, 2175787 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size    15043, 2175787 req, miss ratio 0.3144, byte miss ratio 0.3144
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size    30086, 2175787 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size    60172, 2175787 req, miss ratio 0.2024, byte miss ratio 0.2024
result/tencentBlock.ns8513.oracleGeneral.zst Cacheus cache size   120345, 2175787 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size      150, 2175787 req, miss ratio 0.4092, byte miss ratio 0.4092
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size      451, 2175787 req, miss ratio 0.3625, byte miss ratio 0.3625
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size     1504, 2175787 req, miss ratio 0.3505, byte miss ratio 0.3505
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size     4512, 2175787 req, miss ratio 0.3463, byte miss ratio 0.3463
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size    15043, 2175787 req, miss ratio 0.3049, byte miss ratio 0.3049
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size    30086, 2175787 req, miss ratio 0.2747, byte miss ratio 0.2747
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size    60172, 2175787 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns8513.oracleGeneral.zst LRU cache size   120345, 2175787 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size      150, 2175787 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size      451, 2175787 req, miss ratio 0.3611, byte miss ratio 0.3611
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size     1504, 2175787 req, miss ratio 0.3501, byte miss ratio 0.3501
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size     4512, 2175787 req, miss ratio 0.3457, byte miss ratio 0.3457
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size    15043, 2175787 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size    30086, 2175787 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size    60172, 2175787 req, miss ratio 0.2050, byte miss ratio 0.2050
result/tencentBlock.ns8513.oracleGeneral.zst LeCaR cache size   120345, 2175787 req, miss ratio 0.0801, byte miss ratio 0.0801
result/tencentBlock.ns8513.oracleGeneral.zst clock2 cache size      150, 2175787 req, miss ratio 0.4047, byte miss ratio 0.4047
result/tencentBlock.ns8513.oracleGeneral.zst clock2 cache size      451, 2175787 req, miss ratio 0.3655, byte miss ratio 0.3655
result/tencentBlock.ns8513.oracleGeneral.zst clock2 cache size     1504, 2175787 req, miss ratio 0.3510, byte miss ratio 0.3510
result/tencentBlock.ns8513.oracleGeneral.zst clock2 cache size     4512, 2175787 req, miss ratio 0.3461, byte miss ratio 0.3461
result/tencentBlock.ns8513.oracleGeneral.zst clock2 cache size    15043, 2175787 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns8513.oracleGeneral.zst clock2 cache size    30086, 2175787 req, miss ratio 0.2925, byte miss ratio 0.2925
