result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size      153, 4306535 req, miss ratio 0.2425, byte miss ratio 0.2425
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size      461, 4306535 req, miss ratio 0.1468, byte miss ratio 0.1468
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size     1537, 4306535 req, miss ratio 0.1344, byte miss ratio 0.1344
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size     4613, 4306535 req, miss ratio 0.1272, byte miss ratio 0.1272
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size    15377, 4306535 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size    30755, 4306535 req, miss ratio 0.1104, byte miss ratio 0.1104
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size    61510, 4306535 req, miss ratio 0.0580, byte miss ratio 0.0580
result/tencentBlock.ns5808.oracleGeneral.zst LeCaR cache size   123020, 4306535 req, miss ratio 0.0371, byte miss ratio 0.0371
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size      153, 4306535 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size      461, 4306535 req, miss ratio 0.1498, byte miss ratio 0.1498
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size     1537, 4306535 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size     4613, 4306535 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size    15377, 4306535 req, miss ratio 0.1223, byte miss ratio 0.1223
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size    30755, 4306535 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size    61510, 4306535 req, miss ratio 0.0599, byte miss ratio 0.0599
result/tencentBlock.ns5808.oracleGeneral.zst Clock cache size   123020, 4306535 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size      153, 4306535 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size      461, 4306535 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size     1537, 4306535 req, miss ratio 0.1309, byte miss ratio 0.1309
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size     4613, 4306535 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size    15377, 4306535 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size    30755, 4306535 req, miss ratio 0.1002, byte miss ratio 0.1002
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size    61510, 4306535 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns5808.oracleGeneral.zst ARC cache size   123020, 4306535 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size      153, 4306535 req, miss ratio 0.2045, byte miss ratio 0.2045
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size      461, 4306535 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size     1537, 4306535 req, miss ratio 0.1339, byte miss ratio 0.1339
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size     4613, 4306535 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size    15377, 4306535 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size    30755, 4306535 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size    61510, 4306535 req, miss ratio 0.0558, byte miss ratio 0.0558
result/tencentBlock.ns5808.oracleGeneral.zst LHD cache size   123020, 4306535 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size      153, 4306535 req, miss ratio 0.1951, byte miss ratio 0.1951
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size      461, 4306535 req, miss ratio 0.1445, byte miss ratio 0.1445
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size     1537, 4306535 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size     4613, 4306535 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size    15377, 4306535 req, miss ratio 0.1085, byte miss ratio 0.1085
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size    30755, 4306535 req, miss ratio 0.0870, byte miss ratio 0.0870
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size    61510, 4306535 req, miss ratio 0.0480, byte miss ratio 0.0480
result/tencentBlock.ns5808.oracleGeneral.zst LIRS cache size   123020, 4306535 req, miss ratio 0.0358, byte miss ratio 0.0358
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size      153, 4306535 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size      461, 4306535 req, miss ratio 0.1477, byte miss ratio 0.1477
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size     1537, 4306535 req, miss ratio 0.1355, byte miss ratio 0.1355
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size     4613, 4306535 req, miss ratio 0.1284, byte miss ratio 0.1284
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size    15377, 4306535 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size    30755, 4306535 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size    61510, 4306535 req, miss ratio 0.0593, byte miss ratio 0.0593
result/tencentBlock.ns5808.oracleGeneral.zst clock2 cache size   123020, 4306535 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size      153, 4306535 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size      461, 4306535 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size     1537, 4306535 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size     4613, 4306535 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size    15377, 4306535 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size    30755, 4306535 req, miss ratio 0.1170, byte miss ratio 0.1170
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size    61510, 4306535 req, miss ratio 0.0676, byte miss ratio 0.0676
result/tencentBlock.ns5808.oracleGeneral.zst FIFO cache size   123020, 4306535 req, miss ratio 0.0446, byte miss ratio 0.0446
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size      153, 4306535 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size      461, 4306535 req, miss ratio 0.1441, byte miss ratio 0.1441
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size     1537, 4306535 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size     4613, 4306535 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size    15377, 4306535 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size    30755, 4306535 req, miss ratio 0.1107, byte miss ratio 0.1107
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size    61510, 4306535 req, miss ratio 0.0538, byte miss ratio 0.0538
result/tencentBlock.ns5808.oracleGeneral.zst Cacheus cache size   123020, 4306535 req, miss ratio 0.0359, byte miss ratio 0.0359
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size      153, 4306535 req, miss ratio 0.2116, byte miss ratio 0.2116
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size      461, 4306535 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size     1537, 4306535 req, miss ratio 0.1304, byte miss ratio 0.1304
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size     4613, 4306535 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size    15377, 4306535 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size    30755, 4306535 req, miss ratio 0.0953, byte miss ratio 0.0953
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size    61510, 4306535 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-1 cache size   123020, 4306535 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size      153, 4306535 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size      461, 4306535 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size     1537, 4306535 req, miss ratio 0.1368, byte miss ratio 0.1368
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size     4613, 4306535 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size    15377, 4306535 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size    30755, 4306535 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size    61510, 4306535 req, miss ratio 0.0607, byte miss ratio 0.0607
result/tencentBlock.ns5808.oracleGeneral.zst LRU cache size   123020, 4306535 req, miss ratio 0.0374, byte miss ratio 0.0374
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size      153, 4306535 req, miss ratio 0.2319, byte miss ratio 0.2319
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size      461, 4306535 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size     1537, 4306535 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size     4613, 4306535 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size    15377, 4306535 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size    30755, 4306535 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size    61510, 4306535 req, miss ratio 0.0512, byte miss ratio 0.0512
result/tencentBlock.ns5808.oracleGeneral.zst S3FIFO-d-1 cache size   123020, 4306535 req, miss ratio 0.0369, byte miss ratio 0.0369
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size      153, 4306535 req, miss ratio 0.2287, byte miss ratio 0.2287
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size      461, 4306535 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size     1537, 4306535 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size     4613, 4306535 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size    15377, 4306535 req, miss ratio 0.1082, byte miss ratio 0.1082
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size    30755, 4306535 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size    61510, 4306535 req, miss ratio 0.0583, byte miss ratio 0.0583
result/tencentBlock.ns5808.oracleGeneral.zst LRB cache size   123020, 4306535 req, miss ratio 0.0374, byte miss ratio 0.0374
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      153, 4306535 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      461, 4306535 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1537, 4306535 req, miss ratio 0.1384, byte miss ratio 0.1384
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     4613, 4306535 req, miss ratio 0.1300, byte miss ratio 0.1300
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    15377, 4306535 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    30755, 4306535 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    61510, 4306535 req, miss ratio 0.0669, byte miss ratio 0.0669
result/tencentBlock.ns5808.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   123020, 4306535 req, miss ratio 0.0438, byte miss ratio 0.0438
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size      153, 4306535 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size      461, 4306535 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size     1537, 4306535 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size     4613, 4306535 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size    15377, 4306535 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size    30755, 4306535 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns5808.oracleGeneral.zst TwoQ cache size    61510, 4306535 req, miss ratio 0.0577, byte miss ratio 0.0577
