result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size      222, 1528252 req, miss ratio 0.5145, byte miss ratio 0.5145
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size      666, 1528252 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size     2220, 1528252 req, miss ratio 0.4386, byte miss ratio 0.4386
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size     6661, 1528252 req, miss ratio 0.4316, byte miss ratio 0.4316
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size    22203, 1528252 req, miss ratio 0.3930, byte miss ratio 0.3930
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size    44407, 1528252 req, miss ratio 0.3597, byte miss ratio 0.3597
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size    88814, 1528252 req, miss ratio 0.2454, byte miss ratio 0.2454
result/tencentBlock.ns13021.oracleGeneral.zst FIFO cache size   177629, 1528252 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size      222, 1528252 req, miss ratio 0.4488, byte miss ratio 0.4488
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size      666, 1528252 req, miss ratio 0.4315, byte miss ratio 0.4315
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size     2220, 1528252 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size     6661, 1528252 req, miss ratio 0.4280, byte miss ratio 0.4280
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size    22203, 1528252 req, miss ratio 0.4095, byte miss ratio 0.4095
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size    44407, 1528252 req, miss ratio 0.3615, byte miss ratio 0.3615
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size    88814, 1528252 req, miss ratio 0.2789, byte miss ratio 0.2789
result/tencentBlock.ns13021.oracleGeneral.zst clock2 cache size   177629, 1528252 req, miss ratio 0.1466, byte miss ratio 0.1466
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size      222, 1528252 req, miss ratio 0.4352, byte miss ratio 0.4352
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size      666, 1528252 req, miss ratio 0.4302, byte miss ratio 0.4302
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size     2220, 1528252 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size     6661, 1528252 req, miss ratio 0.4276, byte miss ratio 0.4276
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size    22203, 1528252 req, miss ratio 0.3708, byte miss ratio 0.3708
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size    44407, 1528252 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size    88814, 1528252 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns13021.oracleGeneral.zst S3FIFO-1 cache size   177629, 1528252 req, miss ratio 0.1472, byte miss ratio 0.1472
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size      222, 1528252 req, miss ratio 0.4349, byte miss ratio 0.4349
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size      666, 1528252 req, miss ratio 0.4304, byte miss ratio 0.4304
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size     2220, 1528252 req, miss ratio 0.4288, byte miss ratio 0.4288
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size     6661, 1528252 req, miss ratio 0.4279, byte miss ratio 0.4279
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size    22203, 1528252 req, miss ratio 0.3763, byte miss ratio 0.3763
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size    44407, 1528252 req, miss ratio 0.3055, byte miss ratio 0.3055
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size    88814, 1528252 req, miss ratio 0.2152, byte miss ratio 0.2152
result/tencentBlock.ns13021.oracleGeneral.zst ARC cache size   177629, 1528252 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size      222, 1528252 req, miss ratio 0.5046, byte miss ratio 0.5046
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size      666, 1528252 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size     2220, 1528252 req, miss ratio 0.4316, byte miss ratio 0.4316
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size     6661, 1528252 req, miss ratio 0.4263, byte miss ratio 0.4263
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size    22203, 1528252 req, miss ratio 0.3687, byte miss ratio 0.3687
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size    44407, 1528252 req, miss ratio 0.3370, byte miss ratio 0.3370
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size    88814, 1528252 req, miss ratio 0.1818, byte miss ratio 0.1818
result/tencentBlock.ns13021.oracleGeneral.zst LIRS cache size   177629, 1528252 req, miss ratio 0.1458, byte miss ratio 0.1458
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size      222, 1528252 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size      666, 1528252 req, miss ratio 0.4321, byte miss ratio 0.4321
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size     2220, 1528252 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size     6661, 1528252 req, miss ratio 0.4280, byte miss ratio 0.4280
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size    22203, 1528252 req, miss ratio 0.3827, byte miss ratio 0.3827
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size    44407, 1528252 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size    88814, 1528252 req, miss ratio 0.2408, byte miss ratio 0.2408
result/tencentBlock.ns13021.oracleGeneral.zst Clock cache size   177629, 1528252 req, miss ratio 0.1476, byte miss ratio 0.1476
