result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size      470, 6053048 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size     1412, 6053048 req, miss ratio 0.3986, byte miss ratio 0.3986
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size     4708, 6053048 req, miss ratio 0.3406, byte miss ratio 0.3406
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size    14126, 6053048 req, miss ratio 0.2977, byte miss ratio 0.2977
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size    47088, 6053048 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size    94176, 6053048 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size   188352, 6053048 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns11200.oracleGeneral.zst LRU cache size   376704, 6053048 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size      470, 6053048 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size     1412, 6053048 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size     4708, 6053048 req, miss ratio 0.3299, byte miss ratio 0.3299
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size    14126, 6053048 req, miss ratio 0.2959, byte miss ratio 0.2959
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size    47088, 6053048 req, miss ratio 0.2430, byte miss ratio 0.2430
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size    94176, 6053048 req, miss ratio 0.1761, byte miss ratio 0.1761
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size   188352, 6053048 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns11200.oracleGeneral.zst LeCaR cache size   376704, 6053048 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size      470, 6053048 req, miss ratio 0.5584, byte miss ratio 0.5584
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size     1412, 6053048 req, miss ratio 0.4414, byte miss ratio 0.4414
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size     4708, 6053048 req, miss ratio 0.3684, byte miss ratio 0.3684
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size    14126, 6053048 req, miss ratio 0.3165, byte miss ratio 0.3165
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size    47088, 6053048 req, miss ratio 0.2572, byte miss ratio 0.2572
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size    94176, 6053048 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size   188352, 6053048 req, miss ratio 0.1247, byte miss ratio 0.1247
result/tencentBlock.ns11200.oracleGeneral.zst FIFO cache size   376704, 6053048 req, miss ratio 0.0898, byte miss ratio 0.0898
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size      470, 6053048 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size     1412, 6053048 req, miss ratio 0.3619, byte miss ratio 0.3619
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size     4708, 6053048 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size    14126, 6053048 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size    47088, 6053048 req, miss ratio 0.2418, byte miss ratio 0.2418
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size    94176, 6053048 req, miss ratio 0.1649, byte miss ratio 0.1649
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size   188352, 6053048 req, miss ratio 0.0937, byte miss ratio 0.0937
result/tencentBlock.ns11200.oracleGeneral.zst S3FIFO-1 cache size   376704, 6053048 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size      470, 6053048 req, miss ratio 0.4380, byte miss ratio 0.4380
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size     1412, 6053048 req, miss ratio 0.3791, byte miss ratio 0.3791
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size     4708, 6053048 req, miss ratio 0.3202, byte miss ratio 0.3202
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size    14126, 6053048 req, miss ratio 0.2927, byte miss ratio 0.2927
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size    47088, 6053048 req, miss ratio 0.2399, byte miss ratio 0.2399
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size    94176, 6053048 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size   188352, 6053048 req, miss ratio 0.1014, byte miss ratio 0.1014
result/tencentBlock.ns11200.oracleGeneral.zst Cacheus cache size   376704, 6053048 req, miss ratio 0.0790, byte miss ratio 0.0790
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size      470, 6053048 req, miss ratio 0.4567, byte miss ratio 0.4567
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size     1412, 6053048 req, miss ratio 0.3967, byte miss ratio 0.3967
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size     4708, 6053048 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size    14126, 6053048 req, miss ratio 0.2981, byte miss ratio 0.2981
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size    47088, 6053048 req, miss ratio 0.2457, byte miss ratio 0.2457
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size    94176, 6053048 req, miss ratio 0.1851, byte miss ratio 0.1851
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size   188352, 6053048 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns11200.oracleGeneral.zst Clock cache size   376704, 6053048 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns11200.oracleGeneral.zst LIRS cache size      470, 6053048 req, miss ratio 0.4541, byte miss ratio 0.4541
result/tencentBlock.ns11200.oracleGeneral.zst LIRS cache size     1412, 6053048 req, miss ratio 0.3800, byte miss ratio 0.3800
result/tencentBlock.ns11200.oracleGeneral.zst LIRS cache size     4708, 6053048 req, miss ratio 0.3234, byte miss ratio 0.3234
result/tencentBlock.ns11200.oracleGeneral.zst LIRS cache size    14126, 6053048 req, miss ratio 0.2920, byte miss ratio 0.2920
result/tencentBlock.ns11200.oracleGeneral.zst LIRS cache size    47088, 6053048 req, miss ratio 0.2407, byte miss ratio 0.2407
result/tencentBlock.ns11200.oracleGeneral.zst LIRS cache size    94176, 6053048 req, miss ratio 0.1661, byte miss ratio 0.1661
