result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size      519, 6311294 req, miss ratio 0.6003, byte miss ratio 0.6003
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size     1559, 6311294 req, miss ratio 0.5822, byte miss ratio 0.5822
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size     5197, 6311294 req, miss ratio 0.4775, byte miss ratio 0.4775
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size    15593, 6311294 req, miss ratio 0.3053, byte miss ratio 0.3053
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size    51976, 6311294 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size   103953, 6311294 req, miss ratio 0.1360, byte miss ratio 0.1360
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size   207907, 6311294 req, miss ratio 0.1052, byte miss ratio 0.1052
result/tencentBlock.ns12412.oracleGeneral.zst LIRS cache size   415815, 6311294 req, miss ratio 0.0848, byte miss ratio 0.0848
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size      519, 6311294 req, miss ratio 0.6113, byte miss ratio 0.6113
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size     1559, 6311294 req, miss ratio 0.5930, byte miss ratio 0.5930
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size     5197, 6311294 req, miss ratio 0.5749, byte miss ratio 0.5749
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size    15593, 6311294 req, miss ratio 0.4730, byte miss ratio 0.4730
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size    51976, 6311294 req, miss ratio 0.1861, byte miss ratio 0.1861
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size   103953, 6311294 req, miss ratio 0.1440, byte miss ratio 0.1440
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size   207907, 6311294 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns12412.oracleGeneral.zst Clock cache size   415815, 6311294 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size      519, 6311294 req, miss ratio 0.6137, byte miss ratio 0.6137
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size     1559, 6311294 req, miss ratio 0.5942, byte miss ratio 0.5942
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size     5197, 6311294 req, miss ratio 0.5760, byte miss ratio 0.5760
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size    15593, 6311294 req, miss ratio 0.5001, byte miss ratio 0.5001
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size    51976, 6311294 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size   103953, 6311294 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size   207907, 6311294 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns12412.oracleGeneral.zst LRU cache size   415815, 6311294 req, miss ratio 0.0849, byte miss ratio 0.0849
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size      519, 6311294 req, miss ratio 0.5934, byte miss ratio 0.5934
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size     1559, 6311294 req, miss ratio 0.5765, byte miss ratio 0.5765
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size     5197, 6311294 req, miss ratio 0.5167, byte miss ratio 0.5167
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size    15593, 6311294 req, miss ratio 0.3935, byte miss ratio 0.3935
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size    51976, 6311294 req, miss ratio 0.1689, byte miss ratio 0.1689
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size   103953, 6311294 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size   207907, 6311294 req, miss ratio 0.1052, byte miss ratio 0.1052
result/tencentBlock.ns12412.oracleGeneral.zst ARC cache size   415815, 6311294 req, miss ratio 0.0852, byte miss ratio 0.0852
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size      519, 6311294 req, miss ratio 0.6339, byte miss ratio 0.6339
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size     1559, 6311294 req, miss ratio 0.6049, byte miss ratio 0.6049
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size     5197, 6311294 req, miss ratio 0.5801, byte miss ratio 0.5801
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size    15593, 6311294 req, miss ratio 0.5055, byte miss ratio 0.5055
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size    51976, 6311294 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size   103953, 6311294 req, miss ratio 0.1687, byte miss ratio 0.1687
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size   207907, 6311294 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns12412.oracleGeneral.zst FIFO cache size   415815, 6311294 req, miss ratio 0.0869, byte miss ratio 0.0869
result/tencentBlock.ns12412.oracleGeneral.zst S3FIFO-1 cache size      519, 6311294 req, miss ratio 0.5929, byte miss ratio 0.5929
result/tencentBlock.ns12412.oracleGeneral.zst S3FIFO-1 cache size     1559, 6311294 req, miss ratio 0.5747, byte miss ratio 0.5747
result/tencentBlock.ns12412.oracleGeneral.zst S3FIFO-1 cache size     5197, 6311294 req, miss ratio 0.4914, byte miss ratio 0.4914
result/tencentBlock.ns12412.oracleGeneral.zst S3FIFO-1 cache size    15593, 6311294 req, miss ratio 0.3582, byte miss ratio 0.3582
