result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size      436, 3189938 req, miss ratio 0.4885, byte miss ratio 0.4885
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size     1308, 3189938 req, miss ratio 0.4720, byte miss ratio 0.4720
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size     4360, 3189938 req, miss ratio 0.4657, byte miss ratio 0.4657
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size    13080, 3189938 req, miss ratio 0.4604, byte miss ratio 0.4604
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size    43602, 3189938 req, miss ratio 0.4367, byte miss ratio 0.4367
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size    87205, 3189938 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size   174411, 3189938 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns21332.oracleGeneral.zst clock2 cache size   348822, 3189938 req, miss ratio 0.1418, byte miss ratio 0.1418
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size      436, 3189938 req, miss ratio 0.4881, byte miss ratio 0.4881
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size     1308, 3189938 req, miss ratio 0.4721, byte miss ratio 0.4721
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size     4360, 3189938 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size    13080, 3189938 req, miss ratio 0.4600, byte miss ratio 0.4600
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size    43602, 3189938 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size    87205, 3189938 req, miss ratio 0.3101, byte miss ratio 0.3101
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size   174411, 3189938 req, miss ratio 0.1847, byte miss ratio 0.1847
result/tencentBlock.ns21332.oracleGeneral.zst Clock cache size   348822, 3189938 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns21332.oracleGeneral.zst LeCaR cache size      436, 3189938 req, miss ratio 0.4859, byte miss ratio 0.4859
result/tencentBlock.ns21332.oracleGeneral.zst LeCaR cache size     1308, 3189938 req, miss ratio 0.4716, byte miss ratio 0.4716
result/tencentBlock.ns21332.oracleGeneral.zst LeCaR cache size     4360, 3189938 req, miss ratio 0.4651, byte miss ratio 0.4651
result/tencentBlock.ns21332.oracleGeneral.zst LeCaR cache size    13080, 3189938 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns21332.oracleGeneral.zst LeCaR cache size    43602, 3189938 req, miss ratio 0.3909, byte miss ratio 0.3909
