result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size      205, 2019320 req, miss ratio 0.4954, byte miss ratio 0.4954
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size      617, 2019320 req, miss ratio 0.4573, byte miss ratio 0.4573
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size     2056, 2019320 req, miss ratio 0.3982, byte miss ratio 0.3982
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size     6170, 2019320 req, miss ratio 0.3281, byte miss ratio 0.3281
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size    20568, 2019320 req, miss ratio 0.3079, byte miss ratio 0.3079
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size    41136, 2019320 req, miss ratio 0.2444, byte miss ratio 0.2444
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size    82273, 2019320 req, miss ratio 0.1463, byte miss ratio 0.1463
result/tencentBlock.ns21407.oracleGeneral.zst LeCaR cache size   164547, 2019320 req, miss ratio 0.1025, byte miss ratio 0.1025
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size      205, 2019320 req, miss ratio 0.6558, byte miss ratio 0.6558
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size      617, 2019320 req, miss ratio 0.5143, byte miss ratio 0.5143
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size     2056, 2019320 req, miss ratio 0.4279, byte miss ratio 0.4279
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size     6170, 2019320 req, miss ratio 0.3683, byte miss ratio 0.3683
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size    20568, 2019320 req, miss ratio 0.3251, byte miss ratio 0.3251
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size    41136, 2019320 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns21407.oracleGeneral.zst FIFO cache size    82273, 2019320 req, miss ratio 0.1699, byte miss ratio 0.1699
