result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size      340, 2096813 req, miss ratio 0.5379, byte miss ratio 0.5379
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size     1022, 2096813 req, miss ratio 0.5219, byte miss ratio 0.5219
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size     3407, 2096813 req, miss ratio 0.5165, byte miss ratio 0.5165
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size    10222, 2096813 req, miss ratio 0.5144, byte miss ratio 0.5144
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size    34074, 2096813 req, miss ratio 0.5085, byte miss ratio 0.5085
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size    68148, 2096813 req, miss ratio 0.4245, byte miss ratio 0.4245
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size   136296, 2096813 req, miss ratio 0.2755, byte miss ratio 0.2755
result/tencentBlock.ns19129.oracleGeneral.zst clock2 cache size   272592, 2096813 req, miss ratio 0.1626, byte miss ratio 0.1626
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size      340, 2096813 req, miss ratio 0.5810, byte miss ratio 0.5810
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size     1022, 2096813 req, miss ratio 0.5374, byte miss ratio 0.5374
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size     3407, 2096813 req, miss ratio 0.5241, byte miss ratio 0.5241
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size    10222, 2096813 req, miss ratio 0.5132, byte miss ratio 0.5132
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size    34074, 2096813 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size    68148, 2096813 req, miss ratio 0.3748, byte miss ratio 0.3748
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size   136296, 2096813 req, miss ratio 0.2072, byte miss ratio 0.2072
result/tencentBlock.ns19129.oracleGeneral.zst LIRS cache size   272592, 2096813 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns19129.oracleGeneral.zst LHD cache size      340, 2096813 req, miss ratio 0.5351, byte miss ratio 0.5351
