result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size      172, 24760990 req, miss ratio 0.7837, byte miss ratio 0.7837
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size      516, 24760990 req, miss ratio 0.3933, byte miss ratio 0.3933
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size     1722, 24760990 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size     5167, 24760990 req, miss ratio 0.0317, byte miss ratio 0.0317
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size    17226, 24760990 req, miss ratio 0.0277, byte miss ratio 0.0277
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size    34452, 24760990 req, miss ratio 0.0228, byte miss ratio 0.0228
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size    68904, 24760990 req, miss ratio 0.0139, byte miss ratio 0.0139
result/tencentBlock.ns13604.oracleGeneral.zst LHD cache size   137809, 24760990 req, miss ratio 0.0071, byte miss ratio 0.0071
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size      172, 24760990 req, miss ratio 0.7545, byte miss ratio 0.7545
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size      516, 24760990 req, miss ratio 0.3404, byte miss ratio 0.3404
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size     1722, 24760990 req, miss ratio 0.0444, byte miss ratio 0.0444
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size     5167, 24760990 req, miss ratio 0.0326, byte miss ratio 0.0326
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size    17226, 24760990 req, miss ratio 0.0267, byte miss ratio 0.0267
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size    34452, 24760990 req, miss ratio 0.0220, byte miss ratio 0.0220
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size    68904, 24760990 req, miss ratio 0.0133, byte miss ratio 0.0133
result/tencentBlock.ns13604.oracleGeneral.zst LIRS cache size   137809, 24760990 req, miss ratio 0.0075, byte miss ratio 0.0075
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size      172, 24760990 req, miss ratio 0.9372, byte miss ratio 0.9372
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size      516, 24760990 req, miss ratio 0.7537, byte miss ratio 0.7537
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size     1722, 24760990 req, miss ratio 0.0443, byte miss ratio 0.0443
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size     5167, 24760990 req, miss ratio 0.0319, byte miss ratio 0.0319
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size    17226, 24760990 req, miss ratio 0.0286, byte miss ratio 0.0286
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size    34452, 24760990 req, miss ratio 0.0255, byte miss ratio 0.0255
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size    68904, 24760990 req, miss ratio 0.0155, byte miss ratio 0.0155
result/tencentBlock.ns13604.oracleGeneral.zst clock2 cache size   137809, 24760990 req, miss ratio 0.0070, byte miss ratio 0.0070
result/tencentBlock.ns13604.oracleGeneral.zst S3FIFO-1 cache size      172, 24760990 req, miss ratio 0.7701, byte miss ratio 0.7701
result/tencentBlock.ns13604.oracleGeneral.zst S3FIFO-1 cache size      516, 24760990 req, miss ratio 0.4985, byte miss ratio 0.4985
result/tencentBlock.ns13604.oracleGeneral.zst S3FIFO-1 cache size     1722, 24760990 req, miss ratio 0.0424, byte miss ratio 0.0424
