result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size      120, 2898605 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size      360, 2898605 req, miss ratio 0.2549, byte miss ratio 0.2549
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size     1202, 2898605 req, miss ratio 0.2248, byte miss ratio 0.2248
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size     3607, 2898605 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size    12025, 2898605 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size    24051, 2898605 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size    48102, 2898605 req, miss ratio 0.0895, byte miss ratio 0.0895
result/tencentBlock.ns8178.oracleGeneral.zst LRU cache size    96204, 2898605 req, miss ratio 0.0418, byte miss ratio 0.0418
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size      120, 2898605 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size      360, 2898605 req, miss ratio 0.2644, byte miss ratio 0.2644
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size     1202, 2898605 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size     3607, 2898605 req, miss ratio 0.2148, byte miss ratio 0.2148
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size    12025, 2898605 req, miss ratio 0.2030, byte miss ratio 0.2030
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size    24051, 2898605 req, miss ratio 0.1667, byte miss ratio 0.1667
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size    48102, 2898605 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns8178.oracleGeneral.zst clock2 cache size    96204, 2898605 req, miss ratio 0.0417, byte miss ratio 0.0417
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size      120, 2898605 req, miss ratio 0.2968, byte miss ratio 0.2968
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size      360, 2898605 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size     1202, 2898605 req, miss ratio 0.2167, byte miss ratio 0.2167
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size     3607, 2898605 req, miss ratio 0.2037, byte miss ratio 0.2037
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size    12025, 2898605 req, miss ratio 0.1758, byte miss ratio 0.1758
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size    24051, 2898605 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size    48102, 2898605 req, miss ratio 0.0874, byte miss ratio 0.0874
result/tencentBlock.ns8178.oracleGeneral.zst S3FIFO-1 cache size    96204, 2898605 req, miss ratio 0.0417, byte miss ratio 0.0417
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size      120, 2898605 req, miss ratio 0.3489, byte miss ratio 0.3489
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size      360, 2898605 req, miss ratio 0.2467, byte miss ratio 0.2467
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size     1202, 2898605 req, miss ratio 0.2217, byte miss ratio 0.2217
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size     3607, 2898605 req, miss ratio 0.2109, byte miss ratio 0.2109
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size    12025, 2898605 req, miss ratio 0.2025, byte miss ratio 0.2025
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size    24051, 2898605 req, miss ratio 0.1582, byte miss ratio 0.1582
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size    48102, 2898605 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns8178.oracleGeneral.zst LeCaR cache size    96204, 2898605 req, miss ratio 0.0418, byte miss ratio 0.0418
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size      120, 2898605 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size      360, 2898605 req, miss ratio 0.3147, byte miss ratio 0.3147
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size     1202, 2898605 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size     3607, 2898605 req, miss ratio 0.2271, byte miss ratio 0.2271
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size    12025, 2898605 req, miss ratio 0.2128, byte miss ratio 0.2128
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size    24051, 2898605 req, miss ratio 0.1841, byte miss ratio 0.1841
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size    48102, 2898605 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns8178.oracleGeneral.zst FIFO cache size    96204, 2898605 req, miss ratio 0.0535, byte miss ratio 0.0535
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size      120, 2898605 req, miss ratio 0.2923, byte miss ratio 0.2923
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size      360, 2898605 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size     1202, 2898605 req, miss ratio 0.2173, byte miss ratio 0.2173
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size     3607, 2898605 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size    12025, 2898605 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size    24051, 2898605 req, miss ratio 0.1436, byte miss ratio 0.1436
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size    48102, 2898605 req, miss ratio 0.0915, byte miss ratio 0.0915
result/tencentBlock.ns8178.oracleGeneral.zst ARC cache size    96204, 2898605 req, miss ratio 0.0417, byte miss ratio 0.0417
result/tencentBlock.ns8178.oracleGeneral.zst LIRS cache size      120, 2898605 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns8178.oracleGeneral.zst LIRS cache size      360, 2898605 req, miss ratio 0.2447, byte miss ratio 0.2447
result/tencentBlock.ns8178.oracleGeneral.zst LIRS cache size     1202, 2898605 req, miss ratio 0.2242, byte miss ratio 0.2242
result/tencentBlock.ns8178.oracleGeneral.zst LIRS cache size     3607, 2898605 req, miss ratio 0.2042, byte miss ratio 0.2042
