result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size      253, 16520697 req, miss ratio 0.7103, byte miss ratio 0.7103
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size      760, 16520697 req, miss ratio 0.2928, byte miss ratio 0.2928
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size     2536, 16520697 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size     7608, 16520697 req, miss ratio 0.0415, byte miss ratio 0.0415
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size    25360, 16520697 req, miss ratio 0.0370, byte miss ratio 0.0370
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size    50721, 16520697 req, miss ratio 0.0338, byte miss ratio 0.0338
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size   101442, 16520697 req, miss ratio 0.0176, byte miss ratio 0.0176
result/tencentBlock.ns10971.oracleGeneral.zst LeCaR cache size   202884, 16520697 req, miss ratio 0.0154, byte miss ratio 0.0154
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size      253, 16520697 req, miss ratio 0.7622, byte miss ratio 0.7622
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size      760, 16520697 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size     2536, 16520697 req, miss ratio 0.0477, byte miss ratio 0.0477
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size     7608, 16520697 req, miss ratio 0.0420, byte miss ratio 0.0420
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size    25360, 16520697 req, miss ratio 0.0372, byte miss ratio 0.0372
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size    50721, 16520697 req, miss ratio 0.0339, byte miss ratio 0.0339
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size   101442, 16520697 req, miss ratio 0.0175, byte miss ratio 0.0175
result/tencentBlock.ns10971.oracleGeneral.zst LRU cache size   202884, 16520697 req, miss ratio 0.0154, byte miss ratio 0.0154
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size      253, 16520697 req, miss ratio 0.7544, byte miss ratio 0.7544
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size      760, 16520697 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size     2536, 16520697 req, miss ratio 0.0474, byte miss ratio 0.0474
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size     7608, 16520697 req, miss ratio 0.0422, byte miss ratio 0.0422
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size    25360, 16520697 req, miss ratio 0.0373, byte miss ratio 0.0373
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size    50721, 16520697 req, miss ratio 0.0345, byte miss ratio 0.0345
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size   101442, 16520697 req, miss ratio 0.0214, byte miss ratio 0.0214
result/tencentBlock.ns10971.oracleGeneral.zst Clock cache size   202884, 16520697 req, miss ratio 0.0156, byte miss ratio 0.0156
