result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size      187, 1300052 req, miss ratio 0.4678, byte miss ratio 0.4678
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size      562, 1300052 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size     1873, 1300052 req, miss ratio 0.4546, byte miss ratio 0.4546
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size     5620, 1300052 req, miss ratio 0.4539, byte miss ratio 0.4539
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size    18736, 1300052 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size    37472, 1300052 req, miss ratio 0.3571, byte miss ratio 0.3571
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size    74945, 1300052 req, miss ratio 0.2236, byte miss ratio 0.2236
result/tencentBlock.ns21124.oracleGeneral.zst S3FIFO-1 cache size   149890, 1300052 req, miss ratio 0.1488, byte miss ratio 0.1488
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size      187, 1300052 req, miss ratio 0.4612, byte miss ratio 0.4612
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size      562, 1300052 req, miss ratio 0.4562, byte miss ratio 0.4562
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size     1873, 1300052 req, miss ratio 0.4544, byte miss ratio 0.4544
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size     5620, 1300052 req, miss ratio 0.4540, byte miss ratio 0.4540
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size    18736, 1300052 req, miss ratio 0.4120, byte miss ratio 0.4120
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size    37472, 1300052 req, miss ratio 0.3731, byte miss ratio 0.3731
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size    74945, 1300052 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns21124.oracleGeneral.zst Cacheus cache size   149890, 1300052 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size      187, 1300052 req, miss ratio 0.4667, byte miss ratio 0.4667
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size      562, 1300052 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size     1873, 1300052 req, miss ratio 0.4557, byte miss ratio 0.4557
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size     5620, 1300052 req, miss ratio 0.4541, byte miss ratio 0.4541
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size    18736, 1300052 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size    37472, 1300052 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size    74945, 1300052 req, miss ratio 0.2249, byte miss ratio 0.2249
result/tencentBlock.ns21124.oracleGeneral.zst LeCaR cache size   149890, 1300052 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns21124.oracleGeneral.zst clock2 cache size      187, 1300052 req, miss ratio 0.4677, byte miss ratio 0.4677
result/tencentBlock.ns21124.oracleGeneral.zst clock2 cache size      562, 1300052 req, miss ratio 0.4593, byte miss ratio 0.4593
