result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size      947, 6883891 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size     2841, 6883891 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size     9470, 6883891 req, miss ratio 0.1664, byte miss ratio 0.1664
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size    28412, 6883891 req, miss ratio 0.1546, byte miss ratio 0.1546
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size    94709, 6883891 req, miss ratio 0.1455, byte miss ratio 0.1455
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size   189419, 6883891 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size   378838, 6883891 req, miss ratio 0.1390, byte miss ratio 0.1390
result/tencentBlock.ns5510.oracleGeneral.zst Clock cache size   757676, 6883891 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size      947, 6883891 req, miss ratio 0.2126, byte miss ratio 0.2126
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size     2841, 6883891 req, miss ratio 0.1864, byte miss ratio 0.1864
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size     9470, 6883891 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size    28412, 6883891 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size    94709, 6883891 req, miss ratio 0.1469, byte miss ratio 0.1469
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size   189419, 6883891 req, miss ratio 0.1447, byte miss ratio 0.1447
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size   378838, 6883891 req, miss ratio 0.1412, byte miss ratio 0.1412
result/tencentBlock.ns5510.oracleGeneral.zst FIFO cache size   757676, 6883891 req, miss ratio 0.1383, byte miss ratio 0.1383
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size      947, 6883891 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size     2841, 6883891 req, miss ratio 0.1732, byte miss ratio 0.1732
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size     9470, 6883891 req, miss ratio 0.1678, byte miss ratio 0.1678
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size    28412, 6883891 req, miss ratio 0.1515, byte miss ratio 0.1515
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size    94709, 6883891 req, miss ratio 0.1452, byte miss ratio 0.1452
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size   189419, 6883891 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size   378838, 6883891 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns5510.oracleGeneral.zst ARC cache size   757676, 6883891 req, miss ratio 0.1376, byte miss ratio 0.1376
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size      947, 6883891 req, miss ratio 0.2815, byte miss ratio 0.2815
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size     2841, 6883891 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size     9470, 6883891 req, miss ratio 0.1672, byte miss ratio 0.1672
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size    28412, 6883891 req, miss ratio 0.1518, byte miss ratio 0.1518
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size    94709, 6883891 req, miss ratio 0.1453, byte miss ratio 0.1453
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size   189419, 6883891 req, miss ratio 0.1420, byte miss ratio 0.1420
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size   378838, 6883891 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns5510.oracleGeneral.zst LIRS cache size   757676, 6883891 req, miss ratio 0.1377, byte miss ratio 0.1377
result/tencentBlock.ns5510.oracleGeneral.zst Cacheus cache size      947, 6883891 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns5510.oracleGeneral.zst Cacheus cache size     2841, 6883891 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns5510.oracleGeneral.zst Cacheus cache size     9470, 6883891 req, miss ratio 0.1652, byte miss ratio 0.1652
