result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size      347, 15046896 req, miss ratio 0.2873, byte miss ratio 0.2873
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size     1041, 15046896 req, miss ratio 0.1398, byte miss ratio 0.1398
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size     3470, 15046896 req, miss ratio 0.0907, byte miss ratio 0.0907
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size    10411, 15046896 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size    34706, 15046896 req, miss ratio 0.0584, byte miss ratio 0.0584
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size    69412, 15046896 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size   138824, 15046896 req, miss ratio 0.0291, byte miss ratio 0.0291
result/tencentBlock.ns1407.oracleGeneral.zst LIRS cache size   277648, 15046896 req, miss ratio 0.0239, byte miss ratio 0.0239
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size      347, 15046896 req, miss ratio 0.5760, byte miss ratio 0.5760
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size     1041, 15046896 req, miss ratio 0.1681, byte miss ratio 0.1681
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size     3470, 15046896 req, miss ratio 0.1061, byte miss ratio 0.1061
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size    10411, 15046896 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size    34706, 15046896 req, miss ratio 0.0722, byte miss ratio 0.0722
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size    69412, 15046896 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size   138824, 15046896 req, miss ratio 0.0303, byte miss ratio 0.0303
result/tencentBlock.ns1407.oracleGeneral.zst Clock cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size      347, 15046896 req, miss ratio 0.5027, byte miss ratio 0.5027
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size     1041, 15046896 req, miss ratio 0.1594, byte miss ratio 0.1594
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size     3470, 15046896 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size    10411, 15046896 req, miss ratio 0.0773, byte miss ratio 0.0773
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size    34706, 15046896 req, miss ratio 0.0654, byte miss ratio 0.0654
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size    69412, 15046896 req, miss ratio 0.0456, byte miss ratio 0.0456
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size   138824, 15046896 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns1407.oracleGeneral.zst Cacheus cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size      347, 15046896 req, miss ratio 0.3415, byte miss ratio 0.3415
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size     1041, 15046896 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size     3470, 15046896 req, miss ratio 0.0878, byte miss ratio 0.0878
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size    10411, 15046896 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size    34706, 15046896 req, miss ratio 0.0594, byte miss ratio 0.0594
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size    69412, 15046896 req, miss ratio 0.0457, byte miss ratio 0.0457
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size   138824, 15046896 req, miss ratio 0.0286, byte miss ratio 0.0286
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-1 cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size      347, 15046896 req, miss ratio 0.6019, byte miss ratio 0.6019
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size     1041, 15046896 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size     3470, 15046896 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size    10411, 15046896 req, miss ratio 0.0821, byte miss ratio 0.0821
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size    34706, 15046896 req, miss ratio 0.0716, byte miss ratio 0.0716
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size    69412, 15046896 req, miss ratio 0.0583, byte miss ratio 0.0583
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size   138824, 15046896 req, miss ratio 0.0308, byte miss ratio 0.0308
result/tencentBlock.ns1407.oracleGeneral.zst LRU cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size      347, 15046896 req, miss ratio 0.3419, byte miss ratio 0.3419
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size     1041, 15046896 req, miss ratio 0.1391, byte miss ratio 0.1391
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size     3470, 15046896 req, miss ratio 0.0891, byte miss ratio 0.0891
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size    10411, 15046896 req, miss ratio 0.0766, byte miss ratio 0.0766
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size    34706, 15046896 req, miss ratio 0.0592, byte miss ratio 0.0592
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size    69412, 15046896 req, miss ratio 0.0456, byte miss ratio 0.0456
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size   138824, 15046896 req, miss ratio 0.0287, byte miss ratio 0.0287
result/tencentBlock.ns1407.oracleGeneral.zst ARC cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size      347, 15046896 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size     1041, 15046896 req, miss ratio 0.1626, byte miss ratio 0.1626
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size     3470, 15046896 req, miss ratio 0.1036, byte miss ratio 0.1036
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size    10411, 15046896 req, miss ratio 0.0793, byte miss ratio 0.0793
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size    34706, 15046896 req, miss ratio 0.0720, byte miss ratio 0.0720
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size    69412, 15046896 req, miss ratio 0.0561, byte miss ratio 0.0561
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size   138824, 15046896 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns1407.oracleGeneral.zst clock2 cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size      347, 15046896 req, miss ratio 0.4452, byte miss ratio 0.4452
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size     1041, 15046896 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size     3470, 15046896 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size    10411, 15046896 req, miss ratio 0.0805, byte miss ratio 0.0805
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size    34706, 15046896 req, miss ratio 0.0687, byte miss ratio 0.0687
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size    69412, 15046896 req, miss ratio 0.0513, byte miss ratio 0.0513
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size   138824, 15046896 req, miss ratio 0.0299, byte miss ratio 0.0299
result/tencentBlock.ns1407.oracleGeneral.zst LeCaR cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size      347, 15046896 req, miss ratio 0.6239, byte miss ratio 0.6239
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size     1041, 15046896 req, miss ratio 0.2421, byte miss ratio 0.2421
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size     3470, 15046896 req, miss ratio 0.1349, byte miss ratio 0.1349
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size    10411, 15046896 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size    34706, 15046896 req, miss ratio 0.0769, byte miss ratio 0.0769
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size    69412, 15046896 req, miss ratio 0.0614, byte miss ratio 0.0614
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size   138824, 15046896 req, miss ratio 0.0395, byte miss ratio 0.0395
result/tencentBlock.ns1407.oracleGeneral.zst FIFO cache size   277648, 15046896 req, miss ratio 0.0273, byte miss ratio 0.0273
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size      347, 15046896 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size     1041, 15046896 req, miss ratio 0.1659, byte miss ratio 0.1659
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size     3470, 15046896 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size    10411, 15046896 req, miss ratio 0.0782, byte miss ratio 0.0782
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size    34706, 15046896 req, miss ratio 0.0663, byte miss ratio 0.0663
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size    69412, 15046896 req, miss ratio 0.0515, byte miss ratio 0.0515
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size   138824, 15046896 req, miss ratio 0.0318, byte miss ratio 0.0318
result/tencentBlock.ns1407.oracleGeneral.zst LHD cache size   277648, 15046896 req, miss ratio 0.0238, byte miss ratio 0.0238
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size      347, 15046896 req, miss ratio 0.4703, byte miss ratio 0.4703
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size     1041, 15046896 req, miss ratio 0.1382, byte miss ratio 0.1382
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size     3470, 15046896 req, miss ratio 0.0878, byte miss ratio 0.0878
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size    10411, 15046896 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size    34706, 15046896 req, miss ratio 0.0593, byte miss ratio 0.0593
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size    69412, 15046896 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size   138824, 15046896 req, miss ratio 0.0286, byte miss ratio 0.0286
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d-1 cache size   277648, 15046896 req, miss ratio 0.0234, byte miss ratio 0.0234
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size      347, 15046896 req, miss ratio 0.3051, byte miss ratio 0.3051
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size     1041, 15046896 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size     3470, 15046896 req, miss ratio 0.0880, byte miss ratio 0.0880
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size    10411, 15046896 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size    34706, 15046896 req, miss ratio 0.0591, byte miss ratio 0.0591
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size    69412, 15046896 req, miss ratio 0.0490, byte miss ratio 0.0490
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size   138824, 15046896 req, miss ratio 0.0356, byte miss ratio 0.0356
result/tencentBlock.ns1407.oracleGeneral.zst LRB cache size   277648, 15046896 req, miss ratio 0.0254, byte miss ratio 0.0254
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      347, 15046896 req, miss ratio 0.5142, byte miss ratio 0.5142
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1041, 15046896 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3470, 15046896 req, miss ratio 0.1112, byte miss ratio 0.1112
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    10411, 15046896 req, miss ratio 0.0857, byte miss ratio 0.0857
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    34706, 15046896 req, miss ratio 0.0695, byte miss ratio 0.0695
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    69412, 15046896 req, miss ratio 0.0556, byte miss ratio 0.0556
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   138824, 15046896 req, miss ratio 0.0351, byte miss ratio 0.0351
result/tencentBlock.ns1407.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   277648, 15046896 req, miss ratio 0.0262, byte miss ratio 0.0262
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size      347, 15046896 req, miss ratio 0.5870, byte miss ratio 0.5870
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size     1041, 15046896 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size     3470, 15046896 req, miss ratio 0.1052, byte miss ratio 0.1052
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size    10411, 15046896 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size    34706, 15046896 req, miss ratio 0.0707, byte miss ratio 0.0707
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size    69412, 15046896 req, miss ratio 0.0531, byte miss ratio 0.0531
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size   138824, 15046896 req, miss ratio 0.0353, byte miss ratio 0.0353
result/tencentBlock.ns1407.oracleGeneral.zst B-LRU cache size   277648, 15046896 req, miss ratio 0.0350, byte miss ratio 0.0350
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size      347, 15046896 req, miss ratio 0.4532, byte miss ratio 0.4532
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1041, 15046896 req, miss ratio 0.1555, byte miss ratio 0.1555
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3470, 15046896 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size    10411, 15046896 req, miss ratio 0.0779, byte miss ratio 0.0779
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size    34706, 15046896 req, miss ratio 0.0628, byte miss ratio 0.0628
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size    69412, 15046896 req, miss ratio 0.0481, byte miss ratio 0.0481
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size   138824, 15046896 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns1407.oracleGeneral.zst S4LRU(25:25:25:25) cache size   277648, 15046896 req, miss ratio 0.0235, byte miss ratio 0.0235
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size      347, 15046896 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size     1041, 15046896 req, miss ratio 0.1442, byte miss ratio 0.1442
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size     3470, 15046896 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size    10411, 15046896 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size    34706, 15046896 req, miss ratio 0.0619, byte miss ratio 0.0619
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size    69412, 15046896 req, miss ratio 0.0499, byte miss ratio 0.0499
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size   138824, 15046896 req, miss ratio 0.0329, byte miss ratio 0.0329
result/tencentBlock.ns1407.oracleGeneral.zst TwoQ cache size   277648, 15046896 req, miss ratio 0.0273, byte miss ratio 0.0273
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size      347, 15046896 req, miss ratio 0.5210, byte miss ratio 0.5210
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size     1041, 15046896 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size     3470, 15046896 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size    10411, 15046896 req, miss ratio 0.0760, byte miss ratio 0.0760
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size    34706, 15046896 req, miss ratio 0.0589, byte miss ratio 0.0589
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size    69412, 15046896 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size   138824, 15046896 req, miss ratio 0.0303, byte miss ratio 0.0303
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO-d cache size   277648, 15046896 req, miss ratio 0.0235, byte miss ratio 0.0235
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size      347, 15046896 req, miss ratio 0.3381, byte miss ratio 0.3381
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size     1041, 15046896 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size     3470, 15046896 req, miss ratio 0.0878, byte miss ratio 0.0878
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size    10411, 15046896 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size    34706, 15046896 req, miss ratio 0.0589, byte miss ratio 0.0589
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size    69412, 15046896 req, miss ratio 0.0461, byte miss ratio 0.0461
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size   138824, 15046896 req, miss ratio 0.0303, byte miss ratio 0.0303
result/tencentBlock.ns1407.oracleGeneral.zst S3FIFO cache size   277648, 15046896 req, miss ratio 0.0235, byte miss ratio 0.0235
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      347, 15046896 req, miss ratio 0.2962, byte miss ratio 0.2962
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     1041, 15046896 req, miss ratio 0.1460, byte miss ratio 0.1460
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     3470, 15046896 req, miss ratio 0.0922, byte miss ratio 0.0922
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    10411, 15046896 req, miss ratio 0.0779, byte miss ratio 0.0779
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    34706, 15046896 req, miss ratio 0.0603, byte miss ratio 0.0603
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    69412, 15046896 req, miss ratio 0.0426, byte miss ratio 0.0426
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   138824, 15046896 req, miss ratio 0.0317, byte miss ratio 0.0317
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size   277648, 15046896 req, miss ratio 0.0243, byte miss ratio 0.0243
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size      347, 15046896 req, miss ratio 0.3116, byte miss ratio 0.3116
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     1041, 15046896 req, miss ratio 0.1396, byte miss ratio 0.1396
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size     3470, 15046896 req, miss ratio 0.0883, byte miss ratio 0.0883
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    10411, 15046896 req, miss ratio 0.0765, byte miss ratio 0.0765
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    34706, 15046896 req, miss ratio 0.0597, byte miss ratio 0.0597
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size    69412, 15046896 req, miss ratio 0.0433, byte miss ratio 0.0433
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   138824, 15046896 req, miss ratio 0.0321, byte miss ratio 0.0321
result/tencentBlock.ns1407.oracleGeneral.zst              WTinyLFU-w0.10-SLRU cache size   277648, 15046896 req, miss ratio 0.0256, byte miss ratio 0.0256
