result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size      697, 7507222 req, miss ratio 0.4433, byte miss ratio 0.4433
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size     2093, 7507222 req, miss ratio 0.3891, byte miss ratio 0.3891
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size     6979, 7507222 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size    20938, 7507222 req, miss ratio 0.2638, byte miss ratio 0.2638
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size    69794, 7507222 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size   139589, 7507222 req, miss ratio 0.1719, byte miss ratio 0.1719
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size   279178, 7507222 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns11733.oracleGeneral.zst ARC cache size   558357, 7507222 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size      697, 7507222 req, miss ratio 0.4426, byte miss ratio 0.4426
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size     2093, 7507222 req, miss ratio 0.3917, byte miss ratio 0.3917
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size     6979, 7507222 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size    20938, 7507222 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size    69794, 7507222 req, miss ratio 0.2177, byte miss ratio 0.2177
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size   139589, 7507222 req, miss ratio 0.1772, byte miss ratio 0.1772
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size   279178, 7507222 req, miss ratio 0.1192, byte miss ratio 0.1192
result/tencentBlock.ns11733.oracleGeneral.zst S3FIFO-1 cache size   558357, 7507222 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns11733.oracleGeneral.zst FIFO cache size      697, 7507222 req, miss ratio 0.5041, byte miss ratio 0.5041
result/tencentBlock.ns11733.oracleGeneral.zst FIFO cache size     2093, 7507222 req, miss ratio 0.4213, byte miss ratio 0.4213
