result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size      191, 1140963 req, miss ratio 0.6447, byte miss ratio 0.6447
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size      574, 1140963 req, miss ratio 0.6211, byte miss ratio 0.6211
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size     1915, 1140963 req, miss ratio 0.5583, byte miss ratio 0.5583
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size     5746, 1140963 req, miss ratio 0.5164, byte miss ratio 0.5164
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size    19154, 1140963 req, miss ratio 0.4430, byte miss ratio 0.4430
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size    38308, 1140963 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size    76616, 1140963 req, miss ratio 0.2227, byte miss ratio 0.2227
result/tencentBlock.ns8327.oracleGeneral.zst LIRS cache size   153233, 1140963 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size      191, 1140963 req, miss ratio 0.6573, byte miss ratio 0.6573
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size      574, 1140963 req, miss ratio 0.5932, byte miss ratio 0.5932
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size     1915, 1140963 req, miss ratio 0.5725, byte miss ratio 0.5725
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size     5746, 1140963 req, miss ratio 0.5441, byte miss ratio 0.5441
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size    19154, 1140963 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size    38308, 1140963 req, miss ratio 0.4359, byte miss ratio 0.4359
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size    76616, 1140963 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns8327.oracleGeneral.zst LRU cache size   153233, 1140963 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size      191, 1140963 req, miss ratio 0.6048, byte miss ratio 0.6048
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size      574, 1140963 req, miss ratio 0.5871, byte miss ratio 0.5871
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size     1915, 1140963 req, miss ratio 0.5551, byte miss ratio 0.5551
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size     5746, 1140963 req, miss ratio 0.5206, byte miss ratio 0.5206
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size    19154, 1140963 req, miss ratio 0.4677, byte miss ratio 0.4677
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size    38308, 1140963 req, miss ratio 0.3919, byte miss ratio 0.3919
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size    76616, 1140963 req, miss ratio 0.2398, byte miss ratio 0.2398
result/tencentBlock.ns8327.oracleGeneral.zst Cacheus cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size      191, 1140963 req, miss ratio 0.6047, byte miss ratio 0.6047
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size      574, 1140963 req, miss ratio 0.5866, byte miss ratio 0.5866
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size     1915, 1140963 req, miss ratio 0.5504, byte miss ratio 0.5504
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size     5746, 1140963 req, miss ratio 0.5172, byte miss ratio 0.5172
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size    19154, 1140963 req, miss ratio 0.4664, byte miss ratio 0.4664
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size    38308, 1140963 req, miss ratio 0.3746, byte miss ratio 0.3746
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size    76616, 1140963 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns8327.oracleGeneral.zst ARC cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size      191, 1140963 req, miss ratio 0.6485, byte miss ratio 0.6485
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size      574, 1140963 req, miss ratio 0.5919, byte miss ratio 0.5919
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size     1915, 1140963 req, miss ratio 0.5711, byte miss ratio 0.5711
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size     5746, 1140963 req, miss ratio 0.5414, byte miss ratio 0.5414
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size    19154, 1140963 req, miss ratio 0.5153, byte miss ratio 0.5153
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size    38308, 1140963 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size    76616, 1140963 req, miss ratio 0.2537, byte miss ratio 0.2537
result/tencentBlock.ns8327.oracleGeneral.zst Clock cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size      191, 1140963 req, miss ratio 0.6173, byte miss ratio 0.6173
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size      574, 1140963 req, miss ratio 0.5927, byte miss ratio 0.5927
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size     1915, 1140963 req, miss ratio 0.5689, byte miss ratio 0.5689
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size     5746, 1140963 req, miss ratio 0.5397, byte miss ratio 0.5397
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size    19154, 1140963 req, miss ratio 0.5022, byte miss ratio 0.5022
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size    38308, 1140963 req, miss ratio 0.4235, byte miss ratio 0.4235
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size    76616, 1140963 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns8327.oracleGeneral.zst LHD cache size   153233, 1140963 req, miss ratio 0.1694, byte miss ratio 0.1694
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size      191, 1140963 req, miss ratio 0.6115, byte miss ratio 0.6115
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size      574, 1140963 req, miss ratio 0.5879, byte miss ratio 0.5879
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size     1915, 1140963 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size     5746, 1140963 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size    19154, 1140963 req, miss ratio 0.4494, byte miss ratio 0.4494
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size    38308, 1140963 req, miss ratio 0.3908, byte miss ratio 0.3908
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size    76616, 1140963 req, miss ratio 0.2301, byte miss ratio 0.2301
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-1 cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size      191, 1140963 req, miss ratio 0.7306, byte miss ratio 0.7306
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size      574, 1140963 req, miss ratio 0.6405, byte miss ratio 0.6405
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size     1915, 1140963 req, miss ratio 0.5906, byte miss ratio 0.5906
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size     5746, 1140963 req, miss ratio 0.5578, byte miss ratio 0.5578
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size    19154, 1140963 req, miss ratio 0.5292, byte miss ratio 0.5292
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size    38308, 1140963 req, miss ratio 0.4538, byte miss ratio 0.4538
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size    76616, 1140963 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns8327.oracleGeneral.zst FIFO cache size   153233, 1140963 req, miss ratio 0.1966, byte miss ratio 0.1966
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size      191, 1140963 req, miss ratio 0.6294, byte miss ratio 0.6294
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size      574, 1140963 req, miss ratio 0.5919, byte miss ratio 0.5919
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size     1915, 1140963 req, miss ratio 0.5714, byte miss ratio 0.5714
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size     5746, 1140963 req, miss ratio 0.5354, byte miss ratio 0.5354
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size    19154, 1140963 req, miss ratio 0.5160, byte miss ratio 0.5160
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size    38308, 1140963 req, miss ratio 0.4326, byte miss ratio 0.4326
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size    76616, 1140963 req, miss ratio 0.2333, byte miss ratio 0.2333
result/tencentBlock.ns8327.oracleGeneral.zst LeCaR cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size      191, 1140963 req, miss ratio 0.6404, byte miss ratio 0.6404
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size      574, 1140963 req, miss ratio 0.5906, byte miss ratio 0.5906
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size     1915, 1140963 req, miss ratio 0.5699, byte miss ratio 0.5699
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size     5746, 1140963 req, miss ratio 0.5371, byte miss ratio 0.5371
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size    19154, 1140963 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size    38308, 1140963 req, miss ratio 0.4291, byte miss ratio 0.4291
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size    76616, 1140963 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns8327.oracleGeneral.zst clock2 cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size      191, 1140963 req, miss ratio 0.6039, byte miss ratio 0.6039
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size      574, 1140963 req, miss ratio 0.5861, byte miss ratio 0.5861
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size     1915, 1140963 req, miss ratio 0.5368, byte miss ratio 0.5368
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size     5746, 1140963 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size    19154, 1140963 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size    38308, 1140963 req, miss ratio 0.3809, byte miss ratio 0.3809
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size    76616, 1140963 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns8327.oracleGeneral.zst S3FIFO-d-1 cache size   153233, 1140963 req, miss ratio 0.1683, byte miss ratio 0.1683
result/tencentBlock.ns8327.oracleGeneral.zst LRB cache size      191, 1140963 req, miss ratio 0.6454, byte miss ratio 0.6454
result/tencentBlock.ns8327.oracleGeneral.zst LRB cache size      574, 1140963 req, miss ratio 0.5935, byte miss ratio 0.5935
result/tencentBlock.ns8327.oracleGeneral.zst LRB cache size     1915, 1140963 req, miss ratio 0.5342, byte miss ratio 0.5342
